CODIGO_OBRA,emp_n_empresas,emp_n_vinculos,emp_n_contrapartes_unicas,emp_n_ganadores,emp_n_participantes,emp_riesgo_max,emp_riesgo_mean,emp_riesgo_std,emp_pct_alto_riesgo,emp_score_proxy_mean,emp_score_proxy_max,emp_ratio_ganador_mean,emp_ratio_participante_mean,emp_intensidad_red_mean,emp_efectividad_ganador_mean,emp_ratio_ganadores_vinculos,emp_ratio_participantes_vinculos
145484,1,1,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.09090909090909091,10.0,0.0,0.0,0.0
146037,1,1,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.1111111111111111,8.0,0.0,0.0,0.0
146038,1,1,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.1111111111111111,8.0,0.0,0.0,0.0
146140,1,2,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.16666666666666666,5.0,0.0,0.0,0.0
146172,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.11458333333333333,10.0,0.0,0.0,0.0
146965,1,2,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.16666666666666666,5.0,0.0,0.0,0.0
148627,3,3,0,0,0,3,1.6666666666666667,1.1547005383792517,0.3333333333333333,1.6666666666666667,3,0.0,0.18888888888888888,4.333333333333333,0.0,0.0,0.0
150346,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.16666666666666666,5.0,0.0,0.0,0.0
150370,3,6,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.1111111111111111,8.333333333333334,0.0,0.0,0.0
151347,5,10,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.16666666666666666,5.0,0.0,0.0,0.0
151408,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.13333333333333333,7.0,0.0,0.0,0.0
152012,2,3,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.15873015873015872,5.333333333333333,0.0,0.0,0.0
152016,2,3,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.10317460317460318,9.333333333333334,0.0,0.0,0.0
152191,3,5,0,0,0,3,2.6,0.8944271909999159,0.8,2.6,3,0.0,0.13,7.2,0.0,0.0,0.0
152911,3,6,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.13425925925925927,6.666666666666667,0.0,0.0,0.0
153456,3,6,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.14444444444444446,6.333333333333333,0.0,0.0,0.0
155990,2,2,0,0,0,1,1.0,0.0,0.0,1.0,1,0.0,0.2,4.0,0.0,0.0,0.0
156086,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.1,9.0,0.0,0.0,0.0
156608,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.13333333333333333,7.0,0.0,0.0,0.0
156609,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.1125,8.0,0.0,0.0,0.0
156611,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.16666666666666666,5.0,0.0,0.0,0.0
156612,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.16666666666666666,5.0,0.0,0.0,0.0
156613,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.1125,8.0,0.0,0.0,0.0
156614,1,2,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.16666666666666666,5.0,0.0,0.0,0.0
156615,1,2,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.125,7.0,0.0,0.0,0.0
156617,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.16666666666666666,5.0,0.0,0.0,0.0
156662,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.16666666666666666,5.0,0.0,0.0,0.0
157262,3,5,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.13333333333333333,6.6,0.0,0.0,0.0
157263,3,5,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.13333333333333333,6.6,0.0,0.0,0.0
157425,3,5,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.11538461538461538,8.8,0.0,0.0,0.0
