CODIGO_RUC,NOMBRE_EMPRESA_ROL,RUC_CONTRAPARTE,NOMBRE_CONTRAPARTE,rol_empresa,nombre_empresa_1a,n_obras_asociadas_1a,n_registros_1a,es_consorcio,flag_sancionadas_tce,flag_inhabilitadas_pj,flag_sancionadas_rnp,flag_inhabilitadas_rnp,flag_impedidas_rnp,nombre_empresa_2a,capacidad_maxima_contratacion,capacidad_libre_contratacion,estado_empresa,condicion_empresa,numero_sanciones_tce,numero_sanciones_rnp,flag_fecha_constitucion_alerta,flag_ley_selva_alerta,flag_accionistas_alerta,n_obras_representante,n_representantes_legales,representante_legal_principal,NOMBRE_EMPRESA,risk_score_proxy,y_riesgo_empresa_4niveles,n_vinculos_total,n_contrapartes_unicas,n_veces_ganador,n_veces_participante,ratio_ganador,ratio_participante,n_registros_hora_oferta,n_horas_oferta_distintas,hora_oferta_moda,target_disponible
10267161823,RODRIGUEZ PAJARES WILLIAM FREDY(*),10267161823,RODRIGUEZ PAJARES WILLIAM FREDY(*),ganador,RODRIGUEZ PAJARES WILLIAM FREDY(*),3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,RODRIGUEZ PAJARES WILLIAM FREDY(*),,0.0,ACTIVO,HABIDO,0.0,0.0,0.0,0.0,0.0,1.0,3.0,DUEÑAS BRAVO DAVID ROY,RODRIGUEZ PAJARES WILLIAM FREDY(*),0.0,0.0,28.0,16.0,17.0,11.0,0.6071428571428571,0.39285714285714285,1.0,1.0,9:00,1
10267226933,SUPERVISOR SAYTOCOHA,10267161823,RODRIGUEZ PAJARES WILLIAM FREDY(*),ganador,SUPERVISOR SAYTOCOHA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,SUPERVISOR SAYTOCOHA,,0.0,ACTIVO,HABIDO,0.0,0.0,0.0,0.0,0.0,,,,SUPERVISOR SAYTOCOHA,0.0,0.0,11.0,8.0,4.0,7.0,0.36363636363636365,0.6363636363636364,1.0,1.0,9:00,1
10434381288,SUPERVISOR SAYTOCOHA,10267161823,RODRIGUEZ PAJARES WILLIAM FREDY(*),ganador,SUPERVISOR SAYTOCOHA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,SUPERVISOR SAYTOCOHA,,0.0,ACTIVO,HABIDO,0.0,0.0,0.0,0.0,0.0,,,,SUPERVISOR SAYTOCOHA,0.0,0.0,7.0,4.0,4.0,3.0,0.5714285714285714,0.42857142857142855,1.0,1.0,9:00,1
10267161823,RODRIGUEZ PAJARES WILLIAM FREDY(*),10267226933,SUPERVISOR SAYTOCOHA,ganador,RODRIGUEZ PAJARES WILLIAM FREDY(*),3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,RODRIGUEZ PAJARES WILLIAM FREDY(*),,0.0,ACTIVO,HABIDO,0.0,0.0,0.0,0.0,0.0,1.0,3.0,DUEÑAS BRAVO DAVID ROY,RODRIGUEZ PAJARES WILLIAM FREDY(*),0.0,0.0,28.0,16.0,17.0,11.0,0.6071428571428571,0.39285714285714285,1.0,1.0,9:00,1
10267226933,SUPERVISOR SAYTOCOHA,10267226933,SUPERVISOR SAYTOCOHA,ganador,SUPERVISOR SAYTOCOHA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,SUPERVISOR SAYTOCOHA,,0.0,ACTIVO,HABIDO,0.0,0.0,0.0,0.0,0.0,,,,SUPERVISOR SAYTOCOHA,0.0,0.0,11.0,8.0,4.0,7.0,0.36363636363636365,0.6363636363636364,1.0,1.0,9:00,1
10434381288,SUPERVISOR SAYTOCOHA,10267226933,SUPERVISOR SAYTOCOHA,ganador,SUPERVISOR SAYTOCOHA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,SUPERVISOR SAYTOCOHA,,0.0,ACTIVO,HABIDO,0.0,0.0,0.0,0.0,0.0,,,,SUPERVISOR SAYTOCOHA,0.0,0.0,7.0,4.0,4.0,3.0,0.5714285714285714,0.42857142857142855,1.0,1.0,9:00,1
10267161823,RODRIGUEZ PAJARES WILLIAM FREDY(*),10434381288,SUPERVISOR SAYTOCOHA,ganador,RODRIGUEZ PAJARES WILLIAM FREDY(*),3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,RODRIGUEZ PAJARES WILLIAM FREDY(*),,0.0,ACTIVO,HABIDO,0.0,0.0,0.0,0.0,0.0,1.0,3.0,DUEÑAS BRAVO DAVID ROY,RODRIGUEZ PAJARES WILLIAM FREDY(*),0.0,0.0,28.0,16.0,17.0,11.0,0.6071428571428571,0.39285714285714285,1.0,1.0,9:00,1
10267226933,SUPERVISOR SAYTOCOHA,10434381288,SUPERVISOR SAYTOCOHA,ganador,SUPERVISOR SAYTOCOHA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,SUPERVISOR SAYTOCOHA,,0.0,ACTIVO,HABIDO,0.0,0.0,0.0,0.0,0.0,,,,SUPERVISOR SAYTOCOHA,0.0,0.0,11.0,8.0,4.0,7.0,0.36363636363636365,0.6363636363636364,1.0,1.0,9:00,1
10434381288,SUPERVISOR SAYTOCOHA,10434381288,SUPERVISOR SAYTOCOHA,ganador,SUPERVISOR SAYTOCOHA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,SUPERVISOR SAYTOCOHA,,0.0,ACTIVO,HABIDO,0.0,0.0,0.0,0.0,0.0,,,,SUPERVISOR SAYTOCOHA,0.0,0.0,7.0,4.0,4.0,3.0,0.5714285714285714,0.42857142857142855,1.0,1.0,9:00,1
20538025918,ASISTENCIA TECNICA Y JURIDICA CONSULTORES SL,20538025918,ASISTENCIA TECNICA Y JURIDICA CONSULTORES SL,ganador,ASISTENCIA TECNICA Y JURIDICA CONSULTORES SL,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,CONSORCIO CONSULTOR ATE,,0.0,ACTIVO,HABIDO,1.0,0.0,0.0,0.0,0.0,1.0,4.0,PACCHA HUAMANI PABLO ROBERTO,ASISTENCIA TECNICA Y JURIDICA CONSULTORES SL,5.0,3.0,20.0,15.0,8.0,12.0,0.4,0.6,1.0,1.0,8:00,1
