CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,IDENTIFICADOR_OBRA,PROCESO,OBJETO_PROCESO,CODIGO_OBRA,NOMBREOBRA,METODO_CONTRATACION,TIEMPO_ABSOLUCION_CONSULTAS,TIEMPO_PRESENTACION_OFERTAS
2002060,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2002060-2434-702592-2064311-19777,3,Consultoría de Obra,19777,Obra Carretera Puente Chino - Aguaytía; sectores dañados.,Concurso Público,0,0
2002210,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2002210-8880-869397-2169938-826,60,Consultoría de Obra,826,Rehabilitación y Mejoramiento de la Carretera Chamaya ¿ Jaen ¿ San Ignacio ¿ Río Canchis; Tramo Pericos ¿ San Ignacio (Inc. Vía de Evitamiento),Concurso Público,0,0
2002210,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2002210-8880-870112-2169901-826,60,Consultoría de Obra,826,Rehabilitación y Mejoramiento de la Carretera Chamaya ¿ Jaen ¿ San Ignacio ¿ Río Canchis; Tramo Pericos ¿ San Ignacio (Inc. Vía de Evitamiento),Concurso Público,0,0
2015918,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2015918-1249-721938-2074791-45660,24,Consultoría de Obra,45660,Proyecto de Integración Vial Tacna-La Paz; Tramo: Tacna-Collpa (Frontera con Bolivia); Sub Tramo Km 94+000 - Km 144+262.38,Concurso Público,0,0
2026767,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2026767-16256-709096-2067605-143536,14,Consultoría de Obra,143536,CONSTRUCCIÓN DE VARIANTE EN EL SECTOR TUTUMBARO Y REPARACIÓN DE NUEVOS SECTORES INESTABLES DE LA CARRETERA: QUINUA - SAN FRANCISCO; TRAMO 2,Concurso Público,0,0
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-682536-2050524-138320,39,Consultoría de Obra,138320,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PATAHUASI - YAURI - SICUANI; TRAMO: COLPAHUAYO - LANGUI,Concurso Público,0,0
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-686773-2058157-138320,6,Obra,138320,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PATAHUASI - YAURI - SICUANI; TRAMO: COLPAHUAYO - LANGUI,Licitación Pública,0,0
2029683,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2029683-3527-639021-2017003-43642,1,Obra,43642,MEJORAMIENTO DE LA CARRETERA CARHUAMAYO - PAUCARTAMBO - EL MILAGRO - LLAUPI - OXAPAMPA TRAMO II KM 37 MAS 00 AL KM 45 MAS 300,Licitación Pública,0,0
2029683,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2029683-3527-659859-2026271-43642,9,Consultoría de Obra,43642,MEJORAMIENTO DE LA CARRETERA CARHUAMAYO - PAUCARTAMBO - EL MILAGRO - LLAUPI - OXAPAMPA TRAMO II KM 37 MAS 00 AL KM 45 MAS 300,Adjudicación Simplificada,0,0
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-668776-2030828-124333,4,Consultoría de Obra,124333,AFIANZAMIENTO DEL RESERVORIO POECHOS - SECTOR HIDRAULICO CHIRA PIURA - II ETAPA,Adjudicación Simplificada,0,0
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-681388-2038499-124333,7,Consultoría de Obra,124333,AFIANZAMIENTO DEL RESERVORIO POECHOS - SECTOR HIDRAULICO CHIRA PIURA - II ETAPA,Adjudicación Simplificada,0,0
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-739392-2098568-77795,2,Consultoría de Obra,77795,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,Concurso Público,0,0
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-828169-2142140-77795,2,Obra,77795,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,Licitación Pública,0,0
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-834037-2149486-77795,5,Consultoría de Obra,77795,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,Concurso Público,0,0
2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055893-48520-491374-2130802-12346,4,Consultoría de Obra,12346,OBRA: CONSTRUCCION DE LA VIA COSTA VERDE - TRAMO CALLAO,Contratación Directa,0,0
2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055893-48520-680485-2044147-118093,37,Consultoría de Obra,118093,PROTECCIÓN DEL TALUD SUPERIOR DE LA COSTA VERDE TRAMO CALLAO Código Unificado 2055893,Adjudicación Simplificada,0,0
2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055893-48520-764309-2091884-118093,6,Obra,118093,PROTECCIÓN DEL TALUD SUPERIOR DE LA COSTA VERDE TRAMO CALLAO Código Unificado 2055893,Contratación Directa,0,0
2055915,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055915-51611-480274-2128869-1985,43,Consultoría de Obra,1985,MEJORAMIENTO DE LA CARRETERA AZANGARO - SAYTOCOCHA - SANDIA - SAN JUAN DEL ORO; TRAMO II: MUÑANI - SAYTOCOCHA,Adjudicación Simplificada,0,0
2058698,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2058698-10447-724030-2079272-146037,28,Consultoría de Obra,146037,Rehabilitación y Mejoramiento de la Carretera Chongoyape - Cochabamba - Cajamarca; Tramo Cochabamba - Chota - Tramo Hualgayoc - Dv; Yanacocha,Concurso Público,0,0
2058733,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2058733-3272-671673-2032849-127408,16,Consultoría de Obra,127408,CONSTRUCCION Y MEJORAMIENTO CARRETERA CAMANA - DV.QUILCA - MATARANI - ILO - TACNA,Concurso Público,0,0
2066003,INDUSTRIA; COMERCIO Y SERVICIOS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2066003-61210-621692-2000183-111277,1,Consultoría de Obra,111277,CONSTRUCCIÓN DEL PABELLÓN B3 - PAVIMENTACIÓN EN EL GRAN MERCADO MAYORISTA DE LIMA,Concurso Público,0,0
2066003,INDUSTRIA; COMERCIO Y SERVICIOS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2066003-61210-624590-2127532-111275,4,Consultoría de Obra,111275,CONSTRUCCIÓN DEL PABELLÓN B2 - PAVIMENTACIÓN EN EL GRAN MERCADO MAYORISTA DE LIMA,Concurso Público,0,0
2077939,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2077939-43531-811740-2121350-69425,1,Consultoría de Obra,69425,AMPLIACION DE LA PRESA ANCASCOCHA Y AFIANZAMIENTO DEL VALLE DE YAUCA (AYACUCHO Y AREQUIPA),Contratación Directa,0,0
2078482,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2078482-65891-770982-2103149-33681,7,Consultoría de Obra,33681,LOTE 1. PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES; CAMARAS DE BOMBEO; LINEAS DE IMPULSION Y DISPOSICION FINAL,Concurso Público,0,0
2080694,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2080694-77545-661992-2038656-134497,7,Obra,134497,MEJORAMIENTO INTEGRAL Y SUSTENTABLE DE LOS SERVICIOS DE TRANSPORTE PUBLICO EN LA CIUDAD DE AREQUIPA; CORRESPONDIENTE AL COMPONENTE N°1 ADECUADO MANTENIMIENTO Y MOBILIARIO URBANO; ACTIVIDAD N°3 INVOLUCRA LA CONSTRUCCIÓN DE PARADEROS,Licitación Pública,0,0
2080694,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2080694-77545-673882-2038678-134497,32,Consultoría de Obra,134497,MEJORAMIENTO INTEGRAL Y SUSTENTABLE DE LOS SERVICIOS DE TRANSPORTE PUBLICO EN LA CIUDAD DE AREQUIPA; CORRESPONDIENTE AL COMPONENTE N°1 ADECUADO MANTENIMIENTO Y MOBILIARIO URBANO; ACTIVIDAD N°3 INVOLUCRA LA CONSTRUCCIÓN DE PARADEROS,Adjudicación Simplificada,0,0
2084815,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2084815-74176-865826-2173901-174311,14,Obra,174311,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO Y FORTALECIMIENTO INSTITUCIONAL INTEGRAL DE LA EMAPA PASCO; PROVINCIA DE PASCO - PASCO; COMPONENTE II: COLECTOR PRIMARIO PATARCOCHA ,Licitación Pública,0,0
2084815,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2084815-74176-920686-2200980-174311,4,Consultoría de Obra,174311,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO Y FORTALECIMIENTO INSTITUCIONAL INTEGRAL DE LA EMAPA PASCO; PROVINCIA DE PASCO - PASCO; COMPONENTE II: COLECTOR PRIMARIO PATARCOCHA ,Adjudicación Simplificada,0,0
2090887,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2090887-3880-673389-2124894-115823,5,Consultoría de Obra,115823,DRENAJE PLUVIAL DE LA CIUDAD DE JULIACA  (EXPEDIENTE TÉCNICO DE SALDO DE OBRA),Concurso Público,0,0
2110320,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2110320-3373-711711-2074748-33358,19,Consultoría de Obra,33358,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA PUERTO BERMUDEZ - SAN ALEJANDRO; Tramo: Puerto Sungaro - Dv. San Alejandro,Concurso Público,0,0
2110581,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2110581-11432-699489-2067437-16513,4,Consultoría de Obra,16513,Carretera San Marcos Cajabamba- Sausacocha; Tramo: San Marcos - Cajabamba ,Concurso Público,0,0
2110581,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2110581-11432-724030-2079272-146038,28,Consultoría de Obra,146038,Mejoramiento de la Carretera San Marcos - Cajabamba - Sausacocha Tramo San Marcos Cajabamba,Concurso Público,0,0
2130855,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2130855-133630-573956-2018271-33900,3,Consultoría de Obra,33900,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DE LOS SERVICIOS DE SALUD DEL HOSPITAL REGIONAL HERMILIO VALDIZAN DE HUANUCO-NIVEL III-1,Concurso Público,0,0
2148795,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2148795-104575-661402-2029879-3165,2,Consultoría de Obra,3165,MEJORAMIENTO DE LA CARRETERA TA-109: TRAMO TICACO-CANDARAVE; TACNA,Concurso Público,0,0
2157301,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2157301-95555-621192-2012416-66057,1,Consultoría de Obra,66057,MEJORA DE LA CAPACIDAD RESOLUTIVA Y OPERATIVA DEL HOSPITAL ROMÁN EGOAVIL PANDO DEL DISTRITO DE VILLA RICA; PROVINCIA OXAPAMPA; REGION PASCO,Concurso Público,0,0
2158700,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2158700-108630-682794-2037439-106748,4,Obra,106748,Construccion de la Via de Evitamiento a la Ciudad de Abancay,Licitación Pública,0,0
2158700,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2158700-108630-695489-2042633-106748,1,Obra,106748,Construccion de la Via de Evitamiento a la Ciudad de Abancay,Regímen Especial,0,0
2161813,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2161813-216050-683419-2032335-138910,1,Obra,138910,BIOMEDICO MEJORADO - VIDENA,Convenio,0,0
2163489,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2163489-216434-835552-2147552-139063,14,Consultoría de Obra,139063,"OBRA ""RECUPERACIÓN DEL SERVICIO DE INSTRUCCIÓN BÁSICA DE VUELOS EN AERONAVES DE ALA FIJA DE LA FAP - GRUPO 51 EN LA BASE AÉREA FAP CAPITÁN ELÍAS OLIVERA - PISCO - ICA""",Concurso Público,0,0
2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2164051-184530-709234-2059440-31212,1,Consultoría de Obra,31212,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN,Contratación Directa,0,0
2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2164051-184530-845890-2152233-157425,41,Obra,157425,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN - SALDO DE OBRA,Adjudicación Simplificada,0,0
2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2164051-184530-864433-2164265-157425,58,Consultoría de Obra,157425,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN - SALDO DE OBRA,Adjudicación Simplificada,0,0
2166858,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2166858-10703-786923-2119129-61095,1,Consultoría de Obra,61095,CONTINUACION Y CULMINACION DEL PROYECTO DE IRRIGACION AMOJAO,Concurso Público,0,0
2173121,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2173121-103730-648018-2001228-130338,539,Consultoría de Obra,130338,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA PE-3N LONGITUDINAL DE LA SIERRA NORTE; TRAMO COCHABAMBA - CUTERVO - SANTO DOMINGO DE LA CAPILLA - CHIPLE,Regímen Especial,0,0
2173969,TRANSPORTE,ANCASH,GOBIERNO LOCAL,2173969-216587-646747-2037229-130180,1,Consultoría de Obra,130180,CREACION DE LA VIA DE CIRCUNVALACION DE LA CIUDAD DE CHIMBOTE;  PROVINCIA DEL SANTA; ANCASH; PRIMERA ETAPA CON CODIGO DE INVERSIONES N° 2173969,Concurso Público,0,0
2173969,TRANSPORTE,ANCASH,GOBIERNO LOCAL,2173969-216587-671381-2037263-130180,16,Consultoría de Obra,130180,CREACION DE LA VIA DE CIRCUNVALACION DE LA CIUDAD DE CHIMBOTE;  PROVINCIA DEL SANTA; ANCASH; PRIMERA ETAPA CON CODIGO DE INVERSIONES N° 2173969,Adjudicación Simplificada,0,0
2177209,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2177209-9615-654568-2006761-72873,126,Obra,72873,Mejoramiento de la Carretera Huánuco La Unión Huallanca; Ruta PE 3N; Tramo I km 0 000 al km 52 920; Tramo II: km 52 920 al km 102 819; y Tramo III: km 102 819 al km 150 421 ,Regímen Especial,0,0
2177209,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2177209-9615-656141-2008059-72873,100,Obra,72873,Mejoramiento de la Carretera Huánuco La Unión Huallanca; Ruta PE 3N; Tramo I km 0 000 al km 52 920; Tramo II: km 52 920 al km 102 819; y Tramo III: km 102 819 al km 150 421 ,Regímen Especial,0,0
2178454,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2178454-249565-665294-2038104-21740,61,Consultoría de Obra,21740,MEJORAMIENTO DE LA CARRETERA VARIANTE DE UCHUMAYO; ENTRE EL PUENTE  SAN ISIDRO Y LA VIA DE EVITAMIENTO; DISTRITOS SACHACA; YANAHUARA Y CERRO COLORADO; PROVINCIA DE AREQUIPA-REGION AREQUIPA,Adjudicación Simplificada,0,0
2183907,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2183907-268462-765220-2111244-152191,1,Consultoría de Obra,152191,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL QUILLABAMBA DISTRITO DE SANTA ANA; PROVINCIA DE LA CONVENCION Y DEPARTAMENTO DE CUSCO - SALDO DE OBRA PRINCIPAL ,Concurso Público,0,0
2183907,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2183907-268462-774107-2106156-152191,2,Obra,152191,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL QUILLABAMBA DISTRITO DE SANTA ANA; PROVINCIA DE LA CONVENCION Y DEPARTAMENTO DE CUSCO - SALDO DE OBRA PRINCIPAL ,Licitación Pública,0,0
2186942,COMUNICACIONES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2186942-276849-656386-2014296-52010,5,Consultoría de Obra,52010,INSTALACION DEL SERVICIO DE READAPTACION SOCIAL EN EL NUEVO ESTABLECIMIENTO PENITENCIARIO DE ICA; DISTRITO DE SANTIAGO; PROVINCIA DE ICA; DEPARTAMENTO DE ICA.,Contratación Directa,0,0
2188537,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2188537-274830-920010-2201544-43380,2,Consultoría de Obra,43380,AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DEL ASTILLERO DE ARSENAL NAVAL DE LA MARINA DE GUERRA DEL PERU EN LA BASE NAVAL DEL CALLAO,Adjudicación Simplificada,0,0
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2190272-259262-700080-2045963-139381,2,Obra,139381,Construcción de Movimiento de Tierras en mejoramiento y ampliación del servicio Aeroportuario en la región Cusco mediante el nuevo Aeropuerto Internacional de Chinchero Cusco,Convenio,0,0
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2190272-259262-743511-2076594-150370,3,Obra,150370,"CONSTRUCCION DE LA OBRA PRINCIPAL DEL PROYECTO ""MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO AEROPOTUARIO EN LA REGION CUSCO MEDIANTE EL NUEVO AEROPUERTO INTERNACIONAL DE CHINCHERO CUSCO AICC",Convenio,0,0
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-727561-2082955-144910,3,Obra,144910,MEJORAMIENTO DE LA CARRETERA PUCAPAMPA-CCASAPATA-CHUÑUNAPAMPA-TINQUERCCASA-PADRE RUMI-PAUCARA,Licitación Pública,0,0
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-732793-2082796-144910,4,Consultoría de Obra,144910,MEJORAMIENTO DE LA CARRETERA PUCAPAMPA-CCASAPATA-CHUÑUNAPAMPA-TINQUERCCASA-PADRE RUMI-PAUCARA,Concurso Público,0,0
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-592326-2069595-119151,15,Consultoría de Obra,119151,MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN EL CASERIO DE SAN MARTIN Y ANEXO MOLINO; CHARAMPAMPA; PASHUL Y PACA UP 57A,Adjudicación Simplificada,0,0
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-663558-2028340-133488,9,Consultoría de Obra,133488,CONTRATACIÓN DEL SERVICIO DE CONSULTORIA DE OBRA PARA ELABORACION DE TRES EXPEDIENTES TECNICOS DE LAS U.P. 59 CASERIO PASHUL ALTO; UP  87A  ANEXO PAJONAL Y CHUSPIRCA DE LIMON DE PORCUYA; UP  28 ANEXO PAMPA GRANDE DEL CASERIO LA TIZA    PROYECTO HUARMACA ,Adjudicación Simplificada,0,0
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-679386-2040081-133488,11,Consultoría de Obra,133488,CONTRATACIÓN DEL SERVICIO DE CONSULTORIA DE OBRA PARA ELABORACION DE TRES EXPEDIENTES TECNICOS DE LAS U.P. 59 CASERIO PASHUL ALTO; UP  87A  ANEXO PAJONAL Y CHUSPIRCA DE LIMON DE PORCUYA; UP  28 ANEXO PAMPA GRANDE DEL CASERIO LA TIZA    PROYECTO HUARMACA ,Adjudicación Simplificada,0,0
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-691232-2052839-108912,2,Consultoría de Obra,108912,INSTALACION; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERIOS; DISTRITO DE HUARMACA - HUANCABAMBA - PIURA : UP 034 PALO BLANCO,Concurso Público,0,0
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-705548-2065036-108912,2,Obra,108912,INSTALACION; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERIOS; DISTRITO DE HUARMACA - HUANCABAMBA - PIURA : UP 034 PALO BLANCO,Adjudicación Simplificada,0,0
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-707016-2061614-108916,2,Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Licitación Pública,0,0
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-708529-2062106-108914,3,Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Adjudicación Simplificada,0,0
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-735026-2078047-108917,7,Consultoría de Obra,108917,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 101 SAN ISIDRO,Adjudicación Simplificada,0,0
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-843214-2161653-108917,5,Obra,108917,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 101 SAN ISIDRO,Licitación Pública,0,0
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-878659-2170813-108917,7,Consultoría de Obra,108917,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 101 SAN ISIDRO,Concurso Público,0,0
2193411,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2193411-205868-739874-2096798-121881,4,Obra,121881,MEJORAMIENTO DE LA CARRETERA HUANCAVELICA - YAULI - PUCAPAMPA (RUTA HV - 112),Licitación Pública,0,0
2193411,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2193411-205868-770422-2110390-121881,107,Consultoría de Obra,121881,MEJORAMIENTO DE LA CARRETERA HUANCAVELICA - YAULI - PUCAPAMPA (RUTA HV - 112),Adjudicación Simplificada,0,0
2193999,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2193999-202849-850228-2150802-64289,1,Obra,64289,ELABORACION EXPEDIENTE TECNICO Y CONSTRUCCION NUEVA BASE AERONAVAL DEL CALLAO,Contratación Directa,0,0
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2194709-231989-645029-2000154-59304,52,Consultoría de Obra,59304,Mejoramiento de la Carretera Viscachani; Callalli; Sibayo; Caylloma; Provincia de Caylloma; Región Arequipa SNIP 231989,Contratación Directa,0,0
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2194709-231989-669343-2022593-84300,91,Consultoría de Obra,84300,MEJORAMIENTO DE LA CARRETERA VISCACHANI - CALLALI - SIBAYO - CAYLLOMA; PROVINCIA CAYLLOMA; REGIÓN AREQUIPA - SEGUNDA ETAPA TRAMO 01 KM. 0000 - KM. 0360) TRAMO 02 KM. 74.500 - KM. 98.500 ,Contratación Directa,0,0
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2194709-231989-709352-2073447-141104,1,Obra,141104,EJECUCION DE SALDO DE OBRA PARA EL MEJORAMIENTO DE LA CARRETERA VISCACHANI;CALLALLI SIBAYO CAYLLOMA;PROVINCIA DE CAYLLOMA;REGION AREQUIPA II ETAPA;TRAMO 01: KM 0;000 ;KM 11;000 ;KM 12;000 ; KM 22;000. KM 23;000 36;920 Y RAMAL 02 KM 0;000; KM 0;360  TRAMO 02 : KM 84;000 ;KM 98;500 ,Licitación Pública,0,0
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2194709-231989-739211-2108440-141104,5,Consultoría de Obra,141104,EJECUCION DE SALDO DE OBRA PARA EL MEJORAMIENTO DE LA CARRETERA VISCACHANI;CALLALLI SIBAYO CAYLLOMA;PROVINCIA DE CAYLLOMA;REGION AREQUIPA II ETAPA;TRAMO 01: KM 0;000 ;KM 11;000 ;KM 12;000 ; KM 22;000. KM 23;000 36;920 Y RAMAL 02 KM 0;000; KM 0;360  TRAMO 02 : KM 84;000 ;KM 98;500 ,Concurso Público,0,0
2194993,ADMINISTRACION Y PLANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2194993-255906-747262-2084411-134953,1,Obra,134953,Acondicionamiento de infraestructura de las áreas de trabajo de la Estación Experimental Agraria Chincha,Adjudicación Simplificada,0,0
2194993,ADMINISTRACION Y PLANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2194993-255906-811767-2128027-134953,1,Obra,134953,Acondicionamiento de infraestructura de las áreas de trabajo de la Estación Experimental Agraria Chincha,Adjudicación Simplificada,0,0
2195373,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2195373-290489-650901-2060462-33536,8,Consultoría de Obra,33536,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO,Concurso Público,0,0
