CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,IDENTIFICADOR_OBRA,ANHO,MES,Planificado,Real,IND_Intervension,IND_Residente,IND_Monto_Adelanto_Materiales,IND_Monto_Adelanto_Directo,IND_Fecha_Adelanto_Materiales,IND_Fecha_Adelanto_Directo
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-734917-2079058-141092,NULL,NULL,0,0,NORMAL,ALERTA,NORMAL,ALERTA,NORMAL,NORMAL
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-719906-2084816-141092,NULL,NULL,0,0,NORMAL,ALERTA,NORMAL,ALERTA,NORMAL,NORMAL
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-709977-2084826-141093,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-696594-2067901-141093,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-697157-2067916-141094,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2194709-231989-709352-2073447-141104,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2194709-231989-739211-2108440-141104,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-712351-2058738-141153,2023,1,0.89,0.46,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-724083-2063590-141153,2023,1,0.89,0.46,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-731572-2069043-141153,2023,1,0.89,0.46,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-731693-2069052-141153,2023,1,0.89,0.46,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-734864-2071276-141153,2023,1,0.89,0.46,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-861304-2156132-141153,2023,1,0.89,0.46,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-712351-2058738-141153,2023,4,0.88,0.49,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-724083-2063590-141153,2023,4,0.88,0.49,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-731572-2069043-141153,2023,4,0.88,0.49,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-731693-2069052-141153,2023,4,0.88,0.49,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-734864-2071276-141153,2023,4,0.88,0.49,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-861304-2156132-141153,2023,4,0.88,0.49,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2511978,SALUD,ANCASH,GOBIERNO NACIONAL,2511978-2511978-715875-2057224-141280,2023,3,1,0.57,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2511978,SALUD,ANCASH,GOBIERNO NACIONAL,2511978-2511978-715875-2057224-141280,2023,6,1,0.61,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2511978,SALUD,ANCASH,GOBIERNO NACIONAL,2511978-2511978-715875-2057224-141280,2023,4,1,0.58,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2511978,SALUD,ANCASH,GOBIERNO NACIONAL,2511978-2511978-715875-2057224-141280,2023,5,1,0.6,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2511978,SALUD,ANCASH,GOBIERNO NACIONAL,2511978-2511978-715875-2057224-141280,2023,1,1,0.52,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2511978,SALUD,ANCASH,GOBIERNO NACIONAL,2511978-2511978-715875-2057224-141280,2023,7,1,0.62,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2511978,SALUD,ANCASH,GOBIERNO NACIONAL,2511978-2511978-715875-2057224-141280,2023,2,1,0.55,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2362485,SALUD,ANCASH,GOBIERNO REGIONAL,2362485-2362485-715882-2057437-141282,2023,3,1,0.49,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2362485,SALUD,ANCASH,GOBIERNO REGIONAL,2362485-2362485-715882-2057437-141282,2023,5,1,0.53,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2362485,SALUD,ANCASH,GOBIERNO REGIONAL,2362485-2362485-715882-2057437-141282,2023,2,1,0.47,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2362485,SALUD,ANCASH,GOBIERNO REGIONAL,2362485-2362485-715882-2057437-141282,2023,6,1,0.54,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2362485,SALUD,ANCASH,GOBIERNO REGIONAL,2362485-2362485-715882-2057437-141282,2023,1,1,0.5,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2362485,SALUD,ANCASH,GOBIERNO REGIONAL,2362485-2362485-715882-2057437-141282,2023,4,1,0.51,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2362485,SALUD,ANCASH,GOBIERNO REGIONAL,2362485-2362485-715882-2057437-141282,2023,7,1,0.55,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2496772,ORDEN PÚBLICO Y SEGURIDAD,TUMBES,GOBIERNO NACIONAL,2496772-2496772-701979-2046977-141923,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2499886,ORDEN PÚBLICO Y SEGURIDAD,LIMA,GOBIERNO NACIONAL,2499886-2499886-701912-2046940-141926,NULL,NULL,0,0,NORMAL,ALERTA,NORMAL,NORMAL,NORMAL,NORMAL
2498739,ORDEN PÚBLICO Y SEGURIDAD,LIMA,GOBIERNO NACIONAL,2498739-2498739-701912-2046940-141927,NULL,NULL,0,0,NORMAL,ALERTA,NORMAL,NORMAL,NORMAL,NORMAL
2510582,TRANSPORTE,PIURA,GOBIERNO REGIONAL,2510582-2510582-794558-2121907-142752,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2510582,TRANSPORTE,PIURA,GOBIERNO REGIONAL,2510582-2510582-795515-2115293-142752,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2234988,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2234988-86897-716584-2058471-142784,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2495613,TRANSPORTE,CALLAO,GOBIERNO NACIONAL,2495613-2495613-704327-2069511-142811,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2446345,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO REGIONAL,2446345-2446345-705281-2049567-142821,2023,3,0.92,0.54,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2446345,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO REGIONAL,2446345-2446345-705281-2049567-142821,2023,2,0.8,0.49,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2446345,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO REGIONAL,2446345-2446345-705281-2049567-142821,2023,5,1,0.55,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2446345,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO REGIONAL,2446345-2446345-705281-2049567-142821,2023,1,0.68,0.47,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2446345,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO REGIONAL,2446345-2446345-705281-2049567-142821,2023,7,1,0.74,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2446345,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO REGIONAL,2446345-2446345-705281-2049567-142821,2023,6,1,0.65,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2446345,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO REGIONAL,2446345-2446345-705281-2049567-142821,2023,4,1,0.55,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2503297,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO REGIONAL,2503297-2503297-705281-2049567-142822,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2512108,EDUCACIÓN,AREQUIPA,GOBIERNO LOCAL,2512108-2512108-719115-2070204-142870,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2026767,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2026767-16256-709096-2067605-143536,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-715859-2072330-144011,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2234982,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2234982-108598-741570-2098048-144235,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-729473-2087592-144271,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2253121,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2253121-301371-724591-2082967-144325,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2266239,TRANSPORTE,TUMBES,GOBIERNO NACIONAL,2266239-22422-713490-2069085-144334,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2501395,ORDEN PÚBLICO Y SEGURIDAD,ANCASH,GOBIERNO NACIONAL,2501395-2501395-715869-2057425-144752,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2501291,ORDEN PÚBLICO Y SEGURIDAD,ANCASH,GOBIERNO NACIONAL,2501291-2501291-715869-2057425-144753,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-727561-2082955-144910,2023,5,0.36,0.37,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-732793-2082796-144910,2023,5,0.36,0.37,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-727561-2082955-144910,2023,2,0.36,0.35,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-732793-2082796-144910,2023,2,0.36,0.35,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-727561-2082955-144910,2023,3,0.36,0.35,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-732793-2082796-144910,2023,3,0.36,0.35,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-727561-2082955-144910,2023,1,0.36,0.35,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-732793-2082796-144910,2023,1,0.36,0.35,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-727561-2082955-144910,2023,6,0.36,0.37,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-732793-2082796-144910,2023,6,0.36,0.37,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-727561-2082955-144910,2023,4,0.36,0.37,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-732793-2082796-144910,2023,4,0.36,0.37,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-727561-2082955-144910,2023,7,0.36,0.37,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2192219-176879-732793-2082796-144910,2023,7,0.36,0.37,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2508148,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO REGIONAL,2508148-2508148-718827-2059561-145003,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2499818,ORDEN PÚBLICO Y SEGURIDAD,ANCASH,GOBIERNO NACIONAL,2499818-2499818-719600-2060109-145004,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2501802,ORDEN PÚBLICO Y SEGURIDAD,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2501802-2501802-719510-2060104-145481,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2501657,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO NACIONAL,2501657-2501657-719510-2060104-145483,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2501721,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO NACIONAL,2501721-2501721-719510-2060104-145484,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2058698,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2058698-10447-724030-2079272-146037,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2110581,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2110581-11432-724030-2079272-146038,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2338279,TRANSPORTE,CAJAMARCA,GOBIERNO NACIONAL,2338279-377183-724906-2077174-146140,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2327694,TRANSPORTE,SAN MARTIN,GOBIERNO NACIONAL,2327694-364106-725234-2079257-146172,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-727368-2122016-146965,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2502822,TRANSPORTE,CUSCO,GOBIERNO REGIONAL,2502822-2502822-749611-2090784-148627,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2502822,TRANSPORTE,CUSCO,GOBIERNO REGIONAL,2502822-2502822-782486-2112848-148627,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2329618,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2329618-365930-776041-2105638-150346,2023,2,0.27,0.27,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2329618,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2329618-365930-776041-2105638-150346,2023,1,0.27,0.27,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2329618,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2329618-365930-776041-2105638-150346,2023,6,0.29,0.32,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2329618,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2329618-365930-776041-2105638-150346,2023,8,0.55,0.38,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2329618,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2329618-365930-776041-2105638-150346,2023,5,0.4,0.28,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2329618,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2329618-365930-776041-2105638-150346,2023,4,0.27,0.27,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2329618,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2329618-365930-776041-2105638-150346,2023,7,0.4,0.34,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2329618,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2329618-365930-776041-2105638-150346,2023,3,0.27,0.27,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2190272-259262-743511-2076594-150370,2023,5,0.21,0.06,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2190272-259262-743511-2076594-150370,2023,6,0.23,0.07,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2190272-259262-743511-2076594-150370,2023,3,0.17,0.05,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2190272-259262-743511-2076594-150370,2023,1,0.15,0.03,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2190272-259262-743511-2076594-150370,2023,8,0.23,0.07,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2190272-259262-743511-2076594-150370,2023,7,0.25,0.07,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2190272-259262-743511-2076594-150370,2023,4,0.19,0.05,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2530648,ENERGÍA,LORETO,GOBIERNO NACIONAL,2530648-2530648-798195-2131672-151347,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2530648,ENERGÍA,LORETO,GOBIERNO NACIONAL,2530648-2530648-873095-2175081-151347,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2337745,TRANSPORTE,AREQUIPA,GOBIERNO REGIONAL,2337745-376679-811539-2144452-151408,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2502679,SALUD,CAJAMARCA,GOBIERNO NACIONAL,2502679-2502679-750568-2089687-152012,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2502679,SALUD,CAJAMARCA,GOBIERNO NACIONAL,2502679-2502679-767031-2107161-152012,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2428356,SALUD,CAJAMARCA,GOBIERNO REGIONAL,2428356-2428356-763890-2091852-152016,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2428356,SALUD,CAJAMARCA,GOBIERNO REGIONAL,2428356-2428356-767107-2099542-152016,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2183907,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2183907-268462-765220-2111244-152191,2023,3,0.46,0.1,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL,NORMAL
2183907,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2183907-268462-774107-2106156-152191,2023,3,0.46,0.1,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2183907,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2183907-268462-765220-2111244-152191,2023,4,0.55,0.1,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL,NORMAL
2183907,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2183907-268462-774107-2106156-152191,2023,4,0.55,0.1,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2183907,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2183907-268462-765220-2111244-152191,2023,2,0.36,0.08,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL,NORMAL
2183907,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2183907-268462-774107-2106156-152191,2023,2,0.36,0.08,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2412703,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LIMA,GOBIERNO NACIONAL,2412703-2412703-777241-2164311-152911,2023,5,0.06,0.08,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL
2412703,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LIMA,GOBIERNO NACIONAL,2412703-2412703-826086-2184736-152911,2023,5,0.06,0.08,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2412703,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LIMA,GOBIERNO NACIONAL,2412703-2412703-777241-2164311-152911,2023,8,0.51,0.34,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL
2412703,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LIMA,GOBIERNO NACIONAL,2412703-2412703-826086-2184736-152911,2023,8,0.51,0.34,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2412703,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LIMA,GOBIERNO NACIONAL,2412703-2412703-777241-2164311-152911,2023,6,0.18,0.16,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL
2412703,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LIMA,GOBIERNO NACIONAL,2412703-2412703-826086-2184736-152911,2023,6,0.18,0.16,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2412703,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LIMA,GOBIERNO NACIONAL,2412703-2412703-777241-2164311-152911,2023,7,0.31,0.22,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL
2412703,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LIMA,GOBIERNO NACIONAL,2412703-2412703-826086-2184736-152911,2023,7,0.31,0.22,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2473375,TRANSPORTE,CALLAO,GOBIERNO NACIONAL,2473375-2473375-769507-2097720-153456,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2403503,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,2403503-167501-771812-2107949-155990,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2329618,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2329618-365930-788990-2124348-156086,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-775383-2139382-156608,2023,5,0.77,0.58,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-811201-2132272-156608,2023,5,0.77,0.58,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-775383-2139382-156608,2023,1,0.28,0.38,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-811201-2132272-156608,2023,1,0.28,0.38,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-775383-2139382-156608,2023,2,0.39,0.45,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL
