CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,IDENTIFICADOR_OBRA,ANHO,MES,Planificado,Real,IND_Intervension,IND_Residente,IND_Monto_Adelanto_Materiales,IND_Monto_Adelanto_Directo,IND_Fecha_Adelanto_Materiales,IND_Fecha_Adelanto_Directo
2340083,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2340083-378895-640980-2006405-115016,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2387810,SANEAMIENTO,ANCASH,GOBIERNO NACIONAL,2387810-2387810-582351-2173525-115304,2023,1,1,0.64,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2387810,SANEAMIENTO,ANCASH,GOBIERNO NACIONAL,2387810-2387810-582351-2173525-115304,2023,7,1,0.9,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2387810,SANEAMIENTO,ANCASH,GOBIERNO NACIONAL,2387810-2387810-582351-2173525-115304,2023,4,1,0.82,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2387810,SANEAMIENTO,ANCASH,GOBIERNO NACIONAL,2387810-2387810-582351-2173525-115304,2023,3,1,0.72,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2387810,SANEAMIENTO,ANCASH,GOBIERNO NACIONAL,2387810-2387810-582351-2173525-115304,2023,4,1,0.8,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2387810,SANEAMIENTO,ANCASH,GOBIERNO NACIONAL,2387810-2387810-582351-2173525-115304,2023,2,1,0.68,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2387810,SANEAMIENTO,ANCASH,GOBIERNO NACIONAL,2387810-2387810-582351-2173525-115304,2023,8,1,0.93,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2387810,SANEAMIENTO,ANCASH,GOBIERNO NACIONAL,2387810-2387810-582351-2173525-115304,2023,5,1,0.84,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2387810,SANEAMIENTO,ANCASH,GOBIERNO NACIONAL,2387810-2387810-582351-2173525-115304,2023,6,1,0.87,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2090887,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2090887-3880-673389-2124894-115823,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2454755,TRANSPORTE,SAN MARTIN,GOBIERNO LOCAL,2454755-2454755-621993-2003957-116356,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2454755,TRANSPORTE,SAN MARTIN,GOBIERNO LOCAL,2454755-2454755-837834-2161318-116356,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055893-48520-680485-2044147-118093,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,ALERTA
2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055893-48520-764309-2091884-118093,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,ALERTA
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-592326-2069595-119151,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2326592,AGROPECUARIA,HUANCAVELICA,GOBIERNO REGIONAL,2326592-363114-633184-2007815-119167,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2414831,AGROPECUARIA,HUANCAVELICA,GOBIERNO REGIONAL,2414831-2414831-632129-2007833-119177,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2193411,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2193411-205868-739874-2096798-121881,2023,7,0.04,0.06,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2193411,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2193411-205868-770422-2110390-121881,2023,7,0.04,0.06,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL,NORMAL
2193411,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2193411-205868-739874-2096798-121881,2023,1,0.01,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2193411,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2193411-205868-770422-2110390-121881,2023,1,0.01,0,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL,NORMAL
2331034,SALUD,LA LIBERTAD,GOBIERNO NACIONAL,2331034-369573-619988-2006266-122362,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055893-48520-491374-2130802-12346,NULL,NULL,0,0,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL,NORMAL
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-668776-2030828-124333,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-681388-2038499-124333,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2386120,TRANSPORTE,AYACUCHO,GOBIERNO REGIONAL,2386120-2386120-636909-2009130-126276,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2386120,TRANSPORTE,AYACUCHO,GOBIERNO REGIONAL,2386120-2386120-853767-2163761-126276,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2386120,TRANSPORTE,AYACUCHO,GOBIERNO REGIONAL,2386120-2386120-842485-2163769-126277,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2386120,TRANSPORTE,AYACUCHO,GOBIERNO REGIONAL,2386120-2386120-631171-2009100-126277,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2393340,TRANSPORTE,CUSCO,GOBIERNO REGIONAL,2393340-2393340-631196-2007473-126280,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2393340,TRANSPORTE,CUSCO,GOBIERNO REGIONAL,2393340-2393340-657616-2023296-126280,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2058733,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2058733-3272-671673-2032849-127408,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2451550,TRANSPORTE,HUANCAVELICA,GOBIERNO NACIONAL,2451550-2451550-702502-2059380-127427,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2300355,TRANSPORTE,PUNO,GOBIERNO NACIONAL,2300355-336084-636997-2017813-127558,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2300355,TRANSPORTE,PUNO,GOBIERNO NACIONAL,2300355-336084-748047-2089989-127558,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2392977,TRANSPORTE,MOQUEGUA,GOBIERNO NACIONAL,2392977-2392977-638751-2043011-127708,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2337718,TRANSPORTE,CUSCO,GOBIERNO NACIONAL,2337718-376654-641973-2022745-128472,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2428087,SANEAMIENTO,TACNA,GOBIERNO NACIONAL,2428087-2428087-643231-2018416-129252,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2428087,SANEAMIENTO,TACNA,GOBIERNO NACIONAL,2428087-2428087-680915-2032854-129252,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-643287-2025634-129257,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-644176-2047150-129392,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,ALERTA
2487020,AGROPECUARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2487020-2487020-702640-2062038-129393,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2487020,AGROPECUARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2487020-2487020-707056-2061035-129393,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-649549-2013506-129613,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-645876-2010352-129614,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2173969,TRANSPORTE,ANCASH,GOBIERNO LOCAL,2173969-216587-646747-2037229-130180,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2173969,TRANSPORTE,ANCASH,GOBIERNO LOCAL,2173969-216587-671381-2037263-130180,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2173121,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2173121-103730-648018-2001228-130338,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-649683-2019501-130452,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-656768-2020868-130759,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-653403-2015192-130759,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233842,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233842-92806-664959-2016133-130764,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233842,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233842-92806-667999-2017167-130764,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2493096,TRANSPORTE,ANCASH,GOBIERNO LOCAL,2493096-2493096-652517-2033185-130851,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-652455-2015002-130909,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-654896-2016762-131498,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-654909-2017911-131543,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-655293-2022588-131543,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2471736,AGROPECUARIA,SAN MARTIN,GOBIERNO LOCAL,2471736-2471736-655576-2020834-131605,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-655983-2017334-132111,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2472603,TRANSPORTE,PIURA,GOBIERNO NACIONAL,2472603-2472603-656014-2036906-132120,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-663558-2028340-133488,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-679386-2040081-133488,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-674801-2036277-133753,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-674870-2036286-133755,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-674853-2036314-133756,2023,1,1,0.89,NORMAL,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL
2393366,TRANSPORTE,ICA,GOBIERNO NACIONAL,2393366-2393366-660818-2039877-133911,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2080694,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2080694-77545-661992-2038656-134497,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2080694,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2080694-77545-673882-2038678-134497,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2194993,ADMINISTRACION Y PLANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2194993-255906-747262-2084411-134953,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2194993,ADMINISTRACION Y PLANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2194993-255906-811767-2128027-134953,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2357438,ORDEN PÚBLICO Y SEGURIDAD,PUNO,GOBIERNO REGIONAL,2357438-2357438-666873-2038448-135093,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2357438,ORDEN PÚBLICO Y SEGURIDAD,PUNO,GOBIERNO REGIONAL,2357438-2357438-708379-2067721-135093,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2282760,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2282760-172973-696209-2059355-135454,2023,1,0.28,0.25,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2282760,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2282760-172973-696209-2059355-135454,2023,7,0.41,0.33,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2282760,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2282760-172973-696209-2059355-135454,2023,3,0.28,0.27,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2282760,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2282760-172973-696209-2059355-135454,2023,4,0.34,0.29,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2282760,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2282760-172973-696209-2059355-135454,2023,5,0.39,0.3,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2282760,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2282760-172973-696209-2059355-135454,2023,6,0.39,0.3,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2282760,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2282760-172973-696209-2059355-135454,2023,2,0.3,0.25,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-656598-2033398-137209,NULL,NULL,0,0,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-672349-2029810-137209,NULL,NULL,0,0,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL,NORMAL
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-682914-2038742-137213,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-682536-2050524-138320,2023,6,1,0.64,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-686773-2058157-138320,2023,6,1,0.64,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-682536-2050524-138320,2023,7,1,0.68,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-686773-2058157-138320,2023,7,1,0.68,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-682536-2050524-138320,2023,2,1,0.5,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-686773-2058157-138320,2023,2,1,0.5,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-682536-2050524-138320,2023,4,1,0.52,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-686773-2058157-138320,2023,4,1,0.52,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-682536-2050524-138320,2023,1,1,0.43,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-686773-2058157-138320,2023,1,1,0.43,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-682536-2050524-138320,2023,3,1,0.51,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-686773-2058157-138320,2023,3,1,0.51,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-682536-2050524-138320,2023,5,1,0.54,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-686773-2058157-138320,2023,5,1,0.54,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2161813,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2161813-216050-683419-2032335-138910,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2470680,TRANSPORTE,PIURA,GOBIERNO NACIONAL,2470680-2470680-693030-2055637-138923,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2494306,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,2494306-2494306-686122-2046729-138963,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2300016,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2300016-314709-739838-2085159-138996,2023,4,0.37,0.18,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2300016,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2300016-314709-739838-2085159-138996,2023,6,0.65,0.23,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2300016,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2300016-314709-739838-2085159-138996,2023,3,0.37,0.18,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2300016,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2300016-314709-739838-2085159-138996,2023,1,0.37,0.18,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2300016,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2300016-314709-739838-2085159-138996,2023,5,0.6,0.19,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2300016,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2300016-314709-739838-2085159-138996,2023,2,0.37,0.18,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2300016,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2300016-314709-739838-2085159-138996,2023,7,0.49,0.26,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2284956,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2284956-303267-727717-2096706-138999,2023,1,0.16,0.21,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2284956,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2284956-303267-727717-2096706-138999,2023,7,0.37,0.31,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2284956,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2284956-303267-727717-2096706-138999,2023,2,0.19,0.23,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2284956,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2284956-303267-727717-2096706-138999,2023,6,0.34,0.29,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2284956,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2284956-303267-727717-2096706-138999,2023,3,0.03,0.01,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2284956,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2284956-303267-727717-2096706-138999,2023,4,0.25,0.25,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2284956,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2284956-303267-727717-2096706-138999,2023,5,0.29,0.28,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2395022,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,2395022-2395022-683269-2037468-139004,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2163489,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2163489-216434-835552-2147552-139063,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2190272-259262-700080-2045963-139381,2023,1,0.93,0.92,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2190272-259262-700080-2045963-139381,2023,3,0.94,0.93,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2190272-259262-700080-2045963-139381,2023,2,0.93,0.92,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2190272-259262-700080-2045963-139381,2023,4,0.95,0.94,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2190272-259262-700080-2045963-139381,2023,5,0.97,0.95,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2328039,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2328039-308669-726853-2070457-140616,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2328039,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2328039-308669-733820-2070458-140616,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2328039,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2328039-308669-733857-2070460-140616,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2378135,PESCA,PIURA,GOBIERNO REGIONAL,2378135-2378135-725280-2075413-140660,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2378135,PESCA,PIURA,GOBIERNO REGIONAL,2378135-2378135-744606-2081915-140660,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-696238-2067909-141090,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-709979-2084829-141090,NULL,NULL,0,0,NORMAL,NORMAL,NORMAL,ALERTA,NORMAL,NORMAL
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-696364-2068147-141091,NULL,NULL,0,0,NORMAL,ALERTA,NORMAL,NORMAL,NORMAL,NORMAL
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-719936-2084804-141091,NULL,NULL,0,0,NORMAL,ALERTA,NORMAL,NORMAL,NORMAL,NORMAL
