CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,IDENTIFICADOR_OBRA,PROCESO,OBJETO_PROCESO,CODIGO_OBRA,NOMBREOBRA,METODO_CONTRATACION,TIEMPO_ABSOLUCION_CONSULTAS,TIEMPO_PRESENTACION_OFERTAS,CODIGO_RUC_GANADOR,RAZON_SOCIAL,CONVOCATORIA_PROCESO_GANADO,TotalProcesosParticipantes,CODIGO_CONTRATO,NUMERO_CONTRATO,CODIGO_RUC_PARTICIPANTE,NOMBRE_PARTICIPANTE
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,20487876578,A & R CONSULTORES GENERALES SOCIEDAD ANONIMA CERRADA,698718,255,2061957,28-2021,20527236801,A & R CONSULTORES GENERALES SOCIEDAD ANONIMA CERRADA
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,10166135899,CONSTRUCCIONES DE INGENIERIA CIVIL Y ELECTROMECANICA EN GENERAL SAC(*),698718,99,2061957,28-2021,20539222288,CONSTRUCCIONES DE INGENIERIA CIVIL Y ELECTROMECANICA EN GENERAL SAC(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,10266263649,CONSTRUCCIONES DE INGENIERIA CIVIL Y ELECTROMECANICA EN GENERAL SAC(*),698718,55,2061957,28-2021,20539222288,CONSTRUCCIONES DE INGENIERIA CIVIL Y ELECTROMECANICA EN GENERAL SAC(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,20480401876,CONSTRUCCIONES DE INGENIERIA CIVIL Y ELECTROMECANICA EN GENERAL SAC(*),698718,119,2061957,28-2021,20539222288,CONSTRUCCIONES DE INGENIERIA CIVIL Y ELECTROMECANICA EN GENERAL SAC(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,20487876578,CONSTRUCCIONES DE INGENIERIA CIVIL Y ELECTROMECANICA EN GENERAL SAC(*),698718,255,2061957,28-2021,20539222288,CONSTRUCCIONES DE INGENIERIA CIVIL Y ELECTROMECANICA EN GENERAL SAC(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,10166135899,JRLG CONSULTORIA Y CONSTRUCCION S.A.C(*),698718,99,2061957,28-2021,20554669477,JRLG CONSULTORIA Y CONSTRUCCION S.A.C(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,10266263649,JRLG CONSULTORIA Y CONSTRUCCION S.A.C(*),698718,55,2061957,28-2021,20554669477,JRLG CONSULTORIA Y CONSTRUCCION S.A.C(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,20480401876,JRLG CONSULTORIA Y CONSTRUCCION S.A.C(*),698718,119,2061957,28-2021,20554669477,JRLG CONSULTORIA Y CONSTRUCCION S.A.C(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,20487876578,JRLG CONSULTORIA Y CONSTRUCCION S.A.C(*),698718,255,2061957,28-2021,20554669477,JRLG CONSULTORIA Y CONSTRUCCION S.A.C(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,10166135899,PERUVIAN GOLDEN GROUP SOCIEDAD ANONIMA CERRADA(*),698718,99,2061957,28-2021,20600001273,PERUVIAN GOLDEN GROUP SOCIEDAD ANONIMA CERRADA(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,10266263649,PERUVIAN GOLDEN GROUP SOCIEDAD ANONIMA CERRADA(*),698718,55,2061957,28-2021,20600001273,PERUVIAN GOLDEN GROUP SOCIEDAD ANONIMA CERRADA(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,20480401876,PERUVIAN GOLDEN GROUP SOCIEDAD ANONIMA CERRADA(*),698718,119,2061957,28-2021,20600001273,PERUVIAN GOLDEN GROUP SOCIEDAD ANONIMA CERRADA(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,20487876578,PERUVIAN GOLDEN GROUP SOCIEDAD ANONIMA CERRADA(*),698718,255,2061957,28-2021,20600001273,PERUVIAN GOLDEN GROUP SOCIEDAD ANONIMA CERRADA(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,10166135899,NY INGENIEROS E.I.R.L.,698718,99,2061957,28-2021,20600329228,NY INGENIEROS E.I.R.L.
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,10266263649,NY INGENIEROS E.I.R.L.,698718,55,2061957,28-2021,20600329228,NY INGENIEROS E.I.R.L.
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,20480401876,NY INGENIEROS E.I.R.L.,698718,119,2061957,28-2021,20600329228,NY INGENIEROS E.I.R.L.
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,20487876578,NY INGENIEROS E.I.R.L.,698718,255,2061957,28-2021,20600329228,NY INGENIEROS E.I.R.L.
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,10166135899,CONSORCIO CENTAURO,698718,99,2061957,28-2021,20600385420,CONSORCIO CENTAURO
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,10266263649,CONSORCIO CENTAURO,698718,55,2061957,28-2021,20600385420,CONSORCIO CENTAURO
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,20480401876,CONSORCIO CENTAURO,698718,119,2061957,28-2021,20600385420,CONSORCIO CENTAURO
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,20487876578,CONSORCIO CENTAURO,698718,255,2061957,28-2021,20600385420,CONSORCIO CENTAURO
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,10166135899,CONSORCIO POLARIS INGENIEROS,698718,99,2061957,28-2021,20601219566,CONSORCIO POLARIS INGENIEROS
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,10266263649,CONSORCIO POLARIS INGENIEROS,698718,55,2061957,28-2021,20601219566,CONSORCIO POLARIS INGENIEROS
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,20480401876,CONSORCIO POLARIS INGENIEROS,698718,119,2061957,28-2021,20601219566,CONSORCIO POLARIS INGENIEROS
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,20487876578,CONSORCIO POLARIS INGENIEROS,698718,255,2061957,28-2021,20601219566,CONSORCIO POLARIS INGENIEROS
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,10166135899,CONSTRUCTORA CONVECAL S.R.L.(*),698718,99,2061957,28-2021,20601222788,CONSTRUCTORA CONVECAL S.R.L.(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,10266263649,CONSTRUCTORA CONVECAL S.R.L.(*),698718,55,2061957,28-2021,20601222788,CONSTRUCTORA CONVECAL S.R.L.(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,20480401876,CONSTRUCTORA CONVECAL S.R.L.(*),698718,119,2061957,28-2021,20601222788,CONSTRUCTORA CONVECAL S.R.L.(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-698718-2061957-108914,5,Consultoría de Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Concurso Público,0,0,20487876578,CONSTRUCTORA CONVECAL S.R.L.(*),698718,255,2061957,28-2021,20601222788,CONSTRUCTORA CONVECAL S.R.L.(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,20487876578,CONSORCIO CENTAURO,703764,255,2062192,32-2021,10004881597,CONSORCIO CENTAURO
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,10165700541,CONSORCIO CENTAURO,703764,265,2062192,32-2021,10004881597,CONSORCIO CENTAURO
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,20487876578,REYES ANAYA VICTOR RAUL(*),703764,255,2062192,32-2021,10004999342,REYES ANAYA VICTOR RAUL(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,10165700541,REYES ANAYA VICTOR RAUL(*),703764,265,2062192,32-2021,10004999342,REYES ANAYA VICTOR RAUL(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,20487876578,PADILLA PINEDO GUSTAVO(*),703764,255,2062192,32-2021,10009549931,PADILLA PINEDO GUSTAVO(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,10165700541,PADILLA PINEDO GUSTAVO(*),703764,265,2062192,32-2021,10009549931,PADILLA PINEDO GUSTAVO(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,20487876578,CONSORCIO LOS ANDES I,703764,255,2062192,32-2021,10026903608,CONSORCIO LOS ANDES I
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,10165700541,CONSORCIO LOS ANDES I,703764,265,2062192,32-2021,10026903608,CONSORCIO LOS ANDES I
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,20487876578,CALLE RENTERIA VICTOR AUGUSTO(*),703764,255,2062192,32-2021,10031271369,CALLE RENTERIA VICTOR AUGUSTO(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,10165700541,CALLE RENTERIA VICTOR AUGUSTO(*),703764,265,2062192,32-2021,10031271369,CALLE RENTERIA VICTOR AUGUSTO(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,20487876578,CONSORCIO SANTO ROSA,703764,255,2062192,32-2021,10073220616,CONSORCIO SANTO ROSA
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,10165700541,CONSORCIO SANTO ROSA,703764,265,2062192,32-2021,10073220616,CONSORCIO SANTO ROSA
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,20487876578,LOPEZ JULCA VICTOR RAUL(*),703764,255,2062192,32-2021,10074282674,LOPEZ JULCA VICTOR RAUL(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,10165700541,LOPEZ JULCA VICTOR RAUL(*),703764,265,2062192,32-2021,10074282674,LOPEZ JULCA VICTOR RAUL(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,20487876578,consorcio norsur,703764,255,2062192,32-2021,10079637900,consorcio norsur
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,10165700541,consorcio norsur,703764,265,2062192,32-2021,10079637900,consorcio norsur
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,20487876578,CONSORCIO SUPERVISOR HUARMACA,703764,255,2062192,32-2021,10081918711,CONSORCIO SUPERVISOR HUARMACA
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,10165700541,CONSORCIO SUPERVISOR HUARMACA,703764,265,2062192,32-2021,10081918711,CONSORCIO SUPERVISOR HUARMACA
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,20487876578,PACCHA HUAMANI PABLO ROBERTO(*),703764,255,2062192,32-2021,10083112668,PACCHA HUAMANI PABLO ROBERTO(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,10165700541,PACCHA HUAMANI PABLO ROBERTO(*),703764,265,2062192,32-2021,10083112668,PACCHA HUAMANI PABLO ROBERTO(*)
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,20487876578,ESPINOZA ESPINOZA MARCO BELGRANO,703764,255,2062192,32-2021,10094504959,ESPINOZA ESPINOZA MARCO BELGRANO
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,10165700541,ESPINOZA ESPINOZA MARCO BELGRANO,703764,265,2062192,32-2021,10094504959,ESPINOZA ESPINOZA MARCO BELGRANO
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,20487876578,CONSORCIO UNION CONSULTORES,703764,255,2062192,32-2021,10165700541,CONSORCIO UNION CONSULTORES
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,10165700541,CONSORCIO UNION CONSULTORES,703764,265,2062192,32-2021,10165700541,CONSORCIO UNION CONSULTORES
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-703764-2062192-108916,6,Consultoría de Obra,108916,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO,Concurso Público,0,0,20487876578,BARBOZA ALCANTARA ENRIQUE,703764,255,2062192,32-2021,10166135899,BARBOZA ALCANTARA ENRIQUE
