CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,CODIGO_OBRA,NOMBRE_OBRA,EMPRESA_EJECUTORA,EMPRESA_SUPERVISORA,ESTADO_OBRA
2446345,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO REGIONAL,142821,CREACION DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES EN LA QUEBRADA DE SAN IDELFONSO; EN LOS DISTRITOS DE EL PORVENIR; TRUJILLO Y VICTOR LARCO HERRERA DE LA  PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD - PAQUETE 2 DIQUES,NULL,NULL,En Ejecución
2503297,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO REGIONAL,142822,CREACION DE LOS SERVICIOS DE PROTECCIÓN CONTRA INUNDACIONES MEDIANTE CAPTACIÓN; CONTROL Y DERIVACIÓN HACIA EL MAR DE LAS AGUAS DE LAS AVENIDAS DE LA QUEBRADA DE SAN CARLOS DE LA CUENCA DEL CERRO CENTINELA;  DISTRITO DE LAREDO - PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD - PAQUETE 3 DIQUES,NULL,NULL,Sin Ejecución
2512108,EDUCACIÓN,AREQUIPA,GOBIERNO LOCAL,142870,CREACION DEL SERVICIO EDUCATIVO EN LOS NIVELES INICIAL; PRIMARIA Y SECUNDARIA DE LA I.E. GRAN UNIDAD ESCOLAR MAJES; EN EL MODULO E DE CIUDAD MAJES DEL DISTRITO DE MAJES - PROVINCIA DE CAYLLOMA - DEPARTAMENTO DE AREQUIPA,NULL,NULL,Sin Ejecución
2026767,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,143536,CONSTRUCCIÓN DE VARIANTE EN EL SECTOR TUTUMBARO Y REPARACIÓN DE NUEVOS SECTORES INESTABLES DE LA CARRETERA: QUINUA - SAN FRANCISCO; TRAMO 2,NULL,NULL,Sin Ejecución
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,144011,Construcción del Centro de Procesamiento Primario de Muestras  Lambayeque,NULL,NULL,Finalizado
2234982,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,144235,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA CHAGUAL - TAYABAMBA - PUENTE HUACRACHUCO; TRAMO: TAYABAMBA - PUENTE HUACRACHUCO,NULL,NULL,Sin Ejecución
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,144271,Ampliación del Laboratorio de Residuos Tóxicos la Molina,NULL,NULL,Finalizado
2253121,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,144325,"""CONSTRUCCION; MEJORAMIENTO Y REHABILITACION DE LA CARRETERA CUSCO - CHINCHERO - URUBAMBA; EN LA REGION CUSCO; TRAMO N 01 - CONSTRUCCIÓN DE LA VIA DE ACCESO AL AEROPUERTO INTERNACIONAL DE CHINCHERO""",NULL,Consorcio Via Chinchero;OBRAS CIVILES CON CALIDAD TOTAL S.A.C.(*),Sin Ejecución
2266239,TRANSPORTE,TUMBES,GOBIERNO NACIONAL,144334,CREACION DE LA VÍA DE EVITAMIENTO DE TUMBES EN LOS DISTRITOS DE CORRALES Y TUMBES DE LA PROVINCIA DE TUMBES - DEPARTAMENTO DE TUMBES,NULL,NULL,Sin Ejecución
2501395,ORDEN PÚBLICO Y SEGURIDAD,ANCASH,GOBIERNO NACIONAL,144752,CREACION DEL SERVICIO DE PROTECCIÓN ANTE INUNDACIONES EN EL RÍO CASMA; RÍO SECHIN Y RÍO GRANDE EN LOS DISTRITOS DE COMANDANTE NOEL; BUENA VISTA; CASMA Y YAUTAN - 4 DISTRITOS DE LA PROVINCIA DE CASMA - DEPARTAMENTO DE ANCASH - SECHÍN,NULL,NULL,Sin Ejecución
2501291,ORDEN PÚBLICO Y SEGURIDAD,ANCASH,GOBIERNO NACIONAL,144753,CREACION DEL SERVICIO DE PROTECCIÓN ANTE PELIGRO DE INUNDACIONES EN AMBAS MARGENES DEL RIO HUARMEY; DESDE EL SECTOR HUAMBA HASTA LA SALIDA AL MAR; EN LOS DISTRITOS DE HUARMEY Y HUAYAN DE LA  PROVINCIA DE HUARMEY - DEPARTAMENTO DE ANCASH,NULL,NULL,Sin Ejecución
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,144910,MEJORAMIENTO DE LA CARRETERA PUCAPAMPA-CCASAPATA-CHUÑUNAPAMPA-TINQUERCCASA-PADRE RUMI-PAUCARA,Consorcio Huancavelica Centro,C &amp; MM INGENIERIA Y CONSTRUCCION S.A.C.(*);CONSORCIO SUPERVISOR PAUCARA,Paralizada
2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,144910,MEJORAMIENTO DE LA CARRETERA PUCAPAMPA-CCASAPATA-CHUÑUNAPAMPA-TINQUERCCASA-PADRE RUMI-PAUCARA,Consorcio Huancavelica Centro,C &amp; MM INGENIERIA Y CONSTRUCCION S.A.C.(*);CONSORCIO SUPERVISOR PAUCARA,Paralizada
2508148,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO REGIONAL,145003,CREACION DE LOS SERVICIOS DE PROTECCIÓN CONTRA INUNDACIONES DE LAS AGUAS DE LAS AVENIDAS DE LA CUENCA DE LA QUEBRADA EL LEÓN EN LOS DISTRITOS DE LA ESPERANZA Y HUANCHACO DE LA  PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD - PAQUETE C1,NULL,NULL,Sin Ejecución
2499818,ORDEN PÚBLICO Y SEGURIDAD,ANCASH,GOBIERNO NACIONAL,145004,CREACION DEL SERVICIO DE PROTECCIÓN EN RIBERAS DEL RÍO LACRAMARCA VULNERABLES ANTE PELIGROS DE INUNDACIÓN; EN 58 COMUNIDADES EN LOS DISTRITOS DE MACATE; CACERES DEL PERU Y CHIMBOTE DE LA  PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH,NULL,NULL,Sin Ejecución
2501802,ORDEN PÚBLICO Y SEGURIDAD,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,145481,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES; EN AMBAS MARGENES DEL RIO CHICAMA; TRAMO DE LA DESEMBOCADURA AL OCEANO PACIFICO HASTA EL PUENTE PUNTA MORENO; DISTRITO DE ASCOPE; CHICAMA; MAGDALENA DE CAO; CASA GRANDE; SANTIAGO DE CAO Y SAN BENITO DE LA PROVINCIA DE ASCOPE DEL DEPARTAMENTO DE LA LIBERTAD Y LA PROVINCIA DE CONTUMAZA DEL DEPARTAMENTO DE CAJAMARCA,NULL,NULL,Sin Ejecución
2501657,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO NACIONAL,145483,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCION CONTRA INUNDACIONES EN AMBAS MARGENES DEL RIO VIRU Y AFLUENTES; DISTRITO DE CARABAMBA Y VIRU - PROVINCIAS DE JULCAN Y VIRU - DEPARTAMENTO DE LA LIBERTAD,NULL,NULL,Sin Ejecución
2501721,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO NACIONAL,145484,CREACION DEL SERVICIO DE PROTECCIÓN CONTRA DESBORDES DE QUEBRADAS NORTE VERDE; QUENETO; CEREALES; EL ARENAL Y HUASCARAN;  DISTRITO DE VIRU - PROVINCIA DE VIRU - DEPARTAMENTO DE LA LIBERTAD.,NULL,NULL,Sin Ejecución
2058698,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,146037,Rehabilitación y Mejoramiento de la Carretera Chongoyape - Cochabamba - Cajamarca; Tramo Cochabamba - Chota - Tramo Hualgayoc - Dv; Yanacocha,NULL,NULL,Sin Ejecución
2110581,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,146038,Mejoramiento de la Carretera San Marcos - Cajabamba - Sausacocha Tramo San Marcos Cajabamba,NULL,NULL,Sin Ejecución
2338279,TRANSPORTE,CAJAMARCA,GOBIERNO NACIONAL,146140,CREACIÓN DE LA VÍA DE EVITAMIENTO EN LA CIUDAD DE JAÉN,NULL,NULL,Sin Ejecución
2327694,TRANSPORTE,SAN MARTIN,GOBIERNO NACIONAL,146172,CREACIÓN DE LA VÍA DE EVITAMIENTO A LA CIUDAD DE JUANJUI,NULL,NULL,Sin Ejecución
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,146965,CONSTRUCCION DEL CENTRO DE OPERACIONES SAN SEBASTIAN - CUSCO,NULL,NULL,Sin Ejecución
2502822,TRANSPORTE,CUSCO,GOBIERNO REGIONAL,148627,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE TRANSITABILIDAD VIAL URBANA Y TURISMO; DESVIO PAMPAMARCA; TUNGASUCA; SURIMANA; DISTRITOS DE PAMPAMARCA Y TUPAC AMARU; PROVINCIA DE CANAS; DEPARTAMENTO DE CUSCO,NULL,CONSORCIO VIAL CUSCO;MIRANDA FARFAN SAMUEL(*),Sin Ejecución
2502822,TRANSPORTE,CUSCO,GOBIERNO REGIONAL,148627,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE TRANSITABILIDAD VIAL URBANA Y TURISMO; DESVIO PAMPAMARCA; TUNGASUCA; SURIMANA; DISTRITOS DE PAMPAMARCA Y TUPAC AMARU; PROVINCIA DE CANAS; DEPARTAMENTO DE CUSCO,NULL,CONSORCIO VIAL CUSCO;MIRANDA FARFAN SAMUEL(*),Sin Ejecución
2329618,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,150346,MEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL JU-103 TRAMO: EMP. PE-22 A PALCA - TAPO - ANTACUCHO - RICRAN - ABRA CAYAN - YAULI - PACAN - EMP. PE-3S A JAUJA - REGION JUNIN - SALDO II ETAPA,CONSORCIO EL EDEN;INVERSIONES EN TI JESUS SOCIEDAD ANONIMA CERRADA(*),NULL,En Ejecución
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,150370,"CONSTRUCCION DE LA OBRA PRINCIPAL DEL PROYECTO ""MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO AEROPOTUARIO EN LA REGION CUSCO MEDIANTE EL NUEVO AEROPUERTO INTERNACIONAL DE CHINCHERO CUSCO AICC",CONSORCIO NATIVIDAD CHINCHERO;SINOHYDRO CORPORATION LIMITED; SUCURSAL DEL PERU(*),NULL,En Ejecución
2530648,ENERGÍA,LORETO,GOBIERNO NACIONAL,151347,AMPLIACIÓN DE LA ELECTRIFICACIÓN RURAL EN LAS PROVINCIAS DE DATEM DEL MARAÑON Y LORETO; REGIÓN LORETO,NULL,CONSORCIO SUPERVISOR NOR ORIENTE;HURTADO-HERMOZA INGENIEROS CONSULTORES S.A. - H &amp; H INGENIEROS CONSULTORES S.A.(*),Sin Ejecución
2530648,ENERGÍA,LORETO,GOBIERNO NACIONAL,151347,AMPLIACIÓN DE LA ELECTRIFICACIÓN RURAL EN LAS PROVINCIAS DE DATEM DEL MARAÑON Y LORETO; REGIÓN LORETO,NULL,CONSORCIO SUPERVISOR NOR ORIENTE;HURTADO-HERMOZA INGENIEROS CONSULTORES S.A. - H &amp; H INGENIEROS CONSULTORES S.A.(*),Sin Ejecución
2337745,TRANSPORTE,AREQUIPA,GOBIERNO REGIONAL,151408,MEJORAMIENTO DE LA TRANSITABILIDAD EN LA VIA DEPARTAMENTAL; RUTA AR-109 EN LOS DISTRITOS DE MAJES; LLUTA Y HUAMBO DE LA  PROVINCIA DE CAYLLOMA - DEPARTAMENTO DE AREQUIPA,NULL,NULL,Sin Ejecución
2502679,SALUD,CAJAMARCA,GOBIERNO NACIONAL,152012,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD SIMON BOLIVAR DISTRITO DE CAJAMARCA - PROVINCIA DE CAJAMARCA - DEPARTAMENTO DE CAJAMARCA,NULL,MEGAPROYECT CONSULTORES S.A.C.(*),Sin Ejecución
2502679,SALUD,CAJAMARCA,GOBIERNO NACIONAL,152012,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD SIMON BOLIVAR DISTRITO DE CAJAMARCA - PROVINCIA DE CAJAMARCA - DEPARTAMENTO DE CAJAMARCA,NULL,MEGAPROYECT CONSULTORES S.A.C.(*),Sin Ejecución
2428356,SALUD,CAJAMARCA,GOBIERNO REGIONAL,152016,AMPLIACION DE LOS SERVICIOS DE ONCOLOGIA Y HEMODIALISIS DEL HOSPITAL REGIONAL DE CAJAMARCA; DISTRITO DE CAJAMARCA - PROVINCIA DE CAJAMARCA - DEPARTAMENTO DE CAJAMARCA,NULL,DEXTRE MORIMOTO EDUARDO RAUL,Sin Ejecución
2428356,SALUD,CAJAMARCA,GOBIERNO REGIONAL,152016,AMPLIACION DE LOS SERVICIOS DE ONCOLOGIA Y HEMODIALISIS DEL HOSPITAL REGIONAL DE CAJAMARCA; DISTRITO DE CAJAMARCA - PROVINCIA DE CAJAMARCA - DEPARTAMENTO DE CAJAMARCA,NULL,DEXTRE MORIMOTO EDUARDO RAUL,Sin Ejecución
2183907,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,152191,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL QUILLABAMBA DISTRITO DE SANTA ANA; PROVINCIA DE LA CONVENCION Y DEPARTAMENTO DE CUSCO - SALDO DE OBRA PRINCIPAL ,GLORY MEDICAL CO.; LTDA. SUCURSAL DEL PERU,CONSORCIO SELVA INGENIERÍA ;KUKOVA INGENIEROS S.A.C.(*),En Ejecución
2183907,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,152191,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL QUILLABAMBA DISTRITO DE SANTA ANA; PROVINCIA DE LA CONVENCION Y DEPARTAMENTO DE CUSCO - SALDO DE OBRA PRINCIPAL ,GLORY MEDICAL CO.; LTDA. SUCURSAL DEL PERU,CONSORCIO SELVA INGENIERÍA ;KUKOVA INGENIEROS S.A.C.(*),En Ejecución
2412703,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LIMA,GOBIERNO NACIONAL,152911,CONSTRUCCIÓN DEL ARCHIVO CENTRAL DE LA CONTRALORIA GENERAL DE LA REPÚBLICA EN EL DISTRITO DE SANTA ROSA  LIMA,NULL,JL VITTERI INGENIEROS SOCIEDAD ANONIMA CERRADA,En Ejecución
2412703,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LIMA,GOBIERNO NACIONAL,152911,CONSTRUCCIÓN DEL ARCHIVO CENTRAL DE LA CONTRALORIA GENERAL DE LA REPÚBLICA EN EL DISTRITO DE SANTA ROSA  LIMA,NULL,JL VITTERI INGENIEROS SOCIEDAD ANONIMA CERRADA,En Ejecución
2473375,TRANSPORTE,CALLAO,GOBIERNO NACIONAL,153456,ESTUDIO DEFINITIVO DE INGENIERIA DEL PROYECTO DE CONSTRUCCION VIA EXPRESA SANTA ROSA -VESR,NULL,NULL,Sin Ejecución
2403503,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,155990,Mejoramiento Y Ampliación De Los Sistemas De Agua Potable; Alcantarillado Y Tratamiento De Aguas Residuales Para El Esquema José Gálvez Sector315 Y Esquema Villa Alejandro en los distritos Villa María del Triunfo y Lurín de la Provincia de Lima; departamento de Lima;- Etapa 1,NULL,NULL,Sin Ejecución
2329618,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,156086,MEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL JU-103 TRAMO: EMP. PE-22 A PALCA - TAPO - ANTACUCHO - RICRAN - ABRA CAYAN - YAULI -PACÁN - EMP. PE-3S A JAUJA - REGIÓN JUNÍN - SALDO III ETAPA,NULL,CONSORCIO VIAL JUNIN;CONSULTORES DEL ORIENTE SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA(*),Sin Ejecución
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156608,Construcción del Centro de operaciones de Moscas de la Fruta Zona Industrial - Piura,NULL,FERUHUJA S.A.C.,En Ejecución
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156608,Construcción del Centro de operaciones de Moscas de la Fruta Zona Industrial - Piura,NULL,FERUHUJA S.A.C.,En Ejecución
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156609,Construcción de la Sede para Vigilancia sanitaria Tumbes,NULL,FERUHUJA S.A.C.,En Ejecución
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156609,Construcción de la Sede para Vigilancia sanitaria Tumbes,NULL,FERUHUJA S.A.C.,En Ejecución
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156611,Ampliación y remodelación del centro de producción de moscas de la fruta Piura ,CONSTRUCCIONES Y SERVICIOS GENERALES MAREL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,GEYOSI INGENIEROS S.A.C.,Finalizado
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156611,Ampliación y remodelación del centro de producción de moscas de la fruta Piura ,CONSTRUCCIONES Y SERVICIOS GENERALES MAREL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,GEYOSI INGENIEROS S.A.C.,Finalizado
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156612,Construcción de la Sede para Vigilancia sanitaria Chachapoyas - Amazonas.,NULL,NULL,En Ejecución
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156613,Construcción de la Sede para Vigilancia sanitaria y Zona de tratamiento tipo II Juan Guerra - San Martin,NULL,FERUHUJA S.A.C.,En Ejecución
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156613,Construcción de la Sede para Vigilancia sanitaria y Zona de tratamiento tipo II Juan Guerra - San Martin,NULL,FERUHUJA S.A.C.,En Ejecución
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156614,Construcción de la Zona de tratamiento tipo III Yanatile - Cusco,NULL,NULL,En Ejecución
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156615,Construcción del Centro de operaciones de Moscas de la Fruta Calca - Cusco,NULL,NULL,En Ejecución
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,156617,Construcción de la Zona de tratamiento tipo III Caracoto - Puno,NULL,NULL,En Ejecución
2335905,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,156662,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO LEONCIO PRADO DISTRITO DE HUAMACHUCO; PROVINCIA SANCHEZ CARRION - LA LIBERTAD,NULL,CONSORCIO CONSULTOR CARRION ;MENDOZA &amp; TAPIA S.A.C.(*),Sin Ejecución
2534855,SALUD,CAJAMARCA,GOBIERNO REGIONAL,157262,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO CELENDIN DEL DISTRITO DE CELENDIN - PROVINCIA DE CELENDIN - DEPARTAMENTO DE CAJAMARCA,NULL,SAAVEDRA HOLGUIN FRANCISCO JAVIER(*),Sin Ejecución
2534855,SALUD,CAJAMARCA,GOBIERNO REGIONAL,157262,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO CELENDIN DEL DISTRITO DE CELENDIN - PROVINCIA DE CELENDIN - DEPARTAMENTO DE CAJAMARCA,NULL,SAAVEDRA HOLGUIN FRANCISCO JAVIER(*),Sin Ejecución
2539902,SALUD,CAJAMARCA,GOBIERNO REGIONAL,157263, MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL JOSE SOTO CADENILLAS DE CHOTA; DISTRITO DE CHOTA - PROVINCIA DE CHOTA - DEPARTAMENTO DE CAJAMARCA,NULL,SAAVEDRA HOLGUIN FRANCISCO JAVIER(*),Sin Ejecución
2539902,SALUD,CAJAMARCA,GOBIERNO REGIONAL,157263, MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL JOSE SOTO CADENILLAS DE CHOTA; DISTRITO DE CHOTA - PROVINCIA DE CHOTA - DEPARTAMENTO DE CAJAMARCA,NULL,SAAVEDRA HOLGUIN FRANCISCO JAVIER(*),Sin Ejecución
2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,157425,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN - SALDO DE OBRA,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU,Consorcio Hospitalario Perú Centro;INSTITUTO DE CONSULTORIA S.A.(*),Paralizada
2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,157425,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN - SALDO DE OBRA,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU,Consorcio Hospitalario Perú Centro;INSTITUTO DE CONSULTORIA S.A.(*),Paralizada
2526257,SALUD,LORETO,GOBIERNO REGIONAL,157638,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD ESPECIALIZADOS DEL HOSPITAL REGIONAL DE LORETO ''FELIPE ARRIOLA IGLESIAS''EN EL DISTRITO DE PUNCHANA -PROVINCIA DE MAYNAS -DEPARTAMENTO DE LORETO,NULL,CONSORCIO WM HOSPITALES;MURRIETA CORIAT WESTLY REYNERIO(*),Sin Ejecución
2526257,SALUD,LORETO,GOBIERNO REGIONAL,157638,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD ESPECIALIZADOS DEL HOSPITAL REGIONAL DE LORETO ''FELIPE ARRIOLA IGLESIAS''EN EL DISTRITO DE PUNCHANA -PROVINCIA DE MAYNAS -DEPARTAMENTO DE LORETO,NULL,CONSORCIO WM HOSPITALES;MURRIETA CORIAT WESTLY REYNERIO(*),Sin Ejecución
2382880,JUSTICIA,PIURA,GOBIERNO REGIONAL,157653,AMPLIACIÓN Y MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO EN LA ZONA DE INFLUENCIA DEL CANAL MIGUEL CHECA; PROVINCIAS DE SULLANA Y PAITA; DEPARTAMENTO DE PIURA,NULL,NULL,Sin Ejecución
2382880,JUSTICIA,PIURA,GOBIERNO REGIONAL,157653,AMPLIACIÓN Y MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO EN LA ZONA DE INFLUENCIA DEL CANAL MIGUEL CHECA; PROVINCIAS DE SULLANA Y PAITA; DEPARTAMENTO DE PIURA,NULL,NULL,Sin Ejecución
2500094,ORDEN PÚBLICO Y SEGURIDAD,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,157697,CREACION DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES POR RIO ZAÑA Y AFLUENTES; DISTRITOS DE OYOTÚN; NUEVA ARICA; CAYALTÍ; ZAÑA;LAGUNAS-MOCUPE Y NANCHOC; DE LA PROVINCIA DE CHICLAYO DEL DEPARTAMENTO DE LAMBAYEQUE Y LA PROVINCIA DE SAN MIGUEL DEL DEPARTAMENTO DE CAJAMARCA,NULL,NULL,Sin Ejecución
2506324,ORDEN PÚBLICO Y SEGURIDAD,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,157698,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCIÓN FRENTE A INUNDACIONES EN LA CUENCA DEL RIO OLMOS; EN 27 CENTROS POBLADOS EN LOS DISTRITOS DE OLMOS; JAYANCA Y HUARMACA EN LA PROVINCIA DE LAMBAYEQUE DEL DEPARTAMENTO DE LAMBAYEQUE Y LA PROVINCIA DE HUANCABAMBA DEL DEPARTAMENTO DE PIURA,NULL,NULL,Sin Ejecución
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,157822,CONSTRUCCIÓN SALA DE COSECHA; MÓDULO DE VESTIDORES Y MÓDULO DE ELEVADOR Y MEJORAMIENTO DE LABORATORIO DE CONTROL BIOLÓGICO,NULL,NULL,Sin Ejecución
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,157823,AMPLIACIÓN DE MÓDULO DE AMBIENTES DE DIAIA -  AREQUIPA,NULL,NULL,En Ejecución
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,157823,AMPLIACIÓN DE MÓDULO DE AMBIENTES DE DIAIA -  AREQUIPA,NULL,NULL,En Ejecución
2494144,EDUCACIÓN,JUNIN,GOBIERNO REGIONAL,158003,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE FORMACIÓN PROFESIONAL EN LA UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA - DISTRITO DE PICHANAQUI - PROVINCIA DE CHANCHAMAYO - DEPARTAMENTO DE JUNIN,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU,DIALL S.A.C(*),En Ejecución
2494144,EDUCACIÓN,JUNIN,GOBIERNO REGIONAL,158003,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE FORMACIÓN PROFESIONAL EN LA UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA - DISTRITO DE PICHANAQUI - PROVINCIA DE CHANCHAMAYO - DEPARTAMENTO DE JUNIN,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU,DIALL S.A.C(*),En Ejecución
2540449,AGROPECUARIA,ANCASH,GOBIERNO REGIONAL,161130,MEJORAMIENTO DEL CANAL DE IRRIGACION  IRCHIM  DESDE EL KM 0 000 AL KM 40 100; ÁMBITO DEL P.E. CHINECAS EN EL  DISTRITO DE CHIMBOTE; PROVINCIA DE SANTA; DEPARTAMENTO DE ANCASH,NULL,ESPIRITU GALVEZ JUAN DEMETRIO,Sin Ejecución
2412703,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LIMA,GOBIERNO NACIONAL,161132,Elaboración del diseño (expediente técnico) y ejecución de la obra; equipamiento y mobiliario de la Gerencia Regional de Control de Loreto,NULL,NULL,Sin Ejecución
2501633,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,161960,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS NUEVAS HABILITACIONES DEL ESQUEMA SANTA ROSA Y ANCON EN LOS DISTRITOS DE SANTA ROSA Y ANCON DE LA PROVNCIA DE LIMA - DEPARTAMENTO DE LIMA,NULL,NULL,Sin Ejecución
