CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,IDENTIFICADOR_OBRA,PROCESO,OBJETO_PROCESO,CODIGO_OBRA,NOMBREOBRA,METODO_CONTRATACION,TIEMPO_ABSOLUCION_CONSULTAS,TIEMPO_PRESENTACION_OFERTAS,CODIGO_RUC,RAZON_SOCIAL,CONVOCATORIA_PROCESO_GANADO,MIEMBROS_DE_COMITE,TotalProcesosParticipantes,CODIGO_CONTRATO,NUMERO_CONTRATO,MONTO_CONTRACTUAL,MONTO_REFERENCIAL,MONTO_OFERTADO_PROMEDIO
2334119,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LAMBAYEQUE,GOBIERNO NACIONAL,2334119-2334119-817840-2130968-164855,3,Consultoría de Obra,164855,"PIP: ""RECUPERACIÓN DE LA CAPACIDADES OPERATIVAS DE LA 7MA BRIGADA DE INFANTERÍA EN LA GUARNICIÓN DE LAMBAYEQUE""",Adjudicación Simplificada,0,0,10448235039,RIVERA FERNANDEZ EDSON(*),817840," BREÑA CAMPOS MIGUEL ANGEL, CAJAMARCA PORRAS FRANKLIN EMILIO, CARBONEL CABALLERO JHOAN LUIS, DIAZ GARCIA JORGE ANGEL, MENDIZABAL HEREDIA IVAN HERMES, RAMIREZ SALAZAR FREDY EDWIN",110,2130968,004 - 2022 ,290900,290900,271506.67
2334119,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LAMBAYEQUE,GOBIERNO NACIONAL,2334119-2334119-817840-2130968-164855,3,Consultoría de Obra,164855,"PIP: ""RECUPERACIÓN DE LA CAPACIDADES OPERATIVAS DE LA 7MA BRIGADA DE INFANTERÍA EN LA GUARNICIÓN DE LAMBAYEQUE""",Adjudicación Simplificada,0,0,20600601467,CONSORCIO SIPAN,817840," BREÑA CAMPOS MIGUEL ANGEL, CAJAMARCA PORRAS FRANKLIN EMILIO, CARBONEL CABALLERO JHOAN LUIS, DIAZ GARCIA JORGE ANGEL, MENDIZABAL HEREDIA IVAN HERMES, RAMIREZ SALAZAR FREDY EDWIN",276,2130968,004 - 2022 ,290900,290900,271506.67
2334119,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LAMBAYEQUE,GOBIERNO NACIONAL,2334119-2334119-899442-2198922-164855,1,Obra,164855,"PIP: ""RECUPERACIÓN DE LA CAPACIDADES OPERATIVAS DE LA 7MA BRIGADA DE INFANTERÍA EN LA GUARNICIÓN DE LAMBAYEQUE""",Licitación Pública,0,0,10166241141,CUBAS RUIZ JORGE NAPOLEON,899442," CAMPOS CABRERA VICTOR HUGO, CARBONEL CABALLERO JHOAN LUIS, DE LA CRUZ MORALES JUAN EDUARDO, FELIPA MORENO KENNETH HERNAN, MENDIZABAL HEREDIA IVAN HERMES, REVILLA DELGADO FIORELLA FRANCHEZCA",107,2198922,009-2023-LP/UO 0730,18707582.16,20786202.4,19617477.88
2335905,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2335905-374962-845920-2167911-156662,5,Consultoría de Obra,156662,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO LEONCIO PRADO DISTRITO DE HUAMACHUCO; PROVINCIA SANCHEZ CARRION - LA LIBERTAD,Concurso Público,0,0,10086838228,CONSORCIO CONSULTOR CARRION ,845920," CARDENAS LOARDO ROBERT AUGUSTO, EGOAVIL LOPEZ CARLOS ALBERTO, EGOAVIL SEDANO ERASMO WILFREDO, GUERRERO OCHOA JUAN CARLOS, HUAMAN CORONEL NOE JUAN, HURTADO SANCHEZ MIGUEL ANGEL",180,2167911,002-2023-PRONIS,6635242.82,7372492.02,6635242.82
2335905,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2335905-374962-845920-2167911-156662,5,Consultoría de Obra,156662,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO LEONCIO PRADO DISTRITO DE HUAMACHUCO; PROVINCIA SANCHEZ CARRION - LA LIBERTAD,Concurso Público,0,0,20510849770,MENDOZA & TAPIA S.A.C.(*),845920," CARDENAS LOARDO ROBERT AUGUSTO, EGOAVIL LOPEZ CARLOS ALBERTO, EGOAVIL SEDANO ERASMO WILFREDO, GUERRERO OCHOA JUAN CARLOS, HUAMAN CORONEL NOE JUAN, HURTADO SANCHEZ MIGUEL ANGEL",270,2167911,002-2023-PRONIS,6635242.82,7372492.02,6635242.82
2337718,TRANSPORTE,CUSCO,GOBIERNO NACIONAL,2337718-376654-641973-2022745-128472,18,Consultoría de Obra,128472,ESTUDIO DEFINITIVO DEL PROYECTO: Mejoramiento de la Carretera Emp. PE-28C (Dv. Pichari)-Abra Cielo Punco-Boca Santa Ana-Kepashiato-Kumpirushiato-Kiteni-Palma Real Tramo I y Tramo II,Concurso Público,0,0,20602584357,GEOTECNIA Y MECANICA DE SUELOS S.A.C(*),641973," ALFARO CARBAJAL FLOR ALEXANDRA, CCORIMANYA ALMANZA FIORELA, CERDA CANELO DINO, Cordova Chihuan Milagros Tomasa, FLORES GUILLEN EDER FRANKLIN, RIVEROS ESQUIVEL EDILBERTO SANTIAGO",41,2022745,076-2020-MTC/20.2,9080000,10094940.72,9083125.17
2337745,TRANSPORTE,AREQUIPA,GOBIERNO REGIONAL,2337745-376679-811539-2144452-151408,46,Consultoría de Obra,151408,MEJORAMIENTO DE LA TRANSITABILIDAD EN LA VIA DEPARTAMENTAL; RUTA AR-109 EN LOS DISTRITOS DE MAJES; LLUTA Y HUAMBO DE LA  PROVINCIA DE CAYLLOMA - DEPARTAMENTO DE AREQUIPA,Adjudicación Simplificada,0,0,20137109612,VERA & MORENO S.A. CONSULTORES DE INGENIERIA(*),811539," APARICIO CHOQUEHUANCA SAIDA, CALDERON COHAILA GEANFRANCO, CHORA OROSCO SERGIO GONZALO, MAQUERA RAMOS JORGE, MEDINA GÁLVEZ YAMIR ISBAK, PINTO BACA FRANKLIN, QUICAÑO MUÑOZ ALEX ALONSO, SUTTA QUISPE MARLENY , ZUÑIGA BUSTAMANTE JESUS",150,2144452,CONTRATO 94-2022-GRA,1109472.44,1232747.15,1109472.44
2337745,TRANSPORTE,AREQUIPA,GOBIERNO REGIONAL,2337745-376679-811539-2144452-151408,46,Consultoría de Obra,151408,MEJORAMIENTO DE LA TRANSITABILIDAD EN LA VIA DEPARTAMENTAL; RUTA AR-109 EN LOS DISTRITOS DE MAJES; LLUTA Y HUAMBO DE LA  PROVINCIA DE CAYLLOMA - DEPARTAMENTO DE AREQUIPA,Adjudicación Simplificada,0,0,20539613392,CONSORCIO AREQUIPA 10,811539," APARICIO CHOQUEHUANCA SAIDA, CALDERON COHAILA GEANFRANCO, CHORA OROSCO SERGIO GONZALO, MAQUERA RAMOS JORGE, MEDINA GÁLVEZ YAMIR ISBAK, PINTO BACA FRANKLIN, QUICAÑO MUÑOZ ALEX ALONSO, SUTTA QUISPE MARLENY , ZUÑIGA BUSTAMANTE JESUS",82,2144452,CONTRATO 94-2022-GRA,1109472.44,1232747.15,1109472.44
2338279,TRANSPORTE,CAJAMARCA,GOBIERNO NACIONAL,2338279-377183-724906-2077174-146140,31,Consultoría de Obra,146140,CREACIÓN DE LA VÍA DE EVITAMIENTO EN LA CIUDAD DE JAÉN,Concurso Público,0,0,20445623327,CONSORCIO PROYECTO VIA JAEN,724906," CASTILLO VÁSQUEZ JUAN CARLOS, CERRON POMA ROBERTO TEODORO, CHUMBE CARRERA ARTURO, ESQUIVEL CERON LUZ YOLANDA, MARIN ANCO IGNACIO CESAR, SANTON MEZA EMERSON JUNIOR",20,2077174,095-2021-MTC/20.2,2887000,3208353.28,2887414.37
2340083,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2340083-378895-640980-2006405-115016,17,Consultoría de Obra,115016,AMPLIACIÓN Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LOS SECTORES 268;269;270;271;272;274;275 Y 276- DISTRITO VENTANILLA -PROVINCIA CONSTITUCIONAL DEL CALLAO,Concurso Público,0,0,20552233787,TEC-CUATRO S.A.  - SUCURSAL PERU(*),640980," ARELLANO HUAMAN ELVIS, BERAUN HUAMAN JACK PETER NICEFORO, EUSEBIO ROJAS JOSE DAVID, GUERRERO TALLEDO LITA DEL CARMEN, RODRIGUEZ CAMEO ANGEL ALFREDO, RODRIGUEZ RAMIREZ VILMER HOMERO",144,2006405,Contrato N° 004-2020/VIVIENDA/VMCS/PASLC,5012819.63,5569799.58,5012819.62
2340083,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2340083-378895-640980-2006405-115016,17,Consultoría de Obra,115016,AMPLIACIÓN Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LOS SECTORES 268;269;270;271;272;274;275 Y 276- DISTRITO VENTANILLA -PROVINCIA CONSTITUCIONAL DEL CALLAO,Concurso Público,0,0,20601137624,CONSORCIO SANEAMIENTO VENTANILLA,640980," ARELLANO HUAMAN ELVIS, BERAUN HUAMAN JACK PETER NICEFORO, EUSEBIO ROJAS JOSE DAVID, GUERRERO TALLEDO LITA DEL CARMEN, RODRIGUEZ CAMEO ANGEL ALFREDO, RODRIGUEZ RAMIREZ VILMER HOMERO",116,2006405,Contrato N° 004-2020/VIVIENDA/VMCS/PASLC,5012819.63,5569799.58,5012819.62
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-696238-2067909-141090,5,Obra,141090,Construcción del Centro de Operaciones de Moscas de la Fruta-Baños del Inca en Cajamarca,Convenio,0,0,20311227913,CEYCA SERVICIOS GENERALES Y CONSTRUCCION SAC(*),696238," BELLEZA RUIZ JESUS UVALDO, CARRASCO VALIENTE JOSUE ALFONSO, HUAMAN RAMIREZ LAURITA NATALI, Padilla Farfan Christian, PALOMINO QUESADA JORGE LUIS, RABANAL HUAMAN CYNTHIA",46,2067909,CONTRATO DE OBRAS N° 038-2021-SENASA-PRODESA FASE II,4143521.37,3837056.42,4143521.37
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-696238-2067909-141090,5,Obra,141090,Construcción del Centro de Operaciones de Moscas de la Fruta-Baños del Inca en Cajamarca,Convenio,0,0,20496159811,CONSORCIO EL SAUCE,696238," BELLEZA RUIZ JESUS UVALDO, CARRASCO VALIENTE JOSUE ALFONSO, HUAMAN RAMIREZ LAURITA NATALI, Padilla Farfan Christian, PALOMINO QUESADA JORGE LUIS, RABANAL HUAMAN CYNTHIA",140,2067909,CONTRATO DE OBRAS N° 038-2021-SENASA-PRODESA FASE II,4143521.37,3837056.42,4143521.37
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-709979-2084829-141090,17,Consultoría de Obra,141090,Construcción del Centro de Operaciones de Moscas de la Fruta-Baños del Inca en Cajamarca,Convenio,0,0,10329618221,BOTELLO ALVA WALTER ALFREDO,709979," BECERRA CORONADO EVER BELISARIO, MARTELL VARGAS GREGORIO ANGEL, ORTEGA PAREDES ALDO, PALOMINO QUESADA JORGE LUIS, PEREZ VELIZ MARIA YNES, RABANAL HUAMAN CYNTHIA",44,2084829,27-2021,165805.4,165805.4,165805.4
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-727368-2122016-146965,6,Consultoría de Obra,146965,CONSTRUCCION DEL CENTRO DE OPERACIONES SAN SEBASTIAN - CUSCO,Convenio,0,0,20556777781,ZB CONSULTORES S.A.C.,727368," BECERRA CORONADO EVER BELISARIO, CARRASCO VALIENTE JOSUE ALFONSO, PADILLA FARFAN CHRISTIAN, PALOMINO QUESADA JORGE LUIS, PEREZ VELIZ MARIA YNES, RABANAL HUAMAN CYNTHIA",67,2122016,76-2021,131514.54,105020,131514.54
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-775383-2139382-156608,1,Consultoría de Obra,156608,Construcción del Centro de operaciones de Moscas de la Fruta Zona Industrial - Piura,Convenio,0,0,20601264642,FERUHUJA S.A.C.,775383," AGUILAR ZAPATA JAVIER NEPTALI, BECERRA CORONADO EVER BELISARIO, CARDENAS SANCHEZ ANGEL DAVID, MARTELL VARGAS GREGORIO ANGEL, PALOMINO QUESADA JORGE LUIS, RABANAL HUAMAN CYNTHIA, SOLANO MORALES RICARDO, VIVAS BANCALLAN JULIO MIGUEL",231,2139382,CONTRATO 038-2022-SENASA/PRODESA FASE II,644707.75,787364.94,644707.75
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-775384-2139238-156611,2,Consultoría de Obra,156611,Ampliación y remodelación del centro de producción de moscas de la fruta Piura ,Convenio,0,0,20487619508,GEYOSI INGENIEROS S.A.C.,775384," BECERRA CORONADO EVER BELISARIO, MARTELL VARGAS GREGORIO ANGEL, PALOMINO QUESADA JORGE LUIS, RABANAL HUAMAN CYNTHIA, SOLANO MORALES RICARDO, VIVAS BANCALLAN JULIO MIGUEL",147,2139238,34-2022,280792.8,277094.14,280792.8
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-796240-2127944-156611,10,Obra,156611,Ampliación y remodelación del centro de producción de moscas de la fruta Piura ,Convenio,0,0,20530143130,CONSTRUCCIONES Y SERVICIOS GENERALES MAREL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,796240," ALAMA MENA DANIEL ANGEL, BECERRA CORONADO EVER BELISARIO, CORDOVA DE PIEROLA RUBEN ALONSO, LINARES HUAPAYA JORGE ARMANDO, PADILLA FARFAN CHRISTIAN, RABANAL HUAMAN CYNTHIA",19,2127944,CONTRATO DE OBRAS N° 035-2022-SENASA-PRODESA FASE II,4201784.54,3982895,4201784.54
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-811201-2132272-156608,7,Obra,156608,Construcción del Centro de operaciones de Moscas de la Fruta Zona Industrial - Piura,Convenio,0,0,20398604734,CONSTRUCTORA SAN JORGE EIRL,811201," AHUMADA ASPILLAGA ALEJANDRO EDGARDO, BECERRA CORONADO EVER BELISARIO, CARRASCO VALIENTE JOSUE ALFONSO, CORDOVA DE PIEROLA RUBEN ALONSO, ÑIQUEN TELLO SEGUNDO ALFREDO, SOLANO MORALES RICARDO",45,2132272,CONTRATO DE OBRAS N° 042-2022-SENASA-PRODESA FASE II,8605387.2,8354744,8605387.2
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-828935-2150823-156615,20,Obra,156615,Construcción del Centro de operaciones de Moscas de la Fruta Calca - Cusco,Convenio,0,0,20221259581,TECNOMIN DATA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,828935," ALVAREZ ATOC FREDDY ALFONSO, CARRASCO VALIENTE JOSUE ALFONSO, LINARES HUAPAYA JORGE ARMANDO, ÑIQUEN TELLO SEGUNDO ALFREDO, RABANAL HUAMAN CYNTHIA, SOLANO MORALES RICARDO",33,2150823,057-2022-SENASA-PRODESA FASE II,4424358.45,4705908.55,4834826.09
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-848717-2159087-156617,15,Obra,156617,Construcción de la Zona de tratamiento tipo III Caracoto - Puno,Convenio,0,0,20515794451,AMROL CON SOCIEDAD ANONIMA CERRADA - AMROL CON S.A.C.(*),848717," BECERRA CORONADO EVER BELISARIO, CARRASCO VALIENTE JOSUE ALFONSO, GALVEZ HURTADO ALEJANDRO, LINARES HUAPAYA JORGE ARMANDO, ÑIQUEN TELLO SEGUNDO ALFREDO, VIVAS BANCALLAN JULIO MIGUEL",13,2159087,074-2022-SENASA-PRODESA FASE II,8146506.84,8312859.06,8146506.84
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-848717-2159087-156617,15,Obra,156617,Construcción de la Zona de tratamiento tipo III Caracoto - Puno,Convenio,0,0,20549501363,CONSORCIO ALFA CARACOTO,848717," BECERRA CORONADO EVER BELISARIO, CARRASCO VALIENTE JOSUE ALFONSO, GALVEZ HURTADO ALEJANDRO, LINARES HUAPAYA JORGE ARMANDO, ÑIQUEN TELLO SEGUNDO ALFREDO, VIVAS BANCALLAN JULIO MIGUEL",17,2159087,074-2022-SENASA-PRODESA FASE II,8146506.84,8312859.06,8146506.84
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2343984-382554-863720-2170428-156614,16,Obra,156614,Construcción de la Zona de tratamiento tipo III Yanatile - Cusco,Convenio,0,0,20482749608,CONSTRUCTORA E INVERSIONES SAN JUAN BAUTISTA S.A.C.,863720," ALVAREZ ATOC FREDDY ALFONSO, CARRASCO VALIENTE JOSUE ALFONSO, GALVEZ HURTADO ALEJANDRO, LINARES HUAPAYA JORGE ARMANDO, ÑIQUEN TELLO SEGUNDO ALFREDO, VIVAS BANCALLAN JULIO MIGUEL",106,2170428,084-2022,5851636.35,6133380,5851636.35
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-696364-2068147-141091,4,Obra,141091,Construcción del Centro de Procesamiento Primario de Muestras Ica,Convenio,0,0,20534636220,CORPORACION R & O INGENIEROS Y ARQUITECTOS E.I.R.L.,696364," HUAMAN RAMIREZ LAURITA NATALI, LINARES HUAPAYA JORGE ARMANDO, MANHUALAYA TAPIA VIVIAN EDITH, Padilla Farfan Christian, PASTOR MIRANDA JORGE ARTURO, RABANAL HUAMAN CYNTHIA",29,2068147,CONTRATO DE OBRAS N° 039-2021-SENASA-PRODESA FASE II,295750.55,295750.55,295750.55
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-696594-2067901-141093,3,Obra,141093,Construcción del Laboratorio de Crianza de Insectos Benéficos y Hospederos Ate,Convenio,0,0,20352429709,CONSORCIO MULTIPROYECTOS,696594," HUAMAN RAMIREZ LAURITA NATALI, LINARES HUAPAYA JORGE ARMANDO, ÑIQUEN TELLO SEGUNDO ALFREDO, Padilla Farfan Christian, PASTOR MIRANDA JORGE ARTURO, RABANAL HUAMAN CYNTHIA",39,2067901,CONTRATO DE OBRAS N° 037-2021-SENASA-PRODESA FASE II,2664642.19,2321219.9,2664642.19
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-696594-2067901-141093,3,Obra,141093,Construcción del Laboratorio de Crianza de Insectos Benéficos y Hospederos Ate,Convenio,0,0,20510862440,CREACIONES HADASA S.A.C.(*),696594," HUAMAN RAMIREZ LAURITA NATALI, LINARES HUAPAYA JORGE ARMANDO, ÑIQUEN TELLO SEGUNDO ALFREDO, Padilla Farfan Christian, PASTOR MIRANDA JORGE ARTURO, RABANAL HUAMAN CYNTHIA",328,2067901,CONTRATO DE OBRAS N° 037-2021-SENASA-PRODESA FASE II,2664642.19,2321219.9,2664642.19
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-697157-2067916-141094,2,Obra,141094,Remodelación y Ampliación del Laboratorio de Microbiología La Molina,Convenio,0,0,20486975939,CONSORCIO MIRNO,697157," HUAMAN RAMIREZ LAURITA NATALI, MANHUALAYA TAPIA VIVIAN EDITH, ÑIQUEN TELLO SEGUNDO ALFREDO, PADILLA FARFAN CHRISTIAN, PASTOR MIRANDA JORGE ARTURO, RABANAL HUAMAN CYNTHIA",113,2067916,CONTRATO DE OBRAS N° 040-2021-SENASA-PRODESA FASE II,467434.38,519371.5,467434.38
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-697157-2067916-141094,2,Obra,141094,Remodelación y Ampliación del Laboratorio de Microbiología La Molina,Convenio,0,0,20487335658,CONSORCIO ISC & JC E.I.R.L.(*),697157," HUAMAN RAMIREZ LAURITA NATALI, MANHUALAYA TAPIA VIVIAN EDITH, ÑIQUEN TELLO SEGUNDO ALFREDO, PADILLA FARFAN CHRISTIAN, PASTOR MIRANDA JORGE ARTURO, RABANAL HUAMAN CYNTHIA",34,2067916,CONTRATO DE OBRAS N° 040-2021-SENASA-PRODESA FASE II,467434.38,519371.5,467434.38
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-709977-2084826-141093,16,Consultoría de Obra,141093,Construcción del Laboratorio de Crianza de Insectos Benéficos y Hospederos Ate,Convenio,0,0,10700275260,CHAVARRIA COTRINA JOEL EFRAIN,709977," BECERRA CORONADO EVER BELISARIO, MARTELL VARGAS GREGORIO ANGEL, ORTEGA PAREDES ALDO, PALOMINO QUESADA JORGE LUIS, PEREZ VELIZ MARIA YNES, RABANAL HUAMAN CYNTHIA",15,2084826,26-2021,122522,122522,122522
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-715859-2072330-144011,7,Obra,144011,Construcción del Centro de Procesamiento Primario de Muestras  Lambayeque,Convenio,0,0,20311227913,CEYCA SERVICIOS GENERALES Y CONSTRUCCION SAC,715859," BELLEZA RUIZ JESUS UVALDO, HUAMAN RAMIREZ LAURITA NATALI, MARTELL VARGAS GREGORIO ANGEL, PADILLA FARFAN CHRISTIAN, PASTOR MIRANDA JORGE ARTURO, VIZCARRA CASTILLO GABRIEL AMILCAR",46,2072330,CONTRATO DE OBRAS N° 048-2021-SENASA-PRODESA FASE II,379009.16,295540.05,379009.16
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-719906-2084816-141092,18,Consultoría de Obra,141092,Construcción del Centro de Procesamiento Primario de Muestras Arequipa,Convenio,0,0,10297077533,GUTIERREZ BORDA EDGAR ROBERT,719906," BECERRA CORONADO EVER BELISARIO, MARTELL VARGAS GREGORIO ANGEL, ORTEGA PAREDES ALDO, PALOMINO QUESADA JORGE LUIS, PEREZ VELIZ MARIA YNES, RABANAL HUAMAN CYNTHIA",22,2084816,31-2021,37551.85,37551.85,375551.85
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-719936-2084804-141091,19,Consultoría de Obra,141091,Construcción del Centro de Procesamiento Primario de Muestras Ica,Convenio,0,0,10214241400,BORDA OSORIO JUAN FERNANDO,719936," BECERRA CORONADO EVER BELISARIO, MARTELL VARGAS GREGORIO ANGEL, ORTEGA PAREDES ALDO, PALOMINO QUESADA JORGE LUIS, PEREZ VELIZ MARIA YNES, RABANAL HUAMAN CYNTHIA",15,2084804,32-2021,36174.08,36174.08,36174.08
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-729473-2087592-144271,6,Obra,144271,Ampliación del Laboratorio de Residuos Tóxicos la Molina,Convenio,0,0,20520928503,AJN INVERSIONES S.A.C.,729473," BELLEZA RUIZ JESUS UVALDO, HUAMAN RAMIREZ LAURITA NATALI, MARTELL VARGAS GREGORIO ANGEL, PADILLA FARFAN CHRISTIAN, PASTOR MIRANDA JORGE ARTURO, VIZCARRA CASTILLO GABRIEL AMILCAR",192,2087592,080-2021-SENASA-PRODESA FASE II,1335696.08,1101664.04,1500437.95
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-734917-2079058-141092,1,Obra,141092,Construcción del Centro de Procesamiento Primario de Muestras Arequipa,Convenio,0,0,20534636220,CORPORACION R & O INGENIEROS Y ARQUITECTOS E.I.R.L.,734917," BELLEZA RUIZ JESUS UVALDO, HUAMAN RAMIREZ LAURITA NATALI, ÑIQUEN TELLO SEGUNDO ALFREDO, Padilla Farfan Christian, PASTOR MIRANDA JORGE ARTURO, RABANAL HUAMAN CYNTHIA",29,2079058,CONTRATO DE OBRAS N° 062-2021-SENASA-PRODESA FASE II,384815.75,349832.48,502536.22
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-775383-2139382-156609,1,Consultoría de Obra,156609,Construcción de la Sede para Vigilancia sanitaria Tumbes,Convenio,0,0,20601264642,FERUHUJA S.A.C.,775383," AGUILAR ZAPATA JAVIER NEPTALI, BECERRA CORONADO EVER BELISARIO, CARDENAS SANCHEZ ANGEL DAVID, MARTELL VARGAS GREGORIO ANGEL, PALOMINO QUESADA JORGE LUIS, RABANAL HUAMAN CYNTHIA, SOLANO MORALES RICARDO, VIVAS BANCALLAN JULIO MIGUEL",231,2139382,CONTRATO 038-2022-SENASA/PRODESA FASE II,644707.75,787364.94,644707.75
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-775404-2139241-156613,3,Consultoría de Obra,156613,Construcción de la Sede para Vigilancia sanitaria y Zona de tratamiento tipo II Juan Guerra - San Martin,Convenio,0,0,20601264642,FERUHUJA S.A.C.,775404," AGUILAR ZAPATA JAVIER NEPTALI, BECERRA CORONADO EVER BELISARIO, CARDENAS SANCHEZ ANGEL DAVID, MARTELL VARGAS GREGORIO ANGEL, PALOMINO QUESADA JORGE LUIS, RABANAL HUAMAN CYNTHIA, SOLANO MORALES RICARDO, VIVAS BANCALLAN JULIO MIGUEL",231,2139241,37-2022,815113.63,807491.08,815113.63
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-782853-2140234-157823,12,Consultoría de Obra,157823,AMPLIACIÓN DE MÓDULO DE AMBIENTES DE DIAIA -  AREQUIPA,Convenio,0,0,20600984714,CONSORCIO SAN CARLOS,782853," AGUILAR ZAPATA JAVIER NEPTALI, BECERRA CORONADO EVER BELISARIO, CARDENAS SANCHEZ ANGEL DAVID, MARTELL VARGAS GREGORIO ANGEL, PALOMINO QUESADA JORGE LUIS, RABANAL HUAMAN CYNTHIA",2,2140234,027-2022,53841.04,40848.46,53841.04
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2344004-382572-782853-2140234-157823,12,Consultoría de Obra,157823,AMPLIACIÓN DE MÓDULO DE AMBIENTES DE DIAIA -  AREQUIPA,Convenio,0,0,20605996303,ARQISCON S.A.C.(*),782853," AGUILAR ZAPATA JAVIER NEPTALI, BECERRA CORONADO EVER BELISARIO, CARDENAS SANCHEZ ANGEL DAVID, MARTELL VARGAS GREGORIO ANGEL, PALOMINO QUESADA JORGE LUIS, RABANAL HUAMAN CYNTHIA",6,2140234,027-2022,53841.04,40848.46,53841.04
