CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,IDENTIFICADOR_OBRA,PROCESO,OBJETO_PROCESO,CODIGO_OBRA,NOMBREOBRA,METODO_CONTRATACION,TIEMPO_ABSOLUCION_CONSULTAS,TIEMPO_PRESENTACION_OFERTAS,CODIGO_RUC,RAZON_SOCIAL,CONVOCATORIA_PROCESO_GANADO,MIEMBROS_DE_COMITE,TotalProcesosParticipantes,CODIGO_CONTRATO,NUMERO_CONTRATO,MONTO_CONTRACTUAL,MONTO_REFERENCIAL,MONTO_OFERTADO_PROMEDIO
2002060,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2002060-2434-702592-2064311-19777,3,Consultoría de Obra,19777,Obra Carretera Puente Chino - Aguaytía; sectores dañados.,Concurso Público,0,0,20549322434,PYUNGHWA ENGINEERING CONSULTANTS LTDA SUCURSAL DEL PERU,702592," ALVARADO CALDERON CESAR DANIEL , Cotos Perez Hugo Antonio, ESQUIVEL CERON LUZ YOLANDA, MANCHA CASO FREDDY, PIÑAN INDACOCHEA MARIA CECILIA, ROSALES  LAURENTE ELKA CAROLINA",81,2064311,063-2021-MTC/20.2,2235852.56,2484280.62,2276555.18
2002210,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2002210-8880-869397-2169938-826,60,Consultoría de Obra,826,Rehabilitación y Mejoramiento de la Carretera Chamaya ¿ Jaen ¿ San Ignacio ¿ Río Canchis; Tramo Pericos ¿ San Ignacio (Inc. Vía de Evitamiento),Concurso Público,0,0,20522404331,PRW INGENIERIA Y CONSTRUCCION S.A.C.,869397," CERVANTES CHICLLA REY PABLO, LESCANO AVALOS DIVE RAUL, MALAGA GOMEZ WILLY MICHAEL OSNAR, PARRAGA CATAY CINTIA NATALI, QUIROZ GAMBOA RAIDER ARISTEDES, RUIZ MELGAREJO FELIPE BENITO",123,2169938,022-2023-MTC/20.2,331016.99,367796.65,331168.22
2002210,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2002210-8880-870112-2169901-826,60,Consultoría de Obra,826,Rehabilitación y Mejoramiento de la Carretera Chamaya ¿ Jaen ¿ San Ignacio ¿ Río Canchis; Tramo Pericos ¿ San Ignacio (Inc. Vía de Evitamiento),Concurso Público,0,0,20528975055,CONSTRUCTORA & CONSULTORA SAHMAT SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,870112," CERVANTES CHICLLA REY PABLO, LESCANO AVALOS DIVE RAUL, MALAGA GOMEZ WILLY MICHAEL OSNAR, PARRAGA CATAY CINTIA NATALI, QUIROZ GAMBOA RAIDER ARISTEDES, RUIZ MELGAREJO FELIPE BENITO",181,2169901,015-2023-MTC/20.2,283575.23,315083.58,284563.66
2026767,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2026767-16256-709096-2067605-143536,14,Consultoría de Obra,143536,CONSTRUCCIÓN DE VARIANTE EN EL SECTOR TUTUMBARO Y REPARACIÓN DE NUEVOS SECTORES INESTABLES DE LA CARRETERA: QUINUA - SAN FRANCISCO; TRAMO 2,Concurso Público,0,0,20414192531,OBRAS CIVILES CON CALIDAD TOTAL S.A.C.(*),709096," ARENAS DAMIAN JUAN ALFONSO, BONZANO HINOSTROZA KETTY MARIBEL, LAREDO REYNA JORGE ALEJANDRO, MARTINEZ ORE GUISELA, MONTAÑEZ ALBA EMERSON SEVERINO, Rivas Durán Ezequiel",69,2067605,072-2021-MTC/20.2,2477357.77,2752619.74,2477357.77
2026767,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2026767-16256-709096-2067605-143536,14,Consultoría de Obra,143536,CONSTRUCCIÓN DE VARIANTE EN EL SECTOR TUTUMBARO Y REPARACIÓN DE NUEVOS SECTORES INESTABLES DE LA CARRETERA: QUINUA - SAN FRANCISCO; TRAMO 2,Concurso Público,0,0,20419183220,CONSORCIO VIAL TUTUMBARO,709096," ARENAS DAMIAN JUAN ALFONSO, BONZANO HINOSTROZA KETTY MARIBEL, LAREDO REYNA JORGE ALEJANDRO, MARTINEZ ORE GUISELA, MONTAÑEZ ALBA EMERSON SEVERINO, Rivas Durán Ezequiel",20,2067605,072-2021-MTC/20.2,2477357.77,2752619.74,2477357.77
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-682536-2050524-138320,39,Consultoría de Obra,138320,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PATAHUASI - YAURI - SICUANI; TRAMO: COLPAHUAYO - LANGUI,Concurso Público,0,0,20552233787,TEC-CUATRO S.A.  - SUCURSAL PERU,682536," ALFARO CARBAJAL FLOR ALEXANDRA, CHAFLOQUE LLAGAS JOSE MARIA, PACHECO MACEDO JOSE CARLOS, SALDARRIAGA JARA KATIA JOSELIN, SANTIAGO MELENDEZ ARINIA GLADYS, SOTELO GUILLEN ALVARO ALONSO",144,2050524,045-2021-MTC/20.2,3043955.25,3382172.49,3073365.44
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-686773-2058157-138320,6,Obra,138320,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PATAHUASI - YAURI - SICUANI; TRAMO: COLPAHUAYO - LANGUI,Licitación Pública,0,0,20108736659,CONSORCIO VIAL WARI,686773," BULLON CHURAMPI JOEL EDILBERTO, CHAFLOQUE LLAGAS JOSE MARIA, HUAPAYA AMES MIGUEL ANGEL, RAMOS COPA EDO ALFREDO, SANTON MEZA EMERSON JUNIOR, Vargas Guevara Jeanett Brígida",34,2058157,056-2021-MTC/20.2,24984698.12,27760775.67,25169769.95
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2027711-3876-686773-2058157-138320,6,Obra,138320,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PATAHUASI - YAURI - SICUANI; TRAMO: COLPAHUAYO - LANGUI,Licitación Pública,0,0,20475927550,IPESA HYDRO S.A.(*),686773," BULLON CHURAMPI JOEL EDILBERTO, CHAFLOQUE LLAGAS JOSE MARIA, HUAPAYA AMES MIGUEL ANGEL, RAMOS COPA EDO ALFREDO, SANTON MEZA EMERSON JUNIOR, Vargas Guevara Jeanett Brígida",63,2058157,056-2021-MTC/20.2,24984698.12,27760775.67,25169769.95
2029683,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2029683-3527-639021-2017003-43642,1,Obra,43642,MEJORAMIENTO DE LA CARRETERA CARHUAMAYO - PAUCARTAMBO - EL MILAGRO - LLAUPI - OXAPAMPA TRAMO II KM 37 MAS 00 AL KM 45 MAS 300,Licitación Pública,0,0,20489730864,CONSTRUCTORA Y MINERA GOLDEN SOCIEDAD ANONIMA CERRADA(*),639021," ARIAS  AVILA VICTOR MANUEL, BARRAZA CHIRINOS JULIO CESAR, PINTO ESPINOZA HECTOR RAUL, PIZARRO LOZANO NEIL EDWIN, RIVERA VARGAS LUIS ANTONIO, ROMAINVILLE ROFFNER HOLGUER",171,2017003,0041-2020-G.R.PASCO/GGR,3195327.35,3260538.12,3108379.67
2029683,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2029683-3527-639021-2017003-43642,1,Obra,43642,MEJORAMIENTO DE LA CARRETERA CARHUAMAYO - PAUCARTAMBO - EL MILAGRO - LLAUPI - OXAPAMPA TRAMO II KM 37 MAS 00 AL KM 45 MAS 300,Licitación Pública,0,0,20539211162,CONSORCIO VIAL PERU ,639021," ARIAS  AVILA VICTOR MANUEL, BARRAZA CHIRINOS JULIO CESAR, PINTO ESPINOZA HECTOR RAUL, PIZARRO LOZANO NEIL EDWIN, RIVERA VARGAS LUIS ANTONIO, ROMAINVILLE ROFFNER HOLGUER",67,2017003,0041-2020-G.R.PASCO/GGR,3195327.35,3260538.12,3108379.67
2029683,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2029683-3527-659859-2026271-43642,9,Consultoría de Obra,43642,MEJORAMIENTO DE LA CARRETERA CARHUAMAYO - PAUCARTAMBO - EL MILAGRO - LLAUPI - OXAPAMPA TRAMO II KM 37 MAS 00 AL KM 45 MAS 300,Adjudicación Simplificada,0,0,10199424039,TOVAR HUANCA ELMER RAUL,659859,NULL,94,2026271,CONTRATO N°0064-2020-G.R.PASCO/GGR,117379.37,130421.52,117379.37
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-668776-2030828-124333,4,Consultoría de Obra,124333,AFIANZAMIENTO DEL RESERVORIO POECHOS - SECTOR HIDRAULICO CHIRA PIURA - II ETAPA,Adjudicación Simplificada,0,0,20600891317,CHANGJIANG INSTITUTE OF SURVEY; PLANNING; DESIGN AND RESEARCH SUCURSAL DEL PERU,668776," ABRAMONTE PEREZ CESAR AUGUSTO, CHUQUIHUANGA YANAYACO JOSE LUIS, ESCOBEDO REYNA HAROLDO, PURIZACA CABRERA CESAR ADRIAN, ROJAS QUISPE SEGUNDO MANUEL, ROMAN HOLGUIN HENRY DAVID",137,2030828,14,1784534.57,1802560.17,1784534.57
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-681388-2038499-124333,7,Consultoría de Obra,124333,AFIANZAMIENTO DEL RESERVORIO POECHOS - SECTOR HIDRAULICO CHIRA PIURA - II ETAPA,Adjudicación Simplificada,0,0,20483809051,NORPERUANA DE INGENIEROS S.A.C.,681388," ABRAMONTE PEREZ CESAR AUGUSTO, ARREATEGUI RUIZ EDUARDO ANTONIO, ESCOBEDO REYNA HAROLDO, PALACIOS MEZA CARLOS ANDRES, ROJAS QUISPE SEGUNDO MANUEL, ROMAN HOLGUIN HENRY DAVID",72,2038499,2,282377.52,282377.52,282377.52
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-739392-2098568-77795,2,Consultoría de Obra,77795,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,Concurso Público,0,0,20532076774,H Y H CONSULTORIA EN INGENIERIA Y CONSTRUCCION S.A.C.(*),739392," CARRION UBILLUS JUAN LUIS, CASTILLO CHUMACERO OSCAR ALFREDO, HINSBE UBILLUS JUAN CARLOS, MENA CHUYES PABLO CESAR, QUISPE MOSCOL ADOLFO MATIAS, SANDOVAL JUAREZ MANUEL GREGORIO",170,2098568,015-2021,675635.43,689426.8,638867.89
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-739392-2098568-77795,2,Consultoría de Obra,77795,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,Concurso Público,0,0,20602336876,CONSORCIO SUPERVISOR 3A,739392," CARRION UBILLUS JUAN LUIS, CASTILLO CHUMACERO OSCAR ALFREDO, HINSBE UBILLUS JUAN CARLOS, MENA CHUYES PABLO CESAR, QUISPE MOSCOL ADOLFO MATIAS, SANDOVAL JUAREZ MANUEL GREGORIO",166,2098568,015-2021,675635.43,689426.8,638867.89
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-828169-2142140-77795,2,Obra,77795,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,Licitación Pública,0,0,20357499691,PRONTE INGENIEROS SOCIEDAD ANONIMA CERRADA - PRONTE S.A.C.,828169," CARRION UBILLUS JUAN LUIS, GASTELO VILLANUEVA CARLOS ENRIQUE, HINSBE UBILLUS JUAN CARLOS, MENA CHUYES PABLO CESAR, ROJAS QUISPE SEGUNDO MANUEL, UMBO GARCIA JHON",32,2142140,22,24448481.93,24653931.36,24448481.93
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-834037-2149486-77795,5,Consultoría de Obra,77795,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,Concurso Público,0,0,20532076774,H & H CONSULTORIA EN INGENIERIA Y CONSTRUCCION S.A.C.(*),834037," CARRION UBILLUS JUAN LUIS, GASTELO VILLANUEVA CARLOS ENRIQUE, HINSBE UBILLUS JUAN CARLOS, MENA CHUYES PABLO CESAR, ROJAS QUISPE SEGUNDO MANUEL, UMBO GARCIA JHON",170,2149486,CONTRATO Nº 023/ 2022-GRP-PECHP-406000,1084351.69,1109426.91,1055019.75
2031000,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2031000-14583-834037-2149486-77795,5,Consultoría de Obra,77795,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA,Concurso Público,0,0,20602336876,CONSORCIO SUPERVISOR POECHOS,834037," CARRION UBILLUS JUAN LUIS, GASTELO VILLANUEVA CARLOS ENRIQUE, HINSBE UBILLUS JUAN CARLOS, MENA CHUYES PABLO CESAR, ROJAS QUISPE SEGUNDO MANUEL, UMBO GARCIA JHON",166,2149486,CONTRATO Nº 023/ 2022-GRP-PECHP-406000,1084351.69,1109426.91,1055019.75
2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055893-48520-491374-2130802-12346,4,Consultoría de Obra,12346,OBRA: CONSTRUCCION DE LA VIA COSTA VERDE - TRAMO CALLAO,Contratación Directa,0,0,20538025918,ASISTENCIA TECNICA Y JURIDICA CONSULTORES SL,491374,NULL,148,2130802,039-2018-GOBIERNO REGIONAL DEL CALLAO,2328582.5,2328582.5,2328582.5
2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055893-48520-680485-2044147-118093,37,Consultoría de Obra,118093,PROTECCIÓN DEL TALUD SUPERIOR DE LA COSTA VERDE TRAMO CALLAO Código Unificado 2055893,Adjudicación Simplificada,0,0,10098008875,CONSORCIO SUPERVISOR SAN JOSE,680485," ALOR CHINGA ALDO ALONSO, BARDALES FLORES MIGUEL ANGEL, BRUNO CASTILLO EDUARDO ADOLFO, CASTAÑEDA VIA VÍCTOR, DONATO VILLEGAS CARLOS TITO, ESPINOZA CALDERON ANTHONY IVAN, INCISO MORALES WILFREDO FERMIN, MARTINEZ GAVANCHO JESUS ANDDY, MAYOR SANTOS IVAN MAXIMO, RAMOS GARCIA FREDDY, RAVELLO  REYES JENNY SILVANA, VARGAS ALCANTARA FIDEL CARLOS, VIDAL OLIVERA JORGE JAVIER",19,2044147,CONTRATO 009-2021-GOBIERNO REGIONAL DEL CALLAO,519312.78,577014.2,533738.14
2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055893-48520-680485-2044147-118093,37,Consultoría de Obra,118093,PROTECCIÓN DEL TALUD SUPERIOR DE LA COSTA VERDE TRAMO CALLAO Código Unificado 2055893,Adjudicación Simplificada,0,0,20573333081,CONSORCIO SUPERVISOR SAN JOSE,680485," ALOR CHINGA ALDO ALONSO, BARDALES FLORES MIGUEL ANGEL, BRUNO CASTILLO EDUARDO ADOLFO, CASTAÑEDA VIA VÍCTOR, DONATO VILLEGAS CARLOS TITO, ESPINOZA CALDERON ANTHONY IVAN, INCISO MORALES WILFREDO FERMIN, MARTINEZ GAVANCHO JESUS ANDDY, MAYOR SANTOS IVAN MAXIMO, RAMOS GARCIA FREDDY, RAVELLO  REYES JENNY SILVANA, VARGAS ALCANTARA FIDEL CARLOS, VIDAL OLIVERA JORGE JAVIER",168,2044147,CONTRATO 009-2021-GOBIERNO REGIONAL DEL CALLAO,519312.78,577014.2,533738.14
2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055893-48520-764309-2091884-118093,6,Obra,118093,PROTECCIÓN DEL TALUD SUPERIOR DE LA COSTA VERDE TRAMO CALLAO Código Unificado 2055893,Contratación Directa,0,0,20296637697,BIDDLE INC S.A.C.(*),764309,NULL,133,2091884,054-2021-GRC,116308466,116327265.1,116308466
2055893,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055893-48520-764309-2091884-118093,6,Obra,118093,PROTECCIÓN DEL TALUD SUPERIOR DE LA COSTA VERDE TRAMO CALLAO Código Unificado 2055893,Contratación Directa,0,0,20602979173,CONSORCIO VIAL CALLAO,764309,NULL,74,2091884,054-2021-GRC,116308466,116327265.1,116308466
2055915,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055915-51611-480274-2128869-1985,43,Consultoría de Obra,1985,MEJORAMIENTO DE LA CARRETERA AZANGARO - SAYTOCOCHA - SANDIA - SAN JUAN DEL ORO; TRAMO II: MUÑANI - SAYTOCOCHA,Adjudicación Simplificada,0,0,10267161823,RODRIGUEZ PAJARES WILLIAM FREDY(*),480274," ARIAS MORMONTOY ELVIN CASIMIRO, CATACORA PEÑARANDA CESAR, GUTIERREZ MAMANI JAIME RONALD, MAMANI ARIAS OSWALDO, uscamyata mamani edwin ATANACIO, YANQUI QUISPE RONALD EDSON",103,2128869,CONTRATO N° 083-2018-AS-GRP,210106.3,233451.44,210106.3
2055915,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055915-51611-480274-2128869-1985,43,Consultoría de Obra,1985,MEJORAMIENTO DE LA CARRETERA AZANGARO - SAYTOCOCHA - SANDIA - SAN JUAN DEL ORO; TRAMO II: MUÑANI - SAYTOCOCHA,Adjudicación Simplificada,0,0,10267226933,SUPERVISOR SAYTOCOHA,480274," ARIAS MORMONTOY ELVIN CASIMIRO, CATACORA PEÑARANDA CESAR, GUTIERREZ MAMANI JAIME RONALD, MAMANI ARIAS OSWALDO, uscamyata mamani edwin ATANACIO, YANQUI QUISPE RONALD EDSON",347,2128869,CONTRATO N° 083-2018-AS-GRP,210106.3,233451.44,210106.3
2055915,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2055915-51611-480274-2128869-1985,43,Consultoría de Obra,1985,MEJORAMIENTO DE LA CARRETERA AZANGARO - SAYTOCOCHA - SANDIA - SAN JUAN DEL ORO; TRAMO II: MUÑANI - SAYTOCOCHA,Adjudicación Simplificada,0,0,10434381288,SUPERVISOR SAYTOCOHA,480274," ARIAS MORMONTOY ELVIN CASIMIRO, CATACORA PEÑARANDA CESAR, GUTIERREZ MAMANI JAIME RONALD, MAMANI ARIAS OSWALDO, uscamyata mamani edwin ATANACIO, YANQUI QUISPE RONALD EDSON",76,2128869,CONTRATO N° 083-2018-AS-GRP,210106.3,233451.44,210106.3
2058698,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2058698-10447-724030-2079272-146037,28,Consultoría de Obra,146037,Rehabilitación y Mejoramiento de la Carretera Chongoyape - Cochabamba - Cajamarca; Tramo Cochabamba - Chota - Tramo Hualgayoc - Dv; Yanacocha,Concurso Público,0,0,20549322434,PYUNGHWA ENGINEERING CONSULTANTS LTDA SUCURSAL DEL PERU,724030," Cordova Chihuan Milagros Tomasa, MACEDO AYCAY VICTOR OSCAR, RIVEROS ESQUIVEL EDILBERTO SANTIAGO, Salcedo Vasquez Hugo Raul, SALDARRIAGA JARA KATIA JOSELIN, YTURRY GARNICA ALEX MAURICIO",81,2079272,101-2021-MTC/20.2,4586245.83,5095828.69,4586245.83
2058733,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2058733-3272-671673-2032849-127408,16,Consultoría de Obra,127408,CONSTRUCCION Y MEJORAMIENTO CARRETERA CAMANA - DV.QUILCA - MATARANI - ILO - TACNA,Concurso Público,0,0,20101345018,HOB CONSULTORES S.A.,671673," ALFARO CARBAJAL FLOR ALEXANDRA, ALVARES ZANELLI JORGE LUIS, CCORIMANYA ALMANZA FIORELA, Cotos Perez Hugo Antonio, FLORES GUILLEN EDER FRANKLIN, SANTON MEZA EMERSON JUNIOR",142,2032849,100-2020-MTC/20.2,1162070.85,1291189.83,1162070.85
2066003,INDUSTRIA; COMERCIO Y SERVICIOS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2066003-61210-621692-2000183-111277,1,Consultoría de Obra,111277,CONSTRUCCIÓN DEL PABELLÓN B3 - PAVIMENTACIÓN EN EL GRAN MERCADO MAYORISTA DE LIMA,Concurso Público,0,0,20425954114,SIGRAL S.A.,621692," ALVARADO GUEVARA CRISTIAN, ECHEVARRIA ORTIZ WALTER ALBERTO, FERNANDEZ VIEIRA JOSE LENIN, LLACTAHUAMAN CARDENAS ROCIO BEATRIZ, LOPEZ RODRIGUEZ HEIDI IBELKA DANAE, PEREZ URIBE JOE, TANCHIVA ROJAS OSCAR EDUARDO",157,2000183,07-GAL-EMMSA-2020,542831.85,603146.49,542831.85
2066003,INDUSTRIA; COMERCIO Y SERVICIOS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2066003-61210-624590-2127532-111275,4,Consultoría de Obra,111275,CONSTRUCCIÓN DEL PABELLÓN B2 - PAVIMENTACIÓN EN EL GRAN MERCADO MAYORISTA DE LIMA,Concurso Público,0,0,10011217104,CONSORCIO CONSULTOR B3,624590," ALVARADO GUEVARA CRISTIAN, ECHEVARRIA ORTIZ WALTER ALBERTO, FERNANDEZ VIEIRA JOSE LENIN, LLACTAHUAMAN CARDENAS ROCIO BEATRIZ, LOPEZ RODRIGUEZ HEIDI IBELKA DANAE, MANSILLA FERNANDEZ DENIS, PEÑA RUIZ JUAN MIGUEL, PEREZ URIBE JOE",49,2127532,040-2022-EMMSA-GAJ,337313.81,625069.03,562562.15
2066003,INDUSTRIA; COMERCIO Y SERVICIOS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2066003-61210-624590-2127532-111275,4,Consultoría de Obra,111275,CONSTRUCCIÓN DEL PABELLÓN B2 - PAVIMENTACIÓN EN EL GRAN MERCADO MAYORISTA DE LIMA,Concurso Público,0,0,10053721350,PEÑA CORAL FERNANDO(*),624590," ALVARADO GUEVARA CRISTIAN, ECHEVARRIA ORTIZ WALTER ALBERTO, FERNANDEZ VIEIRA JOSE LENIN, LLACTAHUAMAN CARDENAS ROCIO BEATRIZ, LOPEZ RODRIGUEZ HEIDI IBELKA DANAE, MANSILLA FERNANDEZ DENIS, PEÑA RUIZ JUAN MIGUEL, PEREZ URIBE JOE",137,2127532,040-2022-EMMSA-GAJ,337313.81,625069.03,562562.15
2066003,INDUSTRIA; COMERCIO Y SERVICIOS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2066003-61210-624590-2127532-111275,4,Consultoría de Obra,111275,CONSTRUCCIÓN DEL PABELLÓN B2 - PAVIMENTACIÓN EN EL GRAN MERCADO MAYORISTA DE LIMA,Concurso Público,0,0,20546593186,CONSULTORA PERUANA DE INGENIERIA S.A.C.,624590," ALVARADO GUEVARA CRISTIAN, ECHEVARRIA ORTIZ WALTER ALBERTO, FERNANDEZ VIEIRA JOSE LENIN, LLACTAHUAMAN CARDENAS ROCIO BEATRIZ, LOPEZ RODRIGUEZ HEIDI IBELKA DANAE, MANSILLA FERNANDEZ DENIS, PEÑA RUIZ JUAN MIGUEL, PEREZ URIBE JOE",133,2127532,040-2022-EMMSA-GAJ,337313.81,625069.03,562562.15
2077939,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2077939-43531-811740-2121350-69425,1,Consultoría de Obra,69425,AMPLIACION DE LA PRESA ANCASCOCHA Y AFIANZAMIENTO DEL VALLE DE YAUCA (AYACUCHO Y AREQUIPA),Contratación Directa,0,0,20557000012,PROYECTO VERDE ASESORES Y CONSULTORES S.A.C.,811740,NULL,101,2121350,CONTRATO N 019-2022-GRA-PRIDER-DG,363440,363440,363440
2078482,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2078482-65891-770982-2103149-33681,7,Consultoría de Obra,33681,LOTE 1. PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES; CAMARAS DE BOMBEO; LINEAS DE IMPULSION Y DISPOSICION FINAL,Concurso Público,0,0,10409229331,CONSORCIO LA PLOMADA,770982," ACOSTA NUNES GINO PAOLO, AVILA MANRIQUE VICTOR ENRIQUE, CASADO ZUMAETA RAUL, ROJAS REATEGUI CARLOS ROLANDO, SANCHEZ LINARES EDINSON CALIXTO, VALCARCEL LACHE MARCO ANTONIO",44,2103149,CONTRATO N° 005-2022-GRL-OPIPP-DE,533634.47,574348.37,533634.47
2078482,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2078482-65891-770982-2103149-33681,7,Consultoría de Obra,33681,LOTE 1. PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES; CAMARAS DE BOMBEO; LINEAS DE IMPULSION Y DISPOSICION FINAL,Concurso Público,0,0,20528217207,JACK RANDY CONSULTORES E.I.R.L.(*),770982," ACOSTA NUNES GINO PAOLO, AVILA MANRIQUE VICTOR ENRIQUE, CASADO ZUMAETA RAUL, ROJAS REATEGUI CARLOS ROLANDO, SANCHEZ LINARES EDINSON CALIXTO, VALCARCEL LACHE MARCO ANTONIO",64,2103149,CONTRATO N° 005-2022-GRL-OPIPP-DE,533634.47,574348.37,533634.47
2080694,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2080694-77545-661992-2038656-134497,7,Obra,134497,MEJORAMIENTO INTEGRAL Y SUSTENTABLE DE LOS SERVICIOS DE TRANSPORTE PUBLICO EN LA CIUDAD DE AREQUIPA; CORRESPONDIENTE AL COMPONENTE N°1 ADECUADO MANTENIMIENTO Y MOBILIARIO URBANO; ACTIVIDAD N°3 INVOLUCRA LA CONSTRUCCIÓN DE PARADEROS,Licitación Pública,0,0,20100209137,OSCAR MANUEL DELGADO PUENTE DE LA VEGA S .C.R.L.(*),661992," BEGAZO VILLEGAS GELBER ANTONIO, BERRIOS CLAVERIAS CESAR PIERRE, FLORES ENRIQUES FANNY JANE, PINTO SALAS EDWARD JESUS, SONCCO VILCA WILFREDO, ZEA DIAZ JOSE ANTONIO",69,2038656,001-2021-MPA,12264930.67,12431512.94,11726646.17
2080694,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2080694-77545-661992-2038656-134497,7,Obra,134497,MEJORAMIENTO INTEGRAL Y SUSTENTABLE DE LOS SERVICIOS DE TRANSPORTE PUBLICO EN LA CIUDAD DE AREQUIPA; CORRESPONDIENTE AL COMPONENTE N°1 ADECUADO MANTENIMIENTO Y MOBILIARIO URBANO; ACTIVIDAD N°3 INVOLUCRA LA CONSTRUCCIÓN DE PARADEROS,Licitación Pública,0,0,20498274669,CONSORCIO VIRGEN DE LA CANDELARIA -SIT,661992," BEGAZO VILLEGAS GELBER ANTONIO, BERRIOS CLAVERIAS CESAR PIERRE, FLORES ENRIQUES FANNY JANE, PINTO SALAS EDWARD JESUS, SONCCO VILCA WILFREDO, ZEA DIAZ JOSE ANTONIO",12,2038656,001-2021-MPA,12264930.67,12431512.94,11726646.17
