Experimento,Macro F1,Balanced Acc,Weighted F1,Accuracy,CV Macro F1,CV ± std,# Features,Notas
Baseline (RF_baseline),0.5938842203548086,0.5641547049441786,0.6356223297399768,0.6515151515151515,0.5861598064379032,0.05220315852046247,77,"Baseline — RF, 77 feat, class_weight=balanced"
Var1 (LGBM_v1),0.5523809523809524,0.5308213716108453,0.5916305916305917,0.5909090909090909,0.5287532891944657,0.047000534185130755,77,Cambio: algoritmo RF → LightGBM
Var2 (RF_feat_v2),0.5938842203548086,0.5641547049441786,0.6356223297399768,0.6515151515151515,0.5861598064379032,0.05220315852046247,77,Cambio: eliminar features con >10% nulos
