COD_UNICO,IDENTIFICADOR_OBRA,CODIGO_OBRA,OBRA_RIESGO_DESC,OBRA_RIESGO,NOMBRE_OBRA
2506324,2506324-2506324-781513-2101534-157698,157698,Sin Riesgo,0,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCIÓN FRENTE A INUNDACIONES EN LA CUENCA DEL RIO OLMOS; EN 27 CENTROS POBLADOS EN LOS DISTRITOS DE OLMOS; JAYANCA Y HUARMACA EN LA PROVINCIA DE LAMBAYEQUE DEL DEPARTAMENTO DE LAMBAYEQUE Y LA PROVINCIA DE HUANCABAMBA DEL DEPARTAMENTO DE PIURA
2508148,2508148-2508148-718827-2059561-145003,145003,Bajamente Riesgosa,1,CREACION DE LOS SERVICIOS DE PROTECCIÓN CONTRA INUNDACIONES DE LAS AGUAS DE LAS AVENIDAS DE LA CUENCA DE LA QUEBRADA EL LEÓN EN LOS DISTRITOS DE LA ESPERANZA Y HUANCHACO DE LA  PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD - PAQUETE C1
2509330,2509330-2509330-835772-2149848-168500,168500,Medianamente Riesgosa,2,CREACION DEL SERVICIO DE AGUA PARA RIEGO EN LAS COMISIONES DE USUARIOS DE CAIRANI; HUANUARA; QUILAHUANI Y DISTRITO DE CANDARAVE - PROVINCIA DE CANDARAVE - DEPARTAMENTO DE TACNA
2510582,2510582-2510582-794558-2121907-142752,142752,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA EMP-1NR(YAPATERA)-FATIMA-CHAPICA EL CARMELO- PALO BLANCO-CHILILIQUE ALTO (SALIDA)-PLATANAL ALTO-PAMPA DE RAMADA-HUASIPE-LIMON-TUCAQUE-MASTRANTE-FRIAS; DISTRITO DE FRIAS; DEL DISTRITO DE CHULUCANAS; LAS PROVINCIAS DE MORROPON Y AYABACA DEL DEPARTAMENTO DE PIURA
2510582,2510582-2510582-795515-2115293-142752,142752,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA EMP-1NR(YAPATERA)-FATIMA-CHAPICA EL CARMELO- PALO BLANCO-CHILILIQUE ALTO (SALIDA)-PLATANAL ALTO-PAMPA DE RAMADA-HUASIPE-LIMON-TUCAQUE-MASTRANTE-FRIAS; DISTRITO DE FRIAS; DEL DISTRITO DE CHULUCANAS; LAS PROVINCIAS DE MORROPON Y AYABACA DEL DEPARTAMENTO DE PIURA
2511978,2511978-2511978-715875-2057224-141280,141280,Sin Riesgo,0,RECUPERACIÓN DE LOS SERVICIOS DE SALUD DEL HOSPITAL APOYO CASMA II-1; DISTRITO DE CASMA; PROVINCIA CASMA; REGIÓN ANCASH
2512108,2512108-2512108-719115-2070204-142870,142870,Medianamente Riesgosa,2,CREACION DEL SERVICIO EDUCATIVO EN LOS NIVELES INICIAL; PRIMARIA Y SECUNDARIA DE LA I.E. GRAN UNIDAD ESCOLAR MAJES; EN EL MODULO E DE CIUDAD MAJES DEL DISTRITO DE MAJES - PROVINCIA DE CAYLLOMA - DEPARTAMENTO DE AREQUIPA
2524692,2524692-2524692-838734-2137079-168881,168881,Sin Riesgo,0,MEJORAMIENTO Y AMPLIACION DE SERVICIO DE PROTECCION ANTE AVENIDAS EXTREMAS EN LA QUEBRADA CANSAS/CHANCHAJALLA DE LOS SECTORES LOS ROSALES; LA TINGUIÑA Y CHANCHAJALLA DEL DISTRITO DE LA TINGUIÑA - PROVINCIA DE ICA - DEPARTAMENTO DE ICA
2525415,2525415-2525415-850175-2170878-171833,171833,Extremadamente Riesgosa,4,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS NUEVAS HABILITACIONES DEL ESQUEMA ÑAÑA DEL DISTRITO DE LURIGANCHO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA
2525415,2525415-2525415-864537-2169921-171833,171833,Extremadamente Riesgosa,4,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS NUEVAS HABILITACIONES DEL ESQUEMA ÑAÑA DEL DISTRITO DE LURIGANCHO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA
2525722,2525722-2525722-907015-2199913-502191,502191,Medianamente Riesgosa,2,CREACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL PAPA FRANCISCO DE MANCHAY; DISTRITO DE PACHACAMAC - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA
2525796,2525796-2525796-807059-2115965-162538,162538,Sin Riesgo,0,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCIÓN ANTE INUNDACIONES Y MOVIMIENTO DE MASAS EN LA QUEBRADA HUAYCOLORO; DISTRITO DE SAN ANTONIO - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA
2526257,2526257-2526257-787803-2120506-157638,157638,Extremadamente Riesgosa,4,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD ESPECIALIZADOS DEL HOSPITAL REGIONAL DE LORETO ''FELIPE ARRIOLA IGLESIAS''EN EL DISTRITO DE PUNCHANA -PROVINCIA DE MAYNAS -DEPARTAMENTO DE LORETO
2526257,2526257-2526257-818891-2141124-157638,157638,Extremadamente Riesgosa,4,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD ESPECIALIZADOS DEL HOSPITAL REGIONAL DE LORETO ''FELIPE ARRIOLA IGLESIAS''EN EL DISTRITO DE PUNCHANA -PROVINCIA DE MAYNAS -DEPARTAMENTO DE LORETO
2527677,2527677-2527677-933478-2201070-505394,505394,Sin Riesgo,0,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCION FRENTE A INUNDACIONES EN AMBAS MARGENES DEL RIO CHANCAY - TRAMO PUENTE SAN CARLOS - DISTRITO DE LLAMA - DEPARTAMENTO DE CAJAMARCA ; HASTA LA DESEMBOCADURA DEL MAR EN LOS DISTRITOS DE ETEN ; CHONGOYAPE ; MONSEFU ; PATAPO ; POMALCA ; PUCALA ; REQUE ; SAÑA ; TUMAN - 9 DISTRITOS DE LA PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE
2530648,2530648-2530648-798195-2131672-151347,151347,Medianamente Riesgosa,2,AMPLIACIÓN DE LA ELECTRIFICACIÓN RURAL EN LAS PROVINCIAS DE DATEM DEL MARAÑON Y LORETO; REGIÓN LORETO
2530648,2530648-2530648-873095-2175081-151347,151347,Sin Riesgo,0,AMPLIACIÓN DE LA ELECTRIFICACIÓN RURAL EN LAS PROVINCIAS DE DATEM DEL MARAÑON Y LORETO; REGIÓN LORETO
2532678,2532678-2532678-818927-2123971-164917,164917,Bajamente Riesgosa,1,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL INTEGRAL DE LA CIUDAD DE SULLANA BELLAVISTA EN LOS DISTRITOS DE SULLANA Y BELLAVISTA DE LA  PROVINCIA DE SULLANA DEPARTAMENTO DE PIURA
2532763,2532763-2532763-829462-2130739-166726,166726,Bajamente Riesgosa,1,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL INTEGRAL DE LA CIUDAD DE TALARA DEL DISTRITO DE PARIÑAS - PROVINCIA DE TALARA - DEPARTAMENTO DE PIURA
2534855,2534855-2534855-779529-2122319-157262,157262,Extremadamente Riesgosa,4,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO CELENDIN DEL DISTRITO DE CELENDIN - PROVINCIA DE CELENDIN - DEPARTAMENTO DE CAJAMARCA
2534855,2534855-2534855-803552-2122374-157262,157262,Extremadamente Riesgosa,4,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO CELENDIN DEL DISTRITO DE CELENDIN - PROVINCIA DE CELENDIN - DEPARTAMENTO DE CAJAMARCA
2539202,2539202-2539202-880875-2170206-179053,179053,Sin Riesgo,0,CREACION DEL SERVICIO DE DRENAJE PLUVIAL EN EL AMBITO URBANO DE 5 DISTRITOS DE LA PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD
2539902,2539902-2539902-779518-2119958-157263,157263,Extremadamente Riesgosa,4, MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL JOSE SOTO CADENILLAS DE CHOTA; DISTRITO DE CHOTA - PROVINCIA DE CHOTA - DEPARTAMENTO DE CAJAMARCA
2539902,2539902-2539902-789743-2119072-157263,157263,Extremadamente Riesgosa,4, MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL JOSE SOTO CADENILLAS DE CHOTA; DISTRITO DE CHOTA - PROVINCIA DE CHOTA - DEPARTAMENTO DE CAJAMARCA
2540449,2540449-2540449-804591-2127248-161130,161130,Extremadamente Riesgosa,4,MEJORAMIENTO DEL CANAL DE IRRIGACION  IRCHIM  DESDE EL KM 0 000 AL KM 40 100; ÁMBITO DEL P.E. CHINECAS EN EL  DISTRITO DE CHIMBOTE; PROVINCIA DE SANTA; DEPARTAMENTO DE ANCASH
2542271,2542271-2542271-881598-2170756-179057,179057,Sin Riesgo,0,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL DE LA CIUDAD DE PAITA DEL DISTRITO DE PAITA - PROVINCIA DE PAITA - DEPARTAMENTO DE PIURA
2542639,2542639-2542639-882742-2171762-179281,179281,Sin Riesgo,0,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL URBANO EN LOS CENTROS POBLADOS DE TUMBES Y PUEBLO NUEVO; EN LOS DISTRITOS DE TUMBES Y CORRALES DE LA PROVINCIA DE TUMBES - DEPARTAMENTO DE TUMBES
2545188,2545188-2545188-881533-2170533-179056,179056,Bajamente Riesgosa,1,CREACION DEL SERVICIO DE DRENAJE PLUVIAL EN EL ÁMBITO URBANO DE 4 DISTRITOS DE LA PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE
2555903,2555903-2555903-896909-2184770-176267,176267,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA TRANSITABILIDAD VIAL INTERURBANA DE LA CARRETERA DEPARTAMENTAL UC-103 EN EL TRAMO NUEVA REQUENA - SAN JOSÉ EN LOS DISTRITOS DE YARINACOCHA Y NUEVA REQUENA DE LA PROVINCIA DE CORONEL PORTILLO - DEPARTAMENTO DE UCAYALI
2560253,2560253-2560253-872989-2168467-176993,176993,Extremadamente Riesgosa,4,RECONSTRUCCIÓN DEL HOSPITAL DE APOYO SAUL GARRIDO ROSILLO II-1; DISTRITO DE TUMBES - PROVINCIA DE TUMBES - DEPARTAMENTO DE TUMBES
2560253,2560253-2560253-873027-2175066-176993,176993,Extremadamente Riesgosa,4,RECONSTRUCCIÓN DEL HOSPITAL DE APOYO SAUL GARRIDO ROSILLO II-1; DISTRITO DE TUMBES - PROVINCIA DE TUMBES - DEPARTAMENTO DE TUMBES
