COD_UNICO,NOMBRE_INVERSION,MONTO_VIABLE,SECTOR,ETAPA_PROYECTO,PROYECTO_RIESGO,PROYECTO_RIESGO_DESC,GOBIERNO,TotalControlPrevio,TotalControlSimultaneo,TotalControlPosterior,DEPARTAMENTO,PROVINCIA,DISTRITO,ESTADO_PROYECTO,ESTADO_CUBIERTO,PIM,EJECUTADO
2177209,MEJORAMIENTO DE LA CARRETERA HUANUCO-CONOCOCHA; SECTOR: HUANUCO-LA UNION-HUALLANCA; RUTA PE-3N,1374230843,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,279864517,135546678.7
2184659,CONSTRUCCION DEL SISTEMA DE IRRIGACION EN  LOS SECTORES DE ALTO KITENI; SANTA MARTA; KAMONASHIARI; PROGRESO Y KINCURI - KITENI; DISTRITO DE ECHARATE - LA CONVENCION - CUSCO,127531182,ENERGIA Y RECURSOS MINERALES,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO LOCAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,0,0
2186942,INSTALACION DEL SERVICIO DE READAPTACION SOCIAL EN EL NUEVO ESTABLECIMIENTO PENITENCIARIO DE ICA; DISTRITO DE SANTIAGO; PROVINCIA DE ICA; DEPARTAMENTO DE ICA,269713507,COMUNICACIONES,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,1,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,CUBIERTO,13901152,11591507.31
2188537,AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DEL ASTILLERO DEL ARSENAL NAVAL DE LA MARINA DE GUERRA DEL PERU EN LA BASE NAVAL DEL CALLAO,383727438,AGRARIA,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,17425545,9759728.58
2192415,MEJORAMIENTO DEL SERVICIO DE FISCALIZACION PARA EL ORDENAMIENTO DEL TRANSPORTE URBANO EN LOS PRINCIPALES EJES CORREDORES COMPLEMENTARIOS; CORREDORES DE INTEGRACION EN LIMA METROPOLITANA; PROVINCIA DE LIMA - LIMA,298786070,TRABAJO,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO LOCAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,31117443,0
2194716,MEJORAMIENTO DE LA EFECTIVIDAD DEL CONTROL TRIBUTARIO Y ADUANERO DEL UNIVERSO DE ADMINISTRADOS A NIVEL NACIONAL,171967965,ADMINISTRACION Y PLANEAMIENTO,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,33052416,1184969.82
2193999,MEJORAMIENTO Y AMPLIACIÓN DE LA CAPACIDAD OPERATIVA Y LOGÍSTICA DE LA BASE AERONAVAL DEL CALLAO,250988161,AGRARIA,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,1,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,CUBIERTO,17173498,11612488.96
2197249,MEJORAMIENTO DEL SERVICIO DE PATRULLAJE EN EL AREA URBANA EN 17 DEPARTAMENTOS,255876602,ASISTENCIA Y PREVISION SOCIAL,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,16372800,0
2195497,MEJORAMIENTO Y REGULACIÓN PARA EL SISTEMA DE RIEGO DEL VALLE DEL RÍO ZANA; DISTRITOS DE LAGUNAS; ZANA; CAYALTÍ; NUEVA ARICA;  DISTRITO DE OYOTUN - PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE,685192945,AGROPECUARIA,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,LAMBAYEQUE,CHICLAYO,OYOTUN,NO PARALIZADA,NO CUBIERTO,20348534,12701009.5
2230327,MEJORAMIENTO DE LA CARRETERA HUANCARANI - PAUCARTAMBO PROVINCIA DE PAUCARTAMBO; DEPARTAMENTO DEL CUSCO,136973204,TRABAJO,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,487295,91375.11
2234980,MEJORAMIENTO REHABILITACIÓN Y CONSTRUCCIÓN DE LA CARRETERA PUENTE EL CUMBIL- SANTA CRUZ  DE SUCCHABAMBA ¿ CHANCAY BAÑOS - EMP.  RUTA PE-3N (TUNEL CHOTANO) DISTRITO DE CATACHE - DISTRITO DE CHANCAYBAÑOS - DISTRITO DE SANTA CRUZ - PROVINCIA DE SANTA CRUZ - REGIÓN CAJAMARCA,810534753,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,NO PARALIZADA,NO CUBIERTO,315306,0
2234982,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA CHAGUAL - TAYABAMBA - PUENTE HUACRACHUCO,756709525,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,2895437,1016527.02
2234983,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA DV. CERRO DE PASCO - TINGO MARIA,2030678206,TRABAJO,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,2811570,174483.8
2234988,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA PALLASCA - MOLLEPATA - MOLLEBAMBA - SANTIAGO DE CHUCO EMPALME RUTA NO 10,498643350,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,1,1,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,CUBIERTO,8127378,2477782.02
2236530,CONSTRUCCION DE LA CARRETERA AYO ANDAMAYO (PROG KM 0+000 A PROG KM 46+249) DISTRITOS DE APLAO Y AYO; PROVINCIA DE CASTILLA - AREQUIPA,175905105,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO LOCAL,0,1,0,AREQUIPA,CASTILLA,AYO,NO PARALIZADA,CUBIERTO,84727417,20193990.3
2256359,MEJORAMIENTO DE LOS SERVICIOS CRITICOS Y DE CONSULTA EXTERNA DEL HOSPITAL NACIONAL PNP LUIS N. SAENZ JESUS MARIA - LIMA - LIMA,292764431,,Fase Ejecución,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,87875,41395
2257430,MEJORAMIENTO DE LA CAPACIDAD DE LOS SISTEMAS DE LA LINEA 1 DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIA DE LIMA; DEPARTAMENTO DE LIMA,1290273175,TRABAJO,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,757493,454943
2250146,INSTALACION DE BANDA ANCHA PARA LA CONECTIVIDAD INTEGRAL Y EL DESARROLLO SOCIAL EN LA REGION AYACUCHO,181523963,TRANSPORTE,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,958389,82609.97
2318534,CONSTRUCCION DE LA VIA DE EVITAMIENTO LA OROYA,398936200,TRABAJO,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,635900,34700
2309493,MEJORAMIENTO DE LA CARRETERA CASMA - HUARAZ - HUARI - HUACAYBAMBA - JIRCAN - TINGO MARIA - MONZON - EMP. PE-18A (TINGO MARIA) POR NIVELES DE SERVICIO,126819148,TRABAJO,Fase Ejecución,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,8084821,0
2273538,INSTALACION DE BANDA ANCHA PARA LA CONECTIVIDAD INTEGRAL Y DESARROLLO SOCIAL DE LA REGION ANCASH,328116427,TRANSPORTE,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,38468114,27024198.25
2282140,AMPLIACION DEL TRAMO NORTE DEL COSAC I DESDE LA ESTACION EL NARANJAL HASTA LA AV. CHIMPU OCLLO; DISTRITOS DE COMAS Y CARABAYLLO; PROVINCIA DE LIMA - LIMA,389328898,TRABAJO,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO LOCAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,98936264,63725810.83
2393340,MEJORAMIENTO CARRETERA EN LOS DISTRITOS DE LANGUI; LAYO Y KUNTURKANKI DE LA  PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO,100303733,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,CUSCO,CANAS,LAYO,NO PARALIZADA,NO CUBIERTO,40048600,12000
2397769,CREACION DE MINI REPRESAMIENTO DE LA QUEBRADA RIO CHOCOS Y MEJORAMIENTO DEL SISTEMA DE RIEGO EN LA LOCALIDAD DE CHOCOS; CENTRO POBLADO DE CHOCOS - DISTRITO DE CHOCOS - PROVINCIA DE YAUYOS - REGIÓN LIMA,204009400,AGROPECUARIA,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO LOCAL,0,0,0,LIMA,YAUYOS,CHOCOS,NO PARALIZADA,NO CUBIERTO,20443,0
2383140,MEJORA DE LA CALIDAD Y PERTINENCIA DE LOS SERVICIOS DE EDUCACIÓN SUPERIOR UNIVERSITARIA Y TECNOLÓGICA A NIVEL NACIONAL,102459411,CULTURA Y DEPORTE,Fase Ejecución,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,27648975,11380014.89
2399586,ESQUEMA ANEXO 22-PAMPA DE JICAMARCA DE CANTO GRANDE - SECTORIZACIÓN Y AMPLIACIÓN  DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO - DISTRITO DE SAN ANTONIO DE HUAROCHIRI,228195146,,Fase Ejecución,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,22040170,20815883.54
2389634,CREACION PUENTE CARRASQUILLO Y ACCESOS  DISTRITO DE MORROPON - PROVINCIA DE MORROPON - DEPARTAMENTO DE PIURA,194408953,TRANSPORTE,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,PIURA,MORROPON,MORROPON,NO PARALIZADA,NO CUBIERTO,64311745,11449239.97
2392866,MEJORAMIENTO DE LA CARRETERA MOLINOPAMPA - PTE. HUAROCHIRI - PASACANCHA - ANDAYMAYO - POMABAMBA - PISCOBAMBA - SAN LUIS - EMP. PE - 14B (HUARI) POR NIVELES DE SERVICIO; UBICADO EN LOS DISTRITOS DE LLUMPA Y PISCOBAMBA DE LA PROVINCIA DE MARISCAL LUZURIAGA - DEPARTAMENTO DE ANCASH,111348147,TRANSPORTE,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,ANCASH,SIHUAS,SIHUAS,NO PARALIZADA,NO CUBIERTO,230961,0
2338279,CREACION DE LA VIA DE EVITAMIENTO EN LA CIUDAD DE JAEN  DISTRITO DE JAEN - PROVINCIA DE JAEN - DEPARTAMENTO DE CAJAMARCA,172077574,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,CAJAMARCA,JAEN,JAEN,NO PARALIZADA,NO CUBIERTO,577400,487685.87
2346750,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL BAMBAMARCA; CENTRO POBLADO DE BAMBAMARCA - DISTRITO DE BAMBAMARCA - PROVINCIA DE HUALGAYOC - REGIÓN CAJAMARCA,113121300,SALUD,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,CAJAMARCA,HUALGAYOC,BAMBAMARCA,NO PARALIZADA,NO CUBIERTO,18931461,9112217.2
2379280,CREACION DEL SERVICIO DE AGUA DEL SISTEMA DE RIEGO QUERQUE EN LAS COMUNIDADES DE CCCOLLANA; CASABLANCA; AYACASI; MERQUEZ Y URAZANA DEL DISTRITO DE VELILLE- CHUMBIVILCAS – CUSCO,227069517,JUSTICIA,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,CUSCO,CHUMBIVILCAS,VELILLE,NO PARALIZADA,NO CUBIERTO,350000,0
2357130,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SOPORTE PARA LA PROVISIÓN DE LOS SERVICIOS A LOS CIUDADANOS Y LAS EMPRESAS A NIVEL NACIONAL,199843789,DEUDA PÚBLICA,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,LIMA,LIMA,MIRAFLORES,NO PARALIZADA,NO CUBIERTO,70450191,32347215.51
2322531,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD MARITZA CAMPOS DÍAZ DEL DISTRITO DE CERRO COLORADO; PROVINCIA DE AREQUIPA; AREQUIPA,112169982,,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO REGIONAL,0,1,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,CUBIERTO,2500809,1409455.44
2326592,MEJORAMIENTO DEL SERVICIO DE AGUA DEL SISTEMA DE RIEGO TULLPACANCHA; EN LOS DISTRITOS DE CHURCAMPA; LA MERCED Y SAN MIGUEL DE MAYOCC DE LA  PROVINCIA DE CHURCAMPA - DEPARTAMENTO DE HUANCAVELICA,145753776,AGROPECUARIA,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,NO PARALIZADA,NO CUBIERTO,529309,0
2435774,REHABILITACIÓN DE LOS SECTORES AFECTADOS POR EL FENÓMENO EL NIÑO EN LA AUTOPISTA DEL SOL - PANAMERICANA NORTE: TRAMO LAMBAYEQUE PIURA - SECTOR 1 (RÍO LA LECHE Y MÓRROPE) KM.797+380 AL KM.838+960,267049414,TRANSPORTE,Fase Formulación,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,LAMBAYEQUE,LAMBAYEQUE,MORROPE,NO PARALIZADA,NO CUBIERTO,5524145,565917.12
2412955,AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN NUEVAS HABILITACIONES PARTES ALTAS DE HUAYCAN II; SECTORES 150; 151; 152; 153; 154  DISTRITO DE ATE - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,130176899,SANEAMIENTO,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,1,0,LIMA,LIMA,ATE,NO PARALIZADA,CUBIERTO,2873792,327945
2500094,CREACION DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES POR RIO ZAÑA Y AFLUENTES; DISTRITOS DE OYOTÚN; NUEVA ARICA; CAYALTÍ; ZAÑA;LAGUNAS-MOCUPE Y NANCHOC; DE LA PROVINCIA DE CHICLAYO DEL DEPARTAMENTO DE LAMBAYEQUE Y LA PROVINCIA DE SAN MIGUEL DEL DEPARTAMENTO DE CAJAMARCA,160466848,ORDEN PÚBLICO Y SEGURIDAD,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,16441522,7812320.33
2472603,CONSTRUCCION DE PUENTE; ADEMAS DE OTROS ACTIVOS EN EL(LA) RED VIAL NACIONAL RUTA PE-1NL Y PE-1NT DISTRITO DE TAMBO GRANDE; PROVINCIA PIURA; DEPARTAMENTO PIURA,122355365,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,PIURA,PIURA,TAMBO GRANDE,NO PARALIZADA,NO CUBIERTO,1290322,833835.02
2489021,MEJORAMIENTO DE LA PRESTACIÓN DE LOS SERVICIOS DE SALUD EN EL CENTRO DE SALUD I-4 CABALLOCOCHA;  DISTRITO DE RAMON CASTILLA - PROVINCIA DE MARISCAL RAMON CASTILLA - DEPARTAMENTO DE LORETO,101134706,SALUD,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,NO PARALIZADA,NO CUBIERTO,1449897,0
2473375,CREACION (CONSTRUCCION) DE LA VIA EXPRESA SANTA ROSA (RUTA PE-20I) EN LOS DISTRITOS DE CALLAO; LA PERLA Y BELLAVISTA DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO - DEPARTAMENTO DE CALLAO,819749499,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,CALLAO,PROVINCIA CONSTITUCIONAL DEL CALLAO,LA PERLA,NO PARALIZADA,NO CUBIERTO,48596153,23135223.83
2516185,MEJORAMIENTO DEL SERVICIO DE RECARGA HIDRICA Y APROVECHAMIENTO DE AGUA DE LLUVIA EN 14 DEPARTAMENTOS,346000000,AMBIENTE,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,58000000,38835871.02
2532566,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN LOS DISTRITOS DE NUEVO CHIMBOTE Y CHIMBOTE DE LA  PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH,628372264,SANEAMIENTO,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,ANCASH,SANTA,NUEVO CHIMBOTE,NO PARALIZADA,NO CUBIERTO,680000,122275.73
2534855,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO CELENDIN DEL DISTRITO DE CELENDIN - PROVINCIA DE CELENDIN - DEPARTAMENTO DE CAJAMARCA,136556981,SALUD,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,CAJAMARCA,CELENDIN,CELENDIN,NO PARALIZADA,NO CUBIERTO,1166597,3800
2519940,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL DE LA CIUDAD DE PUERTO MALDONADO Y C.P. MAYOR EL TRIUNFO EN LOS DISTRITOS DE TAMBOPATA Y LAS PIEDRAS DE LA  PROVINCIA DE TAMBOPATA - DEPARTAMENTO DE MADRE DE DIOS,413092078,SANEAMIENTO,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,NO PARALIZADA,NO CUBIERTO,3683477,929917.71
2502896,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS BRINDADOS POR EL SISTEMA NACIONAL DE VIGILANCIA EN SALUD PÚBLICA 25 DEPARTAMENTOS 25 DEPARTAMENTOS,311466829,SALUD,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,113602898,4438263.47
2525415,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS NUEVAS HABILITACIONES DEL ESQUEMA ÑAÑA DEL DISTRITO DE LURIGANCHO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,135857436,SANEAMIENTO,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,LIMA,LIMA,LURIGANCHO,NO PARALIZADA,NO CUBIERTO,6293915,2569813.12
2397495,AMPLIACION DE LA CAPACIDAD DE ABASTECIMIENTO LOGÍSTICO POR VÍA MARÍTIMA EN EL LITORAL PERUANO CENTRO POBLADO DE CALLAO - DISTRITO DE CALLAO - PROVINCIA DE CALLAO - REGIÓN CALLAO,206987839,DEFENSA Y SEGURIDAD NACIONAL,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,CALLAO,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,NO PARALIZADA,NO CUBIERTO,86782722,86782722
2493108,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL SANTO TOMAS;  DISTRITO DE SANTO TOMAS - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,144091081,SALUD,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,CUSCO,CHUMBIVILCAS,SANTO TOMAS,NO PARALIZADA,NO CUBIERTO,3339898,152217.78
2480997,MEJORAMIENTO DE LA CARRETERA PE - 5NC Y PE-5NE PUENTE WAWICO - NUEVO SIASME DISTRITO DE NIEVA - PROVINCIA DE CONDORCANQUI - DEPARTAMENTO DE AMAZONAS DISTRITO DE IMAZA - PROVINCIA DE BAGUA - DEPARTAMENTO DE AMAZONAS,610491430,TRANSPORTE,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,AMAZONAS,CONDORCANQUI,NIEVA,NO PARALIZADA,NO CUBIERTO,10611657,7705936.12
2503616,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN LOS SECTORES 308; 309 Y 310 VILLA MARIA DEL TRIUNFO DEL DISTRITO DE VILLA MARIA DEL TRIUNFO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,137431437,SANEAMIENTO,Fase Ejecución,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,NO PARALIZADA,NO CUBIERTO,2800082,10000
2027711,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA: PATAHUASI - YAURI - SICUANI,161519000,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,23160951,13536398.59
2042181,MODERNIZACION DEL SISTEMA DE DEFENSA ANTITANQUE,307917000,DEFENSA Y SEGURIDAD NACIONAL,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,0,0
2078036,CONSTRUCCION DE LA CARRETERA CALEMAR - ABRA EL NARANJILLO,196426864,TRANSPORTE,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,2563728,1940324.55
2094971,REHABILITACION DEL EJE VIAL N° 01 PIURA - GUAYAQUIL; PERU - ECUADOR; 21 INTERVENCIONES SECTOR PERU,328910414,TRANSPORTE,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,1941867,1318
2111479,MEJORAMIENTO DE LA CARRETERA  EMP.PE-R3S (SANTA ROSA) - NUÑOA - MACUSANI-EMP R. PE-34B,115697748,TRANSPORTE,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,22016,0
2161813,MEJORAMIENTO DE LOS SERVICIOS DEPORTIVOS DE LA VILLA DEPORTIVA NACIONAL -VIDENA; SAN LUIS; LIMA,162597310,,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,1319681,1019327.02
2164051,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN,130023951,,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO REGIONAL,0,2,1,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,PARALIZADA,CUBIERTO,52741798,34786743.89
