COD_UNICO,NOMBRE_INVERSION,MONTO_VIABLE,SECTOR,ETAPA_PROYECTO,PROYECTO_RIESGO,PROYECTO_RIESGO_DESC,GOBIERNO,TotalControlPrevio,TotalControlSimultaneo,TotalControlPosterior,DEPARTAMENTO,PROVINCIA,DISTRITO,ESTADO_PROYECTO,ESTADO_CUBIERTO,PIM,EJECUTADO
2017384,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DE LA CIUDAD DE TARMA; DISTRITO TARMA; PROVINCIA DE TARMA - JUNIN,141137863,SALUD Y SANEAMIENTO,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO LOCAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,180000,0
2026767,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA QUINUA-SAN FRANCISCO,323915305,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,2290905,888344.44
2030345,PROGRAMA DE CIENCIA Y TECNOLOGÍA,126000000,ADMINISTRACION Y PLANEAMIENTO,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,1250000,0
2042345,REHABILITACION DEL TERMINAL PORTUARIO DE PUCALLPA,153887216,TRANSPORTE,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,1474413,768617.36
2055915,MEJORAMIENTO DE LA CARRETERA AZANGARO - SAYTOCOCHA - SANDIA - SAN JUAN DEL ORO,182221561,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO REGIONAL,0,1,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,CUBIERTO,100000,0
2058698,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA CHONGOYAPE-COCHABAMBA-CAJAMARCA,701780831,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,10074153,5080175.48
2077997,PROYECTO CHAVIMOCHIC TERCERA ETAPA,1847407252,AGRARIA,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,18691068,10429358.03
2078658,REUBICACION DE POLVORINES DE LA ZONA URBANA,150425578,DEFENSA Y SEGURIDAD NACIONAL,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,0,0
2078218,FORTALECIMIENTO DE LA CAPACIDAD RESOLUTIVA DE LOS SERVICIOS DE SALUD DEL HOSPITAL REGIONAL DE ICA – DIRESA ICA,118202842,SALUD Y SANEAMIENTO,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,5899,5898.67
2088774,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA HUAURA - SAYAN - CHURIN,502831752,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,42199069,4940909.66
2088142,MAJES SIGUAS - II ETAPA,1338419640,AGRARIA,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,103695845,76800198.39
2111321,MEJORAMIENTO Y AMPLIACIN DE LA BOCA DE ENTRADA AL TERMINAL PORTUARIO DEL CALLAO,185512182,TRANSPORTE,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,31135931,0
2110581,MEJORAMIENTO DE LA CARRETERA SAN MARCOS -CAJABAMBA-SAUSACOCHA,213976319,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,1,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,CUBIERTO,2858568,1263162.19
2130855,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DE LOS SERVICIOS DE SALUD DEL HOSPITAL REGIONAL HERMILIO VALDIZAN DE HUANUCO-NIVEL III-1,157064036,,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO REGIONAL,0,1,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,CUBIERTO,33103178,2957767.42
2134881,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA YAURI-NEGROMAYO-OSCOLLO-IMATA; TRAMO DV. IMATA-OSCOLLO-NEGROMAYO,193364635,TRABAJO,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,6149482,2093054.57
2133013,MEJORA DE LA INSTRUCCIÓN EN LA MAR DEL PERSONAL EN PROCESO DE FORMACIÓN DE LA MARINA DE GUERRA DEL PERÚ,162099425,DEFENSA Y SEGURIDAD NACIONAL,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,317327,0
2148430,MEJORAMIENTO Y AMPLIACIÓN DE LA FRONTERA AGRÍCOLA OPTIMIZANDO LOS RECURSOS HÍDRICOS DE LA SUBCUENCA DEL RIO ARMA; CONDESUYOS - AREQUIPA,254489067,ENERGIA Y RECURSOS MINERALES,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,2835121,920947.16
2157301,MEJORA DE LA CAPACIDAD RESOLUTIVA Y OPERATIVA DEL HOSPITAL ROMÁN EGOAVIL PANDO DEL DISTRITO DE VILLA RICA; PROVINCIA OXAPAMPA; REGION PASCO,113547273,SALUD Y SANEAMIENTO,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO REGIONAL,0,1,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,PARALIZADA,CUBIERTO,27734527,10000
2172848,PACHACUTEC,370094876,AGRARIA,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,70429,0
2177400,MEJORAMIENTO DE LA CALIDAD DE EDUCACION SUPERIOR,143456702,,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,12397978,0
2178454,MEJORAMIENTO DE LA CARRETERA VARIANTE DE UCHUMAYO; ENTRE EL PUENTE SAN ISIDRO Y LA VIA DE EVITAMIENTO; DISTRITOS SACHACA; YANAHUARA Y CERRO COLORADO; PROVINCIA DE AREQUIPA-REGION AREQUIPA,214432065,TRABAJO,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO REGIONAL,0,1,1,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,CUBIERTO,7491570,4790506.44
2188974,MEJORAMIENTO DEL SISTEMA NACIONAL DE CONTROL PARA UNA GESTION PUBLICA EFICAZ E INTEGRA,105600000,ADMINISTRACION Y PLANEAMIENTO,Fase Ejecución,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,452529,0
2187911,MEJORAMIENTO DE LA CARRETERA SAN MARINO-VILCABAMBA; CUENCA DE VILCABAMBA; DISTRITO DE VILCABAMBA - LA CONVENCION - CUSCO,231646124,TRABAJO,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,19838365,3022423.35
2195520,RECUPERACION DE LA CAPACIDAD SUBMARINA EN EL TEATRO DE OPERACIONES MARITIMO,1850950928,AGRARIA,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,56420000,17554042.87
2234996,SALKANTAY,1729223062,AGRARIA,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,8040554,0
2235631,CONSTRUCCION DE LA SEGUNDA CALZADA DE LA VIA DE EVITAMIENTO DE PIURA - CARRETERA PANAMERICANA NORTE TRAMO KM 988+000 - KM 1001+924,326388900,TRABAJO,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,3900000,0
2234934,RECUPERACIÓN DE LA CAPACIDAD DE MOVILIDAD AEREA EFICAZ CON AERONAVES DE MEDIANO ALCANCE Y MEDIANA CAPACIDAD DE CARGA DE LA FUERZA AEREA DEL PERU   -TACTICO -   GRUPO AEREO NRO. 8 EN LA BASE FAP  ARMANDO REVOREDO IGLESIAS-CALLAO,2047202850,AGRARIA,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,7367985,0
2235630,CONSTRUCCION DE LA SEGUNDA CALZADA DE LA CARRETERA PIURA - PAITA,345739419,TRABAJO,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,111156,0
2233862,CONSTRUCCION DE LA VIA REGIONAL AREQUIPA - LA JOYA; EN LAS PROGRESIVAS KM 0+00 AL KM 24+540; DISTRITOS DE CERRO COLORADO - LA JOYA,590385602,TRABAJO,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,42005284,26157450.28
2250860,REEMPLAZO DE 12 PUENTES EN LOS CORREDORES VIALES NACIONALES RUTA: 3S: CUSCO - ABRA LA RAYA; RUTA 28F: URUBAMBA - CHINCHEROS - CACHIMAYO; RUTA 34 G: EL DESCANSO - SICUANI,137246673,TRABAJO,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,100000,0
2251269,MEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL JU - 108 TRAMO: PALIAN - VILCACOTO - ACOPALCA - ABRA HUAYTAPALLANA - PARIAHUANCA; PROVINCIA DE HUANCAYO; DEPARTAMENTO JUNIN.,298502097,TRABAJO,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO REGIONAL,0,1,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,CUBIERTO,71091410,60653669.51
2250054,INSTALACION DE BANDA ANCHA PARA LA CONECTIVIDAD INTEGRAL Y DESARROLLO SOCIAL DE LA REGION HUANCAVELICA,154726967,TRANSPORTE,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,1088822,67713.71
2250056,INSTALACION DE BANDA ANCHA PARA LA CONECTIVIDAD INTEGRAL Y DESARROLLO SOCIAL EN LA REGION APURIMAC,139763065,TRANSPORTE,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,1438394,386288.66
2250264,INSTALACION DE BANDA ANCHA PARA LA CONECTIVIDAD INTEGRAL Y DESARROLLO SOCIAL DE LA REGION CUSCO,201588585,TRANSPORTE,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,2652320,1887731.55
2264313,CREACION DEL CAMINO VECINAL DESDE PUERTO ESPERANZA HASTA CC.NN. DE SAN MARCOS; PROVINCIA PURUS; UCAYALI,171576044,TRABAJO,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,295787,0
2309846,AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LOS AA.HH. DE LAS LOCALIDADES DE SULLANA;BELLAVISTA;MARCAVELICA Y QUERECOTILLO DE LA PROVINCIA DE SULLANA; DEPARTAMENTO DE PIURA,125654086,,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,5111829,41678.05
2294382,MEJORAMIENTO DE LA CARRETERA ARAPA - CHUPA (PU 114) - DV. HUANCANE (EMP. PE 34H); PROVINCIAS DE AZANGARO Y HUANCANE - PUNO,116194824,TRABAJO,Fase Ejecución,1,BAJAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,747762,747758.4
2287191,MEJORAMIENTO DE LA CARRETERA EMP. PE-3N (LAGUNA SAUSACOCHA) - PUENTE PALLAR - CHAGUAL - TAYABAMBA - PUENTE HUACRACHUCO Y LOS RAMALES PUENTE PALLAR - CALEMAR Y TAYABAMBA - QUICHES - EMP. PE-12A (DV. SIHUAS) POR NIVELES DE SERVICIO,134643187,TRABAJO,Fase Ejecución,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,224932,0
2302313,PROYECTO NACIONAL DE INNOVACION EN ACUICULTURA,221467931,ADMINISTRACION Y PLANEAMIENTO,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,1615707,1036157.3
2304163,MEJORAMIENTO DE LAS OPORTUNIDADES DE APRENDIZAJE CON TIC EN 603 IIEE DEL NIVEL SECUNDARIA CON JORNADA ESCOLAR COMPLETA CORRESPONDIENTE AL SEGUNDO TRAMO DE SU IMPLEMENTACION EN EL AMBITO NACIONAL,136229644,,Fase Ejecución,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,50887,0
2269037,INSTALACION DE BANDA ANCHA PARA LA CONECTIVIDAD INTEGRAL Y DESARROLLO SOCIAL DE LA REGION AMAZONAS,208241647,TRANSPORTE,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,104425744,45306885.33
2398781,CREACION DEL CAMINO VECINAL EN LOS TRAMOS DE NUEVA UNION;  LUZ DE ORIENTE; GARZAYACU; NUEVO MENDOZA; PAMPA HERMOSA; DISTRITO DE OMIA; PROVINCIA DE RODRIGUEZ DE MENDOZA - AMAZONAS,143204559,TRANSPORTE,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO LOCAL,0,0,0,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,NO PARALIZADA,NO CUBIERTO,30000,0
2393366,MEJORAMIENTO Y AMPLIACION DE LA CARRETERA PE-1S; TRAMO: GUADALUPE - ICA - DV. OCUCAJE EN LOS DISTRITOS DE ICA; SANTIAGO Y OCUCAJE DE LA  PROVINCIA DE ICA - DEPARTAMENTO DE ICA,1218866513,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,1,0,ICA,ICA,SANTIAGO,NO PARALIZADA,CUBIERTO,577841,0
2386533,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO DE POMABAMBA ‘ANTONIO CALDAS DOMÍNGUEZ’; BARRIO DE HUAJTACHACRA; DISTRITO Y PROVINCIA DE POMABAMBA; DEPARTAMENTO DE ANCASH,140532084,SALUD,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,ANCASH,POMABAMBA,POMABAMBA,NO PARALIZADA,NO CUBIERTO,140626625,105004676.5
2386675,MEJORAMIENTO DE LA PLATAFORMA TECNOLÓGICA DE LOS PROCESOS JUDICIALES NO PENALES A NIVEL NACIONAL  (EXPEDIENTE JUDICIAL ELECTRÓNICO),354384840,DEFENSA Y SEGURIDAD NACIONAL,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,LIMA,LIMA,LIMA,NO PARALIZADA,NO CUBIERTO,56809954,3449361.93
2389111,MEJORAMIENTO DE LA CARRETERA CHINCHA - PALCA - VILLA ARMA - EMPALME RUTA PE-28 DISTRITO DE ALTO LARAN - PROVINCIA DE CHINCHA - DEPARTAMENTO DE ICA,417532019,TRANSPORTE,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,964524,0
2337718,MEJORAMIENTO DE LA CARRETERA EMP. PE - 28C (DV.PICHARI) - ABRA CIELO PUNCO - BOCA SANTA ANA - KEPASHIATO - KUMPIRUSHIATO - KITENI - PALMA REAL EN LOS DISTRITOS DE ECHARATE Y KIMBIRI DE LA  PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO,1014786799,TRANSPORTE,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,1,0,CUSCO,LA CONVENCION,KIMBIRI,NO PARALIZADA,CUBIERTO,434770,0
2344004,MEJORAMIENTO DE LA INOCUIDAD DE LOS ALIMENTOS AGROPECUARIOS DE PRODUCCION Y PROCESAMIENTO PRIMARIO Y PIENSOS,194857160,ENERGIA Y RECURSOS MINERALES,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,6,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,CUBIERTO,55435522,27740238.22
2329189,MEJORAMIENTO Y CONSTRUCCIÓN DE LA CARRETERA EMP P1N - OLMOS - EMP.1NJ Y DESVÍO NUEVA CIUDAD DE OLMOS- NUEVA CIUDAD DE OLMOS - EMP. LA510 Y DESVÍO MORROPE - EMP.LA105 (MORROPE);  DISTRITO DE OLMOS - PROVINCIA DE LAMBAYEQUE - DEPARTAMENTO DE LAMBAYEQUE,675330517,TRANSPORTE,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,LAMBAYEQUE,LAMBAYEQUE,OLMOS,NO PARALIZADA,NO CUBIERTO,0,0
2321591,MEJORAMIENTO DE LOS SERVICIOS DE SALUD EN EL ESTABLECIMIENTO DE SALUD -HOSPITAL DE APOYO CHULUCANAS DISTRITO DE CHULUCANAS; PROVINCIA DE MORROPÓN; DEPARTAMENTO DE PIURA,103449298,SALUD,Fase Formulación,2,MEDIANAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,PIURA,MORROPON,CHULUCANAS,NO PARALIZADA,NO CUBIERTO,20868959,16455381.93
2459017,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL EN 4 DISTRITOS DE LA PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO,213579776,SANEAMIENTO,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,CUSCO,CUSCO,WANCHAQ,NO PARALIZADA,NO CUBIERTO,23043404,5130026.09
2457517,MEJORAMIENTO DE LOS SERVICIOS DE JUSTICIA A TRAVÉS DE LA IMPLEMENTACION DE LA CARPETA FISCAL ELECTRÓNICA A NIVEL NACIONAL  DISTRITO DE - TODOS - - PROVINCIA DE - TODOS - - DEPARTAMENTO DE -MUL.DEP-,397710996,JUSTICIA,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,166305500,56336476.63
2459159,MEJORAMIENTO DE LA CARRETERA EMP. PE-3NC (DV. CHIGUIRIP) - CHIGUIRIP - CONCHÁN - DV. LA PALMA- EMP. PE-3N (DV. CHOTA); EMP. PE-3N (CUTERVO) - DV. CONDAY - LIBERTAD DE NARANJITO – SINCHIMACHE- EL CHIRIMOYO- EMP. CA-825 (DV. QUEROCOTILLO); EMP. PE-06A (YANOCUNA)–CUSILGUAN-QUEROCOTO-EMP. CA-825 (DV. QUEROCOTILLO); EMP. PE-3N (PTE. TECHIN) - EL MOLINO - SILLANGATE - EMP. CA-115 (CRUCE EL CHIRIMOYO); POR NIVELES DE SERVICIO;  DISTRITO DE CUTERVO - PROVINCIA DE CUTERVO - DEPARTAMENTO DE CAJAMARCA,115960389,TRANSPORTE,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,CAJAMARCA,CUTERVO,CUTERVO,NO PARALIZADA,NO CUBIERTO,46474982,17946627.59
2426979,SERVICIO DE MEJORAMIENTO Y REHABILITACIÓN DE LA INFRAESTRUCTURA VIAL PAQUETE 7R: TRAMO 1: EMP. AR-639 – ACOPALLPA – PACCRAPICHA – DV. CUYANCA –HUASICAC (L=15.06 KM); TRAMO 2: EMP. AR-100 - BELLA UNION (L=16.70 KM); TRAMO 3: EMP. AR-105 (CHUQUIBAMBA) – PACHANA (L=38.19 KM) Y TRAMO 4: EMP.  AR-105  –  EMP.  AR-588  –  HUASCA (DV. SALAMANCA)  -  SALAMANCA  (L=49.14 KM),106173539,TRANSPORTE,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,AREQUIPA,CONDESUYOS,SALAMANCA,NO PARALIZADA,NO CUBIERTO,23362607,0
2413011,CREACION DEL TÚNEL OLLACHEA EN EL SECTOR CRITICO KM 231+700 AL KM 232+800 DE LA CARRETERA IIRSA SUR TRAMO 4: INAMBARI - AZANGARO.  DISTRITO DE OLLACHEA - PROVINCIA DE CARABAYA - DEPARTAMENTO DE PUNO,159464132,TRANSPORTE,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,PUNO,CARABAYA,OLLACHEA,NO PARALIZADA,NO CUBIERTO,17487966,10382172.63
2501802,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES; EN AMBAS MARGENES DEL RIO CHICAMA; TRAMO DE LA DESEMBOCADURA AL OCEANO PACIFICO HASTA EL PUENTE PUNTA MORENO; DISTRITO DE ASCOPE; CHICAMA; MAGDALENA DE CAO; CASA GRANDE; SANTIAGO DE CAO Y SAN BENITO DE LA PROVINCIA DE ASCOPE DEL DEPARTAMENTO DE LA LIBERTAD Y LA PROVINCIA DE CONTUMAZA DEL DEPARTAMENTO DE CAJAMARCA,251316098,ORDEN PÚBLICO Y SEGURIDAD,Fase Ejecución,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,47848214,44640331.1
2502241,MEJORAMIENTO DEL SERVICIO DE FORMACIÓN PROFESIONAL EN LA FACULTAD DE CIENCIAS DE LA UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;  DISTRITO DE CUSCO - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO,264652862,EDUCACIÓN,Fase Ejecución,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,CUSCO,CUSCO,CUSCO,NO PARALIZADA,NO CUBIERTO,436950,0
2501225,CREACION DEL SERVICIO DE PROTECCIÓN EN RIBERAS DEL RÍO MOTUPE VULNERABLE ANTE PELIGRO DE INUNDACIÓN EN LOS DISTRITOS DE MOTUPE;  JAYANCA; MORROPE; PACORA; SALAS Y TÚCUME - 5 DISTRITOS DE LA PROVINCIA DE LAMBAYEQUE - DEPARTAMENTO DE LAMBAYEQUE,218511945,ORDEN PÚBLICO Y SEGURIDAD,Fase Ejecución,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,LAMBAYEQUE,LAMBAYEQUE,TUCUME,NO PARALIZADA,NO CUBIERTO,19364808,9658815.32
