COD_UNICO,ANHO,MES,EJECUCION,ESTADO_PROYECTO
2430225,2023,6,2160248.86,NO PARALIZADA
2430225,2023,7,3909822.19,NO PARALIZADA
2430225,2023,8,973860.94,NO PARALIZADA
2420630,2023,1,2331494.94,NO PARALIZADA
2420630,2023,4,269550,NO PARALIZADA
2420630,2023,6,10000,NO PARALIZADA
2420630,2023,8,5947.2,NO PARALIZADA
2420630,2023,2,1198130.9,NO PARALIZADA
2420630,2023,3,1168236.7,NO PARALIZADA
2420630,2023,5,36054.4,NO PARALIZADA
2420630,2023,7,38021.16,NO PARALIZADA
2496772,2023,2,5596132.2,NO PARALIZADA
2496772,2023,4,1990323.77,NO PARALIZADA
2496772,2023,5,3332576.96,NO PARALIZADA
2496772,2023,7,11971381.2,NO PARALIZADA
2496772,2023,8,1972261.09,NO PARALIZADA
2496772,2023,1,0,NO PARALIZADA
2496772,2023,3,4690483.55,NO PARALIZADA
2496772,2023,6,2278876.75,NO PARALIZADA
2337745,2023,3,0,NO PARALIZADA
2337745,2023,4,12535.75,NO PARALIZADA
2337745,2023,5,17474.12,NO PARALIZADA
2337745,2023,6,5843.64,NO PARALIZADA
2337745,2023,7,3386.5,NO PARALIZADA
2337745,2023,8,126.5,NO PARALIZADA
2471722,2023,2,0,NO PARALIZADA
2428356,2023,7,0,NO PARALIZADA
2428356,2023,8,5000,NO PARALIZADA
2513626,2023,2,0,NO PARALIZADA
2513626,2023,3,974285.17,NO PARALIZADA
2513626,2023,6,0,NO PARALIZADA
2513626,2023,8,0,NO PARALIZADA
2513626,2023,5,3623723,NO PARALIZADA
2513626,2023,7,608928.24,NO PARALIZADA
2522559,2023,2,1595589,NO PARALIZADA
2522559,2023,4,430777.5,NO PARALIZADA
2522559,2023,5,589116.5,NO PARALIZADA
2522559,2023,7,5020130.94,NO PARALIZADA
2522559,2023,1,0,NO PARALIZADA
2522559,2023,3,582178,NO PARALIZADA
2522559,2023,6,661894.96,NO PARALIZADA
2522559,2023,8,369703.13,NO PARALIZADA
2479971,2023,6,6079007.62,NO PARALIZADA
2479971,2023,7,2030.59,NO PARALIZADA
2479971,2023,3,2871.41,NO PARALIZADA
2309659,2023,7,0,NO PARALIZADA
2309659,2023,8,7500,NO PARALIZADA
2555903,2023,7,133097.28,NO PARALIZADA
2555903,2023,3,0,NO PARALIZADA
2022937,2023,2,0,NO PARALIZADA
2022937,2023,3,1399.4,NO PARALIZADA
2022937,2023,4,103917.68,NO PARALIZADA
2022937,2023,5,68882.49,NO PARALIZADA
2022937,2023,7,29437.53,NO PARALIZADA
2022937,2023,6,16210,NO PARALIZADA
2022937,2023,8,300,NO PARALIZADA
2042771,2023,1,0,NO PARALIZADA
2042771,2023,3,221147.44,NO PARALIZADA
2042771,2023,4,486913.97,NO PARALIZADA
2042771,2023,6,818054.66,NO PARALIZADA
2042771,2023,7,292553.4,NO PARALIZADA
2042771,2023,2,370676.21,NO PARALIZADA
2042771,2023,5,2596609.37,NO PARALIZADA
2042771,2023,8,90030.63,NO PARALIZADA
2078371,2023,1,9118.65,NO PARALIZADA
2078371,2023,2,0,NO PARALIZADA
2078371,2023,3,110,NO PARALIZADA
2078371,2023,7,226224.8,NO PARALIZADA
2078371,2023,8,0,NO PARALIZADA
2131661,2023,1,30003.6,NO PARALIZADA
2131661,2023,2,226112,NO PARALIZADA
2131661,2023,3,197395.13,NO PARALIZADA
2131661,2023,4,699676.13,NO PARALIZADA
2131661,2023,5,940695,NO PARALIZADA
2131661,2023,6,1474349.86,NO PARALIZADA
2131661,2023,7,180863.15,NO PARALIZADA
2131661,2023,8,169244.76,NO PARALIZADA
2183907,2023,1,0,NO PARALIZADA
2183907,2023,3,2272523.56,NO PARALIZADA
2183907,2023,4,9760,NO PARALIZADA
2183907,2023,6,55258.21,NO PARALIZADA
2183907,2023,8,42000,NO PARALIZADA
2183907,2023,2,146081.9,NO PARALIZADA
2183907,2023,5,854920.92,NO PARALIZADA
2183907,2023,7,414682.23,NO PARALIZADA
2192514,2023,8,0,NO PARALIZADA
2196555,2023,3,0,NO PARALIZADA
2196555,2023,4,23818.54,NO PARALIZADA
2196555,2023,5,51835.44,NO PARALIZADA
2196555,2023,6,36761.31,NO PARALIZADA
2196555,2023,7,30601.51,NO PARALIZADA
2196555,2023,8,0,NO PARALIZADA
2234985,2023,1,0,NO PARALIZADA
2234985,2023,2,0,NO PARALIZADA
2234985,2023,3,1033144.55,NO PARALIZADA
2234985,2023,4,595.46,NO PARALIZADA
2234985,2023,5,1278,NO PARALIZADA
2234985,2023,6,378,NO PARALIZADA
2234985,2023,7,593,NO PARALIZADA
2234985,2023,8,9038,NO PARALIZADA
2234986,2023,1,453363.92,NO PARALIZADA
2234986,2023,3,0,NO PARALIZADA
2234986,2023,5,59433.8,NO PARALIZADA
2234986,2023,7,30262.92,NO PARALIZADA
2234986,2023,8,0,NO PARALIZADA
2234986,2023,2,0,NO PARALIZADA
2234986,2023,4,0,NO PARALIZADA
2234986,2023,6,10216866.13,NO PARALIZADA
2235118,2023,1,0,NO PARALIZADA
2235118,2023,3,0,NO PARALIZADA
2235118,2023,2,0,NO PARALIZADA
2235118,2023,5,54237.29,NO PARALIZADA
2233842,2023,3,226264.29,NO PARALIZADA
2233842,2023,4,92882.71,NO PARALIZADA
2233842,2023,6,91813.45,NO PARALIZADA
2233842,2023,7,14079311.33,NO PARALIZADA
2233842,2023,8,-160108.69,NO PARALIZADA
2233842,2023,1,0,NO PARALIZADA
2233842,2023,2,19910.77,NO PARALIZADA
2233842,2023,5,842441.76,NO PARALIZADA
2233850,2023,1,1202241.64,NO PARALIZADA
2233850,2023,3,196093154.1,NO PARALIZADA
2233850,2023,4,4376959.19,NO PARALIZADA
2233850,2023,6,255133657.9,NO PARALIZADA
2233850,2023,7,8549797.58,NO PARALIZADA
2233850,2023,2,7892142.74,NO PARALIZADA
2233850,2023,5,2023800.29,NO PARALIZADA
2233850,2023,8,369744.23,NO PARALIZADA
2253121,2023,1,0,NO PARALIZADA
2253121,2023,3,18212.89,NO PARALIZADA
2253121,2023,5,21960,NO PARALIZADA
2253121,2023,6,24026.4,NO PARALIZADA
2253121,2023,8,0,NO PARALIZADA
2253121,2023,7,90700.4,NO PARALIZADA
2253121,2023,2,8214.8,NO PARALIZADA
2253121,2023,4,33770,NO PARALIZADA
2253253,2023,1,0,NO PARALIZADA
2253253,2023,2,11742.18,NO PARALIZADA
2253253,2023,4,0,NO PARALIZADA
2253253,2023,8,0,NO PARALIZADA
2318537,2023,1,436348.31,NO PARALIZADA
2318537,2023,2,1197609.07,NO PARALIZADA
2318537,2023,3,426009.33,NO PARALIZADA
2318537,2023,4,134243.1,NO PARALIZADA
2318537,2023,5,994850.59,NO PARALIZADA
2318537,2023,6,584638.51,NO PARALIZADA
2318537,2023,7,275558.87,NO PARALIZADA
2318537,2023,8,897553.15,NO PARALIZADA
2317548,2023,1,1557,NO PARALIZADA
2317548,2023,3,9659496.6,NO PARALIZADA
2317548,2023,4,-103105.79,NO PARALIZADA
2317548,2023,6,15891037.89,NO PARALIZADA
2317548,2023,7,-312079.29,NO PARALIZADA
2317548,2023,2,83832.54,NO PARALIZADA
2317548,2023,5,9556348.17,NO PARALIZADA
2317548,2023,8,41912.13,NO PARALIZADA
2290227,2023,1,220000,NO PARALIZADA
2290227,2023,2,404178,NO PARALIZADA
2290227,2023,3,404178,NO PARALIZADA
2290227,2023,4,404178,NO PARALIZADA
2290227,2023,5,588356,NO PARALIZADA
2290227,2023,6,734296,NO PARALIZADA
2302373,2023,1,0,NO PARALIZADA
2302373,2023,4,11680.83,NO PARALIZADA
2302373,2023,6,0,NO PARALIZADA
2302373,2023,8,0,NO PARALIZADA
2302373,2023,3,20000,NO PARALIZADA
2302373,2023,5,15260.18,NO PARALIZADA
2302373,2023,7,0,NO PARALIZADA
2301043,2023,2,3876041.26,NO PARALIZADA
2301043,2023,3,3713033.14,NO PARALIZADA
2301043,2023,5,8937184.83,NO PARALIZADA
2301043,2023,7,7460359.68,NO PARALIZADA
2301043,2023,8,5793221.58,NO PARALIZADA
2301043,2023,1,3460514.67,NO PARALIZADA
2301043,2023,4,5911687.16,NO PARALIZADA
2301043,2023,6,9327291.14,NO PARALIZADA
2282760,2023,1,11418780.48,PARALIZADA
2282760,2023,2,3667883.54,PARALIZADA
2282760,2023,3,5138245.92,PARALIZADA
2282760,2023,4,34163184.8,PARALIZADA
2282760,2023,5,10550267.69,PARALIZADA
2282760,2023,6,8193025.12,PARALIZADA
2282760,2023,7,5339886.1,PARALIZADA
2282760,2023,8,10162809.26,PARALIZADA
2281508,2023,2,0,NO PARALIZADA
2281508,2023,4,93959.3,NO PARALIZADA
2281508,2023,6,37535.89,NO PARALIZADA
2281508,2023,7,111642.99,NO PARALIZADA
2281508,2023,3,53030,NO PARALIZADA
2281508,2023,5,17340,NO PARALIZADA
2281508,2023,8,33920,NO PARALIZADA
2382580,2023,1,1391793.25,NO PARALIZADA
2382580,2023,3,4222343.99,NO PARALIZADA
2382580,2023,4,2695137.01,NO PARALIZADA
2382580,2023,6,3923225.16,NO PARALIZADA
2382580,2023,7,1631129.13,NO PARALIZADA
2382580,2023,2,1835289.97,NO PARALIZADA
2382580,2023,5,3933087.73,NO PARALIZADA
2382580,2023,8,225628.4,NO PARALIZADA
2392435,2023,1,4050,NO PARALIZADA
2392435,2023,3,5419.24,NO PARALIZADA
2392435,2023,6,22743.43,NO PARALIZADA
2392435,2023,8,31957.46,NO PARALIZADA
2392435,2023,2,9071,NO PARALIZADA
2392435,2023,4,1658874.15,NO PARALIZADA
2392435,2023,5,629364.05,NO PARALIZADA
2392435,2023,7,576794.83,NO PARALIZADA
2337107,2023,2,43650,NO PARALIZADA
2337107,2023,5,53889,NO PARALIZADA
2337107,2023,8,49090,NO PARALIZADA
2337107,2023,1,2964,NO PARALIZADA
2337107,2023,3,70848,NO PARALIZADA
2337107,2023,4,60120,NO PARALIZADA
2337107,2023,6,48974.06,NO PARALIZADA
2337107,2023,7,56338.18,NO PARALIZADA
2331873,2023,1,861083.87,NO PARALIZADA
2331873,2023,2,1239757.37,NO PARALIZADA
2331873,2023,3,3270469.92,NO PARALIZADA
2331873,2023,4,7282933.92,NO PARALIZADA
2331873,2023,5,11229742.93,NO PARALIZADA
2331873,2023,6,6902173.83,NO PARALIZADA
2331873,2023,7,3649646.25,NO PARALIZADA
2331873,2023,8,3521362.83,NO PARALIZADA
2333341,2023,6,0,NO PARALIZADA
2333341,2023,3,100000,NO PARALIZADA
2381374,2023,8,0,NO PARALIZADA
2381374,2023,2,0,NO PARALIZADA
2354781,2023,1,700,NO PARALIZADA
2354781,2023,3,31591.2,NO PARALIZADA
2354781,2023,4,42934.99,NO PARALIZADA
2354781,2023,6,27856,NO PARALIZADA
2354781,2023,7,38690.59,NO PARALIZADA
2354781,2023,2,37389.77,NO PARALIZADA
2354781,2023,5,52119.77,NO PARALIZADA
2354781,2023,8,75692,NO PARALIZADA
2353655,2023,1,1342690.87,NO PARALIZADA
2353655,2023,8,910947.41,NO PARALIZADA
2353655,2023,2,602900.26,NO PARALIZADA
2353655,2023,3,3386337.05,NO PARALIZADA
2353655,2023,4,3164337.53,NO PARALIZADA
2353655,2023,5,844251.72,NO PARALIZADA
2353655,2023,6,567188.73,NO PARALIZADA
2353655,2023,7,1987111.97,NO PARALIZADA
2328039,2023,1,332717.15,NO PARALIZADA
2328039,2023,3,2248165.93,NO PARALIZADA
2328039,2023,4,2394494.8,NO PARALIZADA
2328039,2023,6,1632199.39,NO PARALIZADA
2328039,2023,7,2595408.33,NO PARALIZADA
2328039,2023,5,1056466.69,NO PARALIZADA
2328039,2023,8,423421.88,NO PARALIZADA
2328039,2023,2,774984.84,NO PARALIZADA
2443427,2023,1,0,NO PARALIZADA
2443427,2023,2,843341.75,NO PARALIZADA
2443427,2023,3,2998656.29,NO PARALIZADA
2443427,2023,4,1448901.07,NO PARALIZADA
2443427,2023,5,3020816.66,NO PARALIZADA
2443427,2023,7,214780.33,NO PARALIZADA
2443427,2023,8,0,NO PARALIZADA
2436163,2023,1,1012640.91,NO PARALIZADA
2436163,2023,2,4819527.59,NO PARALIZADA
2436163,2023,3,3997355.32,NO PARALIZADA
2436163,2023,4,4057512.39,NO PARALIZADA
2436163,2023,5,4470304.34,NO PARALIZADA
2436163,2023,6,13658864.18,NO PARALIZADA
2436163,2023,7,1841151.71,NO PARALIZADA
2436163,2023,8,4878098.82,NO PARALIZADA
2427358,2023,1,0,NO PARALIZADA
2427358,2023,5,11393672.21,NO PARALIZADA
2427358,2023,7,69482.57,NO PARALIZADA
2427358,2023,4,0,NO PARALIZADA
2427358,2023,6,4594,NO PARALIZADA
2427358,2023,8,18000,NO PARALIZADA
2429699,2023,1,0,NO PARALIZADA
2429699,2023,2,0,NO PARALIZADA
2429699,2023,3,16207.2,NO PARALIZADA
2429699,2023,4,3600,NO PARALIZADA
2429699,2023,5,19915.2,NO PARALIZADA
2429699,2023,6,60617.06,NO PARALIZADA
2429699,2023,7,13784.48,NO PARALIZADA
2429699,2023,8,12740,NO PARALIZADA
2498739,2023,1,23050947.03,NO PARALIZADA
2498739,2023,3,18383796.09,NO PARALIZADA
2498739,2023,2,7146338.49,NO PARALIZADA
2498739,2023,5,5380101.49,NO PARALIZADA
2498739,2023,8,100515.23,NO PARALIZADA
2498739,2023,4,12986809.94,NO PARALIZADA
2498739,2023,6,6954697.39,NO PARALIZADA
2498739,2023,7,6386446.84,NO PARALIZADA
2494144,2023,2,0,NO PARALIZADA
2494144,2023,4,1909991.26,NO PARALIZADA
2494144,2023,7,2650872.63,NO PARALIZADA
2494144,2023,1,0,NO PARALIZADA
2494144,2023,3,1827987.56,NO PARALIZADA
2494144,2023,5,2361803.47,NO PARALIZADA
2494144,2023,6,14402710.99,NO PARALIZADA
2494144,2023,8,3325434.26,NO PARALIZADA
2487020,2023,1,10000,NO PARALIZADA
2487020,2023,2,23522.21,NO PARALIZADA
2487020,2023,4,50167.5,NO PARALIZADA
2487020,2023,6,889824.85,NO PARALIZADA
2487020,2023,8,95500,NO PARALIZADA
2487020,2023,3,71435,NO PARALIZADA
2487020,2023,5,91229,NO PARALIZADA
2487020,2023,7,63434.17,NO PARALIZADA
2501291,2023,2,352574.29,NO PARALIZADA
2501291,2023,1,1412124.24,NO PARALIZADA
2501291,2023,4,10954655.45,NO PARALIZADA
2501291,2023,3,7803890.28,NO PARALIZADA
2501291,2023,5,6090535.2,NO PARALIZADA
2501291,2023,6,15582509.2,NO PARALIZADA
2501291,2023,7,51673106.38,NO PARALIZADA
2501291,2023,8,7168515.5,NO PARALIZADA
2501721,2023,1,235065.01,NO PARALIZADA
2501721,2023,2,433399.63,NO PARALIZADA
2501721,2023,4,261343.39,NO PARALIZADA
2501721,2023,6,2142985.52,NO PARALIZADA
2501721,2023,7,1278102.76,NO PARALIZADA
2501721,2023,3,169984.2,NO PARALIZADA
2501721,2023,5,399432.09,NO PARALIZADA
2501721,2023,8,374763.56,NO PARALIZADA
2512530,2023,3,21000,NO PARALIZADA
2512530,2023,5,49000,NO PARALIZADA
2512530,2023,6,19000,NO PARALIZADA
2512530,2023,2,0,NO PARALIZADA
2512530,2023,4,21000,NO PARALIZADA
2506092,2023,3,2129.32,NO PARALIZADA
2506092,2023,5,12053.95,NO PARALIZADA
2506092,2023,7,0,NO PARALIZADA
2506092,2023,4,47316.28,NO PARALIZADA
2506092,2023,8,449021,NO PARALIZADA
2451550,2023,1,0,NO PARALIZADA
2451550,2023,2,16000,NO PARALIZADA
2451550,2023,4,95351.64,NO PARALIZADA
2451550,2023,7,113574.8,NO PARALIZADA
2451550,2023,3,236664.25,NO PARALIZADA
2451550,2023,5,140084.46,NO PARALIZADA
2451550,2023,6,344397.17,NO PARALIZADA
2451550,2023,8,145715.99,NO PARALIZADA
2520169,2023,7,116211.28,NO PARALIZADA
2520169,2023,3,0,NO PARALIZADA
2520169,2023,5,105912.31,NO PARALIZADA
2520169,2023,6,61082.56,NO PARALIZADA
2520169,2023,8,27294.5,NO PARALIZADA
2455668,2023,1,0,NO PARALIZADA
2455668,2023,5,0,NO PARALIZADA
2455668,2023,8,0,NO PARALIZADA
2448279,2023,1,0,NO PARALIZADA
2448279,2023,4,0,NO PARALIZADA
2448279,2023,2,0,NO PARALIZADA
2455355,2023,2,1630.48,NO PARALIZADA
2455355,2023,4,52740,NO PARALIZADA
2455355,2023,6,58492.61,NO PARALIZADA
2455355,2023,8,15634,NO PARALIZADA
2455355,2023,3,46259.16,NO PARALIZADA
2455355,2023,5,13460,NO PARALIZADA
2455355,2023,7,56076.34,NO PARALIZADA
2502822,2023,3,0,NO PARALIZADA
2533295,2023,7,0,NO PARALIZADA
2533295,2023,5,0,NO PARALIZADA
2533295,2023,8,6202,NO PARALIZADA
2355382,2023,3,0,NO PARALIZADA
2355382,2023,5,32630,NO PARALIZADA
2355382,2023,7,36720,NO PARALIZADA
2355382,2023,8,48100,NO PARALIZADA
2355382,2023,4,86345.56,NO PARALIZADA
2355382,2023,6,9000,NO PARALIZADA
2542027,2023,5,0,NO PARALIZADA
2542027,2023,6,2167049.71,NO PARALIZADA
2542027,2023,7,-34665.19,NO PARALIZADA
2542027,2023,8,6214155.23,NO PARALIZADA
2561234,2023,6,5060.85,NO PARALIZADA
2561234,2023,8,750,NO PARALIZADA
2561234,2023,5,2100,NO PARALIZADA
2561234,2023,7,4514127.88,NO PARALIZADA
2510877,2023,2,0,NO PARALIZADA
2510877,2023,4,0,NO PARALIZADA
2510877,2023,5,2577036.8,NO PARALIZADA
2510877,2023,6,0,NO PARALIZADA
2509789,2023,4,0,NO PARALIZADA
2509789,2023,1,0,NO PARALIZADA
2509789,2023,6,2352784.2,NO PARALIZADA
2509789,2023,7,-57568.05,NO PARALIZADA
2569788,2023,7,0,NO PARALIZADA
2569788,2023,6,6854.1,NO PARALIZADA
2547201,2023,7,65558.34,NO PARALIZADA
2547201,2023,8,13442.9,NO PARALIZADA
2547201,2023,6,25920.29,NO PARALIZADA
2555351,2023,6,6183103.07,NO PARALIZADA
2555351,2023,5,0,NO PARALIZADA
2002060,2023,1,0,NO PARALIZADA
2002060,2023,6,46975.58,NO PARALIZADA
2002060,2023,2,0,NO PARALIZADA
2002210,2023,1,0,NO PARALIZADA
2002210,2023,3,16080,NO PARALIZADA
2002210,2023,5,8457,NO PARALIZADA
2002210,2023,7,42115,NO PARALIZADA
2002210,2023,8,6404.26,NO PARALIZADA
2002210,2023,2,0,NO PARALIZADA
2002210,2023,4,0,NO PARALIZADA
2002210,2023,6,762054.37,NO PARALIZADA
2031797,2023,5,0,NO PARALIZADA
2031797,2023,8,0,NO PARALIZADA
2031797,2023,7,172943.6,NO PARALIZADA
2057906,2023,1,9016696.38,NO PARALIZADA
2057906,2023,3,174979.46,NO PARALIZADA
2057906,2023,5,3573800.51,NO PARALIZADA
2057906,2023,7,13227032.38,NO PARALIZADA
2057906,2023,8,24303731.84,NO PARALIZADA
2057906,2023,2,0,NO PARALIZADA
2057906,2023,4,710984.06,NO PARALIZADA
2057906,2023,6,17103401.5,NO PARALIZADA
2078076,2023,4,0,NO PARALIZADA
2078076,2023,5,85001.75,NO PARALIZADA
2081615,2023,1,0,NO PARALIZADA
2081615,2023,3,0,NO PARALIZADA
2081615,2023,2,0,NO PARALIZADA
2081615,2023,6,0,NO PARALIZADA
2090825,2023,5,0,NO PARALIZADA
2090825,2023,8,0,NO PARALIZADA
2090825,2023,7,30000,NO PARALIZADA
2089761,2023,2,0,NO PARALIZADA
2089761,2023,3,180,NO PARALIZADA
2089761,2023,4,86251.7,NO PARALIZADA
2089761,2023,5,11632.31,NO PARALIZADA
2089761,2023,6,1794161,NO PARALIZADA
2089761,2023,7,321806.53,NO PARALIZADA
2089761,2023,8,0,NO PARALIZADA
2110320,2023,1,422847.26,NO PARALIZADA
2110320,2023,3,453957.46,NO PARALIZADA
2110320,2023,4,318503.12,NO PARALIZADA
2110320,2023,6,41769.26,NO PARALIZADA
2110320,2023,8,63368.1,NO PARALIZADA
2110320,2023,2,369964.42,NO PARALIZADA
2110320,2023,5,352197.78,NO PARALIZADA
2110320,2023,7,66483.24,NO PARALIZADA
2114085,2023,1,1440,NO PARALIZADA
2114085,2023,2,32979.94,NO PARALIZADA
2114085,2023,3,286547.19,NO PARALIZADA
2114085,2023,4,184547.51,NO PARALIZADA
2114085,2023,5,132829.44,NO PARALIZADA
2114085,2023,6,416113.89,NO PARALIZADA
2114085,2023,7,306777.21,NO PARALIZADA
2114085,2023,8,456509.21,NO PARALIZADA
2192666,2023,1,0,NO PARALIZADA
2192666,2023,3,0,NO PARALIZADA
2192666,2023,5,8000,NO PARALIZADA
2192666,2023,7,0,NO PARALIZADA
2192666,2023,2,0,NO PARALIZADA
2192666,2023,4,0,NO PARALIZADA
2192666,2023,6,0,NO PARALIZADA
2193247,2023,2,203437.86,PARALIZADA
2193247,2023,3,193213.68,PARALIZADA
2193247,2023,5,204381.53,PARALIZADA
2193247,2023,6,607815.09,PARALIZADA
2193247,2023,8,1181762.56,PARALIZADA
2193247,2023,7,712355.52,PARALIZADA
2193247,2023,1,64268.02,PARALIZADA
2193247,2023,4,138093.05,PARALIZADA
2197248,2023,8,0,NO PARALIZADA
2197248,2023,3,0,NO PARALIZADA
2234987,2023,1,291239.81,NO PARALIZADA
2234987,2023,7,304750.7,NO PARALIZADA
2234987,2023,3,313353.8,NO PARALIZADA
2234987,2023,4,228822.1,NO PARALIZADA
2234987,2023,6,1046528.81,NO PARALIZADA
2234987,2023,8,509671.22,NO PARALIZADA
2234987,2023,2,393535.76,NO PARALIZADA
2234987,2023,5,862737.66,NO PARALIZADA
2233735,2023,1,0,NO PARALIZADA
2233735,2023,3,10725,NO PARALIZADA
2233735,2023,4,54465,NO PARALIZADA
2233735,2023,6,2348919.2,NO PARALIZADA
2233735,2023,8,7336965.42,NO PARALIZADA
2233735,2023,2,10500,NO PARALIZADA
2233735,2023,5,1724669.59,NO PARALIZADA
2233735,2023,7,84116.61,NO PARALIZADA
2250145,2023,8,2917,NO PARALIZADA
2318526,2023,1,94646.66,NO PARALIZADA
2318526,2023,2,94273.34,NO PARALIZADA
2318526,2023,3,70533.33,NO PARALIZADA
2318526,2023,4,92233.33,NO PARALIZADA
2318526,2023,5,76400,NO PARALIZADA
2318526,2023,6,66033.34,NO PARALIZADA
2318526,2023,7,78899.99,NO PARALIZADA
2318526,2023,8,67499.99,NO PARALIZADA
2309051,2023,2,5181383.52,NO PARALIZADA
2309051,2023,3,3927620.14,NO PARALIZADA
2309051,2023,5,3779965.43,NO PARALIZADA
2309051,2023,7,1328626.49,NO PARALIZADA
2309051,2023,8,1119866.21,NO PARALIZADA
2309051,2023,1,3342678.08,NO PARALIZADA
2309051,2023,4,3352137.19,NO PARALIZADA
2309051,2023,6,3675773.73,NO PARALIZADA
2314037,2023,2,0,NO PARALIZADA
2314037,2023,4,104622.82,NO PARALIZADA
2314037,2023,6,206556,NO PARALIZADA
2314037,2023,8,20200,NO PARALIZADA
2314037,2023,3,0,NO PARALIZADA
2314037,2023,5,57500,NO PARALIZADA
2314037,2023,7,106200,NO PARALIZADA
2287700,2023,2,154609.57,NO PARALIZADA
2287700,2023,4,2029158.69,NO PARALIZADA
2287700,2023,5,831104.97,NO PARALIZADA
2287700,2023,7,568968.36,NO PARALIZADA
2287700,2023,1,60642.3,NO PARALIZADA
2287700,2023,3,308298.11,NO PARALIZADA
2287700,2023,6,690928.46,NO PARALIZADA
2287700,2023,8,-213825.68,NO PARALIZADA
2285730,2023,4,0,NO PARALIZADA
2285730,2023,7,758715.75,NO PARALIZADA
2307419,2023,1,1045018.61,NO PARALIZADA
2307419,2023,3,2310217.37,NO PARALIZADA
2307419,2023,4,3338067.83,NO PARALIZADA
2307419,2023,6,7709600.67,NO PARALIZADA
2307419,2023,8,3069751.43,NO PARALIZADA
2307419,2023,2,218243.25,NO PARALIZADA
2307419,2023,5,3326984.46,NO PARALIZADA
2307419,2023,7,2544061.27,NO PARALIZADA
2283964,2023,2,2769517.98,NO PARALIZADA
2283964,2023,3,715208.59,NO PARALIZADA
2283964,2023,5,1514733.29,NO PARALIZADA
2283964,2023,7,369465.18,NO PARALIZADA
2283964,2023,8,322816.65,NO PARALIZADA
2283964,2023,1,5624009.21,NO PARALIZADA
2283964,2023,4,847732.5,NO PARALIZADA
2283964,2023,6,913458.61,NO PARALIZADA
2392977,2023,8,0,NO PARALIZADA
2392977,2023,2,0,NO PARALIZADA
2392977,2023,1,0,NO PARALIZADA
2392977,2023,6,0,NO PARALIZADA
2387679,2023,1,0,NO PARALIZADA
2387679,2023,5,1702.8,NO PARALIZADA
2387679,2023,6,5994.77,NO PARALIZADA
2387679,2023,7,47401.65,NO PARALIZADA
2387679,2023,8,31268.02,NO PARALIZADA
2386577,2023,1,7386304.99,NO PARALIZADA
2386577,2023,3,8166677.01,NO PARALIZADA
2386577,2023,4,9360324.55,NO PARALIZADA
2386577,2023,6,5090127.89,NO PARALIZADA
2386577,2023,7,5603941.57,NO PARALIZADA
2386577,2023,2,18285353.14,NO PARALIZADA
2386577,2023,5,8391842.75,NO PARALIZADA
2386577,2023,8,670844.5,NO PARALIZADA
2376184,2023,1,0,NO PARALIZADA
2376184,2023,6,0,NO PARALIZADA
2376184,2023,7,0,NO PARALIZADA
2376184,2023,8,3260.37,NO PARALIZADA
2344910,2023,3,0,NO PARALIZADA
2344910,2023,5,86249.5,NO PARALIZADA
2344910,2023,7,108860,NO PARALIZADA
2344910,2023,4,0,NO PARALIZADA
2344910,2023,6,135892.5,NO PARALIZADA
2344910,2023,8,194402.9,NO PARALIZADA
2327139,2023,3,267500,NO PARALIZADA
2327139,2023,8,0,NO PARALIZADA
2327139,2023,4,0,NO PARALIZADA
2466835,2023,2,0,NO PARALIZADA
2466835,2023,3,34090,NO PARALIZADA
2466835,2023,4,14200,NO PARALIZADA
2466835,2023,5,19890,NO PARALIZADA
2466835,2023,6,57620,NO PARALIZADA
2466835,2023,8,9000,NO PARALIZADA
2414831,2023,8,0,NO PARALIZADA
2489058,2023,2,0,NO PARALIZADA
2489058,2023,3,345242.65,NO PARALIZADA
2489058,2023,4,0,NO PARALIZADA
2489058,2023,7,0,NO PARALIZADA
2489058,2023,8,388425,NO PARALIZADA
2501657,2023,1,833914.11,NO PARALIZADA
2501657,2023,3,650387.57,NO PARALIZADA
2501657,2023,7,1771644.64,NO PARALIZADA
2501657,2023,2,1534380.62,NO PARALIZADA
2501657,2023,4,1985241.05,NO PARALIZADA
2501657,2023,5,799436.22,NO PARALIZADA
2501657,2023,6,3169836.16,NO PARALIZADA
2501657,2023,8,3233570.77,NO PARALIZADA
2503297,2023,1,1004954.97,NO PARALIZADA
2503297,2023,3,1740415.14,NO PARALIZADA
2503297,2023,5,1063438.67,NO PARALIZADA
2503297,2023,6,4294434.07,NO PARALIZADA
2503297,2023,8,1682104.8,NO PARALIZADA
2503297,2023,2,3578438.62,NO PARALIZADA
2503297,2023,4,412276.6,NO PARALIZADA
2503297,2023,7,530673.39,NO PARALIZADA
2471070,2023,1,200977.31,NO PARALIZADA
2471070,2023,3,174771.85,NO PARALIZADA
2471070,2023,4,1666605.38,NO PARALIZADA
2471070,2023,6,6389416.38,NO PARALIZADA
2471070,2023,8,12192471.53,NO PARALIZADA
2471070,2023,7,6362705.02,NO PARALIZADA
2471070,2023,2,642904.77,NO PARALIZADA
2471070,2023,5,1100269.45,NO PARALIZADA
2378135,2023,3,0,NO PARALIZADA
2378135,2023,6,0,NO PARALIZADA
2378135,2023,5,45466.22,NO PARALIZADA
2378135,2023,8,0,NO PARALIZADA
2387810,2023,2,-1773.69,NO PARALIZADA
2387810,2023,4,4350.8,NO PARALIZADA
