identificador_obra_key,codigo_unico_key,y_riesgo,CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,CODIGO_OBRA,ESTADO_OBRA,ETAPA,DIAS_PLAZO,TOTAL_CONTROL_PREVIO,TOTAL_CONTROL_SIMULTANEO,TOTAL_CONTROL_POSTERIOR,f2a3a_n_registros,f2a3a_nunique_MIEMBROS_DE_COMITE,f2b_n_registros,f2b_CODIGO_UNICO_mean,f2b_CODIGO_UNICO_max,f2b_PROCESO_mean,f2b_PROCESO_max,f2b_CONVOCATORIA_mean,f2b_CONVOCATORIA_max,f2b_DNI_MIEMBRO_COMITE_mean,f2b_DNI_MIEMBRO_COMITE_max,f2b_nunique_NOMBRE_MIEMBRO_COMITE,f3b_n_registros,f3b_n_ruc_participantes,f3b_n_ruc_ganadores,f3b_ratio_ganadores_participantes,f3c_n_registros,f3c_n_ofertas_con_monto,f3c_monto_ofertado_min,f3c_monto_ofertado_max,f3c_monto_ofertado_mean,f3c_monto_ofertado_median,f3c_monto_ofertado_std,f3c_rango_monto_ofertado,f5a_n_registros,f5a_ANHO_sum,f5a_MES_mean,f5a_MES_max,f5a_MES_sum,f5a_Planificado_mean,f5a_Planificado_max,f5a_Planificado_sum,f5a_Real_mean,f5a_Real_max,f5a_Real_sum,f5a_nunique_ANHO,f5a_nunique_MES
2190272-259262-700080-2045963-139381,2190272,1,2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,139381,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,2.0,0.0,,,,,,,,,,,4.0,2.0,2.0,1.0,4.0,4.0,628084028.0,628084028.0,628084028.0,628084028.0,0.0,0.0,5,10115.0,3.0,5.0,15.0,0.944,0.97,4.72,0.932,0.95,4.66,1,5
2190272-259262-743511-2076594-150370,2190272,0,2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,150370,En Ejecución,EJECUCIÓN,0,0,0,0,3.0,0.0,,,,,,,,,,,12.0,4.0,3.0,0.75,12.0,12.0,1792432243.0,1792432243.0,1792432243.0,1792432243.0,0.0,0.0,7,14161.0,4.857142857142857,8.0,34.0,0.20428571428571426,0.25,1.43,0.05714285714285715,0.07,0.4,1,7
2192219-176879-727561-2082955-144910,2192219,1,2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,144910,Paralizada,EJECUCIÓN,0,0,1,0,1.0,1.0,8.0,2192219.0,2192219.0,3.0,3.0,727561.0,727561.0,45107762.875,73328843.0,8.0,8.0,8.0,1.0,0.125,8.0,8.0,185541354.7,185541354.7,185541354.7,185541354.7,0.0,0.0,7,14161.0,4.0,7.0,28.0,0.36,0.36,2.52,0.3614285714285714,0.37,2.53,1,7
2192219-176879-732793-2082796-144910,2192219,1,2192219,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,144910,Paralizada,SUPERVISIÓN,0,0,1,0,2.0,1.0,6.0,2192219.0,2192219.0,4.0,4.0,732793.0,732793.0,41378300.5,76549665.0,6.0,24.0,12.0,2.0,0.16666666666666666,24.0,24.0,5207344.76,5207344.76,5207344.76,5207344.76,0.0,0.0,7,14161.0,4.0,7.0,28.0,0.36,0.36,2.52,0.3614285714285714,0.37,2.53,1,7
2193247-280513-592326-2069595-119151,2193247,1,2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,119151,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1.0,1.0,6.0,2193247.0,2193247.0,15.0,15.0,592326.0,592326.0,18109315.166666668,41530530.0,6.0,8.0,8.0,1.0,0.125,8.0,8.0,205108.66,205108.66,205108.66,205108.66,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2193247-280513-663558-2028340-133488,2193247,1,2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,133488,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,2.0,1.0,6.0,2193247.0,2193247.0,9.0,9.0,663558.0,663558.0,23676992.333333332,41936827.0,6.0,12.0,6.0,2.0,0.3333333333333333,12.0,12.0,269908.17,269908.17,269908.17,269908.17,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2193247-280513-679386-2040081-133488,2193247,1,2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,133488,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,1.0,6.0,2193247.0,2193247.0,11.0,11.0,679386.0,679386.0,23315696.833333332,70319598.0,6.0,12.0,12.0,1.0,0.08333333333333333,12.0,12.0,90171.26,90171.27,90171.26916666667,90171.27,0.002886751350267092,0.010000000009313226,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2193247-280513-691232-2052839-108912,2193247,1,2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,108912,En Ejecución,SUPERVISIÓN,518,0,0,0,1.0,1.0,6.0,2193247.0,2193247.0,2.0,2.0,691232.0,691232.0,28655448.0,70319598.0,6.0,56.0,56.0,1.0,0.017857142857142856,56.0,56.0,408445.2,424140.23,408727.6360714286,408445.2,2097.0947301797883,15695.02999999997,6,12138.0,3.5,6.0,21.0,1.0,1.0,6.0,0.9683333333333333,0.99,5.81,1,6
2193247-280513-698718-2061957-108914,2193247,1,2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,108914,Inactivo,SUPERVISIÓN,396,0,0,0,4.0,1.0,6.0,2193247.0,2193247.0,5.0,5.0,698718.0,698718.0,7833365.666666667,9733342.0,6.0,172.0,43.0,4.0,0.09302325581395349,172.0,172.0,367965.56,440024.6,394435.53860465117,396022.14,10789.489297123904,72059.03999999998,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2193247-280513-703764-2062192-108916,2193247,1,2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,108916,Finalizado,SUPERVISIÓN,0,0,0,0,2.0,1.0,6.0,2193247.0,2193247.0,6.0,6.0,703764.0,703764.0,28655448.0,70319598.0,6.0,68.0,34.0,2.0,0.058823529411764705,68.0,68.0,424855.55,472061.72,430762.1582352941,424855.55,15234.972763043103,47206.169999999984,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2193247-280513-705548-2065036-108912,2193247,1,2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,108912,En Ejecución,EJECUCIÓN,0,0,0,0,2.0,1.0,6.0,2193247.0,2193247.0,2.0,2.0,705548.0,705548.0,23613265.0,41936827.0,6.0,54.0,27.0,2.0,0.07407407407407407,54.0,54.0,5333037.92,5925597.66,5376931.234074074,5333037.92,156643.4804799104,592559.7400000002,6,12138.0,3.5,6.0,21.0,1.0,1.0,6.0,0.9683333333333333,0.99,5.81,1,6
2193247-280513-707016-2061614-108916,2193247,1,2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,108916,Finalizado,EJECUCIÓN,0,0,0,0,2.0,0.0,,,,,,,,,,,62.0,31.0,2.0,0.06451612903225806,62.0,62.0,3755768.18,4173075.72,3783981.5696774195,3755768.18,103133.73616240663,417307.54000000004,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2193247-280513-708529-2062106-108914,2193247,1,2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,108914,Inactivo,EJECUCIÓN,223,0,0,0,3.0,1.0,6.0,2193247.0,2193247.0,3.0,3.0,708529.0,708529.0,23082164.833333332,70319598.0,6.0,69.0,23.0,3.0,0.13043478260869565,69.0,69.0,3993507.45,4925817.75,4471193.158695652,4500284.6,221607.86122557786,932310.2999999998,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2193247-280513-735026-2078047-108917,2193247,1,2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,108917,En Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1.0,1.0,6.0,2193247.0,2193247.0,7.0,7.0,735026.0,735026.0,13173116.833333334,41580832.0,6.0,13.0,13.0,1.0,0.07692307692307693,13.0,13.0,171289.98,171289.98,171289.98,171289.98,0.0,0.0,5,10115.0,6.0,8.0,30.0,0.244,0.63,1.22,0.194,0.43,0.97,1,5
2193247-280513-843214-2161653-108917,2193247,1,2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,108917,En Ejecución,EJECUCIÓN,0,0,0,0,2.0,1.0,6.0,2193247.0,2193247.0,5.0,5.0,843214.0,843214.0,23270826.166666668,70319598.0,6.0,52.0,26.0,2.0,0.07692307692307693,52.0,52.0,0.0,6225019.11,957695.2430769231,0.0,2267907.0903051705,6225019.11,5,10115.0,6.0,8.0,30.0,0.244,0.63,1.22,0.194,0.43,0.97,1,5
2193247-280513-878659-2170813-108917,2193247,1,2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,108917,En Ejecución,SUPERVISIÓN,0,0,0,0,1.0,1.0,6.0,2193247.0,2193247.0,7.0,7.0,878659.0,878659.0,18953544.333333332,70319598.0,6.0,41.0,41.0,1.0,0.024390243902439025,41.0,41.0,670312.95,670312.95,670312.95,670312.95,0.0,0.0,5,10115.0,6.0,8.0,30.0,0.244,0.63,1.22,0.194,0.43,0.97,1,5
2193411-205868-739874-2096798-121881,2193411,1,2193411,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,121881,En Ejecución,EJECUCIÓN,0,0,1,0,1.0,1.0,7.0,2193411.0,2193411.0,4.0,4.0,739874.0,739874.0,44944489.85714286,73328843.0,7.0,5.0,5.0,1.0,0.2,5.0,5.0,168571515.9,168571515.9,168571515.9,168571515.9,0.0,0.0,2,4046.0,4.0,7.0,8.0,0.025,0.04,0.05,0.03,0.06,0.06,1,2
2193411-205868-770422-2110390-121881,2193411,1,2193411,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,121881,En Ejecución,SUPERVISIÓN,0,0,1,0,2.0,1.0,6.0,2193411.0,2193411.0,107.0,107.0,770422.0,770422.0,36196978.166666664,46885429.0,6.0,14.0,7.0,2.0,0.2857142857142857,14.0,14.0,6625297.89,6625297.89,6625297.89,6625297.89,0.0,0.0,2,4046.0,4.0,7.0,8.0,0.025,0.04,0.05,0.03,0.06,0.06,1,2
2193999-202849-850228-2150802-64289,2193999,1,2193999,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,64289,Finalizado,EJECUCIÓN,0,0,1,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,29564513.65,29564513.65,29564513.65,29564513.65,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2194709-231989-645029-2000154-59304,2194709,1,2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,59304,En Ejecución,EXPEDIENTE TÉCNICO,0,0,1,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1201000.0,1201000.0,1201000.0,1201000.0,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2194709-231989-669343-2022593-84300,2194709,1,2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,84300,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,2.0,0.0,,,,,,,,,,,4.0,2.0,2.0,1.0,4.0,4.0,195524.82,195524.82,195524.82,195524.82,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2194709-231989-709352-2073447-141104,2194709,1,2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,141104,Finalizado,EJECUCIÓN,0,0,1,0,2.0,0.0,,,,,,,,,,,14.0,7.0,2.0,0.2857142857142857,14.0,14.0,189820194.4,201800474.5,191531662.9857143,189820194.4,4350477.219362488,11980280.099999994,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2194709-231989-739211-2108440-141104,2194709,1,2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,141104,Finalizado,SUPERVISIÓN,0,0,1,0,1.0,1.0,11.0,2194709.0,2194709.0,5.0,5.0,739211.0,739211.0,37148909.45454545,47216847.0,11.0,13.0,13.0,1.0,0.07692307692307693,13.0,13.0,13287413.61,13287413.61,13287413.610000001,13287413.61,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2194993-255906-747262-2084411-134953,2194993,1,2194993,ADMINISTRACION Y PLANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,134953,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,1.0,6.0,2194993.0,2194993.0,1.0,1.0,747262.0,747262.0,33472788.666666668,71596819.0,6.0,11.0,11.0,1.0,0.09090909090909091,11.0,11.0,886412.1,984902.33,910102.4009090909,886412.1,40832.193746733574,98490.22999999998,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2194993-255906-811767-2128027-134953,2194993,0,2194993,ADMINISTRACION Y PLANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,134953,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,1.0,6.0,2194993.0,2194993.0,1.0,1.0,811767.0,811767.0,26040891.833333332,47465999.0,6.0,12.0,12.0,1.0,0.08333333333333333,12.0,12.0,476031.72,528924.13,483676.9283333333,476031.72,18104.610169023425,52892.41000000003,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2195373-290489-650901-2060462-33536,2195373,1,2195373,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,33536,Sin Ejecución,SUPERVISIÓN,90,0,0,0,2.0,1.0,6.0,2195373.0,2195373.0,8.0,8.0,650901.0,650901.0,42689478.333333336,80052264.0,6.0,14.0,7.0,2.0,0.2857142857142857,14.0,14.0,736520.37,736520.37,736520.37,736520.37,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2195373-290489-717677-2071371-33536,2195373,1,2195373,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,33536,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,2.0,1.0,10.0,2195373.0,2195373.0,154.0,154.0,717677.0,717677.0,41226480.5,80052264.0,10.0,6.0,3.0,2.0,0.6666666666666666,6.0,6.0,1826263.09,2029181.21,1961541.8366666667,2029181.21,104786.46658716236,202918.11999999988,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2195373-290489-830070-2142572-33536,2195373,1,2195373,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,33536,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1.0,1.0,6.0,2195373.0,2195373.0,107.0,107.0,830070.0,830070.0,33464027.833333332,44677921.0,6.0,2.0,2.0,1.0,0.5,2.0,2.0,365000.0,390542.71,377771.355,377771.355,18061.423450881433,25542.71000000002,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2196451-283399-624113-2017721-29053,2196451,1,2196451,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,29053,En Ejecución,EJECUCIÓN,300,0,1,0,3.0,1.0,6.0,2196451.0,2196451.0,1.0,1.0,624113.0,624113.0,34457493.333333336,43951864.0,6.0,21.0,7.0,3.0,0.42857142857142855,21.0,21.0,223133642.4,250759712.5,228173123.3285714,225683741.2,9525761.265904306,27626070.099999994,7,14161.0,4.0,7.0,28.0,0.3085714285714286,0.36,2.16,0.3285714285714286,0.33,2.3000000000000003,1,7
2196451-283399-688311-2044722-29053,2196451,1,2196451,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,29053,En Ejecución,SUPERVISIÓN,0,0,1,0,1.0,1.0,6.0,2196451.0,2196451.0,1.0,1.0,688311.0,688311.0,30182823.0,43951864.0,6.0,16.0,16.0,1.0,0.0625,16.0,16.0,10022651.65,11826728.94,11047189.368125,11136279.6,771758.3685366799,1804077.289999999,7,14161.0,4.0,7.0,28.0,0.3085714285714286,0.36,2.16,0.3285714285714286,0.33,2.3000000000000003,1,7
2228738-1909-575707-2137526-29998,2228738,1,2228738,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,29998,Finalizado,SUPERVISIÓN,0,0,1,1,3.0,1.0,6.0,2228738.0,2228738.0,2.0,2.0,575707.0,575707.0,31020844.833333332,70090472.0,6.0,21.0,7.0,3.0,0.42857142857142855,21.0,21.0,0.0,3485976.57,2987979.917142857,3485976.57,1249961.678380014,3485976.57,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2233735-136200-849659-2158846-32774,2233735,1,2233735,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,32774,Finalizado,ETAPA NO IDENTIFICADA,0,1,1,0,2.0,1.0,6.0,2233735.0,2233735.0,1.0,1.0,849659.0,849659.0,37018330.333333336,75395295.0,6.0,20.0,10.0,2.0,0.2,20.0,20.0,147892994.5,160418516.2,151970939.48,148538815.4,5679340.485211219,12525521.699999988,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2233735-136200-899929-2188756-32774,2233735,1,2233735,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,32774,Finalizado,SUPERVISIÓN,0,1,1,0,1.0,1.0,6.0,2233735.0,2233735.0,6.0,6.0,899929.0,899929.0,33148473.833333332,70491958.0,6.0,8.0,8.0,1.0,0.125,8.0,8.0,7112038.49,7112038.5,7112038.4925,7112038.49,0.0046291003013009735,0.009999999776482582,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2233842-92806-664959-2016133-130764,2233842,1,2233842,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,130764,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,199047.59,199047.59,199047.59,199047.59,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2233842-92806-667999-2017167-130764,2233842,1,2233842,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,130764,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,382818.37,382818.37,382818.37,382818.37,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2233850-239307-656598-2033398-137209,2233850,1,2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,137209,Finalizado,ETAPA NO IDENTIFICADA,310,0,1,0,1.0,1.0,3.0,2233850.0,2233850.0,1.0,1.0,656598.0,656598.0,21479364.666666668,44438400.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2997640.54,2997640.54,2997640.54,2997640.54,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2233850-239307-672349-2029810-137209,2233850,1,2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,137209,Finalizado,EJECUCIÓN,0,0,1,0,1.0,1.0,3.0,2233850.0,2233850.0,5.0,5.0,672349.0,672349.0,21479364.666666668,44438400.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,150000.0,150000.0,150000.0,150000.0,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2233850-239307-674801-2036277-133753,2233850,1,2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,133753,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,2.0,1.0,3.0,2233850.0,2233850.0,4.0,4.0,674801.0,674801.0,29196306.666666668,41317428.0,3.0,10.0,5.0,2.0,0.4,10.0,10.0,11587919.26,12167559.94,11766023.92,11743360.57,223954.8417036675,579640.6799999997,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2233850-239307-674853-2036314-133756,2233850,1,2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,133756,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,2.0,1.0,3.0,2233850.0,2233850.0,6.0,6.0,674853.0,674853.0,21785291.0,41317428.0,3.0,10.0,5.0,2.0,0.4,10.0,10.0,14085562.98,14090292.26,14088400.547999999,14090292.26,2442.1896906064503,4729.279999999329,1,2023.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89,0.89,0.89,1,1
2233850-239307-674870-2036286-133755,2233850,1,2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,133755,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,2.0,1.0,3.0,2233850.0,2233850.0,5.0,5.0,674870.0,674870.0,19286414.333333332,41317428.0,3.0,10.0,5.0,2.0,0.4,10.0,10.0,6853180.78,7195839.82,6942840.18,6905999.76,135647.30979713745,342659.04000000004,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2233850-239307-682914-2038742-137213,2233850,1,2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,137213,Finalizado,EJECUCIÓN,325,0,0,0,1.0,1.0,3.0,2233850.0,2233850.0,9.0,9.0,682914.0,682914.0,21479364.666666668,44438400.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,901727.39,901727.39,901727.39,901727.39,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2233850-239307-712351-2058738-141153,2233850,1,2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141153,En Ejecución,EXPEDIENTE TÉCNICO,0,0,1,0,2.0,1.0,3.0,2233850.0,2233850.0,19.0,19.0,712351.0,712351.0,21479364.666666668,44438400.0,3.0,4.0,2.0,2.0,1.0,4.0,4.0,350275.4,350275.4,350275.4,350275.4,0.0,0.0,2,4046.0,2.5,4.0,5.0,0.885,0.89,1.77,0.475,0.49,0.95,1,2
2233850-239307-724083-2063590-141153,2233850,1,2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141153,En Ejecución,EXPEDIENTE TÉCNICO,0,0,1,0,2.0,1.0,3.0,2233850.0,2233850.0,15.0,15.0,724083.0,724083.0,21479364.666666668,44438400.0,3.0,4.0,2.0,2.0,1.0,4.0,4.0,4116000.0,4116000.0,4116000.0,4116000.0,0.0,0.0,2,4046.0,2.5,4.0,5.0,0.885,0.89,1.77,0.475,0.49,0.95,1,2
2233850-239307-731572-2069043-141153,2233850,1,2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141153,En Ejecución,EXPEDIENTE TÉCNICO,0,0,1,0,1.0,1.0,3.0,2233850.0,2233850.0,19.0,19.0,731572.0,731572.0,21479364.666666668,44438400.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1110000.0,1110000.0,1110000.0,1110000.0,,0.0,2,4046.0,2.5,4.0,5.0,0.885,0.89,1.77,0.475,0.49,0.95,1,2
2233850-239307-731693-2069052-141153,2233850,1,2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141153,En Ejecución,SUPERVISIÓN,0,0,1,0,1.0,1.0,3.0,2233850.0,2233850.0,21.0,21.0,731693.0,731693.0,21479364.666666668,44438400.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,160000.0,160000.0,160000.0,160000.0,,0.0,2,4046.0,2.5,4.0,5.0,0.885,0.89,1.77,0.475,0.49,0.95,1,2
2233850-239307-734864-2071276-141153,2233850,1,2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141153,En Ejecución,SUPERVISIÓN,0,0,1,0,1.0,1.0,3.0,2233850.0,2233850.0,22.0,22.0,734864.0,734864.0,21479364.666666668,44438400.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,165000.0,165000.0,165000.0,165000.0,,0.0,2,4046.0,2.5,4.0,5.0,0.885,0.89,1.77,0.475,0.49,0.95,1,2
2233850-239307-823249-2135603-162027,2233850,1,2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,162027,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,2.0,1.0,6.0,2233850.0,2233850.0,4.0,4.0,823249.0,823249.0,33674797.666666664,47482230.0,6.0,4.0,2.0,2.0,1.0,4.0,4.0,7971517.39,7971517.39,7971517.39,7971517.39,0.0,0.0,4,8092.0,2.5,4.0,10.0,0.74,0.74,2.96,0.2175,0.24,0.87,1,4
2233850-239307-830183-2139521-166882,2233850,1,2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,166882,En Ejecución,EJECUCIÓN,0,0,0,0,2.0,1.0,6.0,2233850.0,2233850.0,5.0,5.0,830183.0,830183.0,33003859.0,47482230.0,6.0,4.0,2.0,2.0,1.0,4.0,4.0,6836955.48,6836955.48,6836955.48,6836955.48,0.0,0.0,4,8092.0,2.5,4.0,10.0,0.73,0.73,2.92,0.34,0.34,1.36,1,4
2233850-239307-861304-2156132-141153,2233850,1,2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141153,En Ejecución,EXPEDIENTE TÉCNICO,0,0,1,0,4.0,1.0,3.0,2233850.0,2233850.0,2.0,2.0,861304.0,861304.0,21479364.666666668,44438400.0,3.0,16.0,4.0,4.0,1.0,16.0,16.0,805850.67,805850.67,805850.67,805850.67,0.0,0.0,2,4046.0,2.5,4.0,5.0,0.885,0.89,1.77,0.475,0.49,0.95,1,2
2233862-246218-385171-2174502-64412,2233862,1,2233862,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,64412,Sin Ejecución,ETAPA NO IDENTIFICADA,1693,0,0,0,1.0,1.0,6.0,2233862.0,2233862.0,9.0,9.0,385171.0,385171.0,21321385.166666668,41120025.0,6.0,13.0,13.0,1.0,0.07692307692307693,13.0,13.0,0.0,3606653.7,554869.6507692308,0.0,1354420.0341890743,3606653.7,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2233917-87547-595719-2022915-105591,2233917,1,2233917,ADMINISTRACION Y PLANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,105591,Sin Ejecución,EXPEDIENTE TÉCNICO,235,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4453740.02,4453740.02,4453740.02,4453740.02,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2233958-4588-516149-2047423-102591,2233958,1,2233958,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,102591,En Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,4.0,1.0,6.0,2233958.0,2233958.0,3.0,3.0,516149.0,516149.0,29165729.333333332,72541160.0,6.0,64.0,16.0,4.0,0.25,64.0,64.0,145905252.9,174506593.1,161500949.1625,162099430.9,8096593.81068629,28601340.199999988,3,6069.0,5.666666666666667,8.0,17.0,1.0,1.0,3.0,0.8933333333333332,0.96,2.6799999999999997,1,3
