CODIGO_RUC,NOMBRE_EMPRESA_ROL,RUC_CONTRAPARTE,NOMBRE_CONTRAPARTE,rol_empresa,n_obras_asociadas_1a,n_registros_1a,es_consorcio,capacidad_maxima_contratacion,capacidad_libre_contratacion,estado_empresa,condicion_empresa,n_obras_representante,n_representantes_legales,representante_legal_principal,NOMBRE_EMPRESA,y_riesgo_empresa_4niveles,n_vinculos_total,n_contrapartes_unicas,n_veces_ganador,n_veces_participante,ratio_ganador,ratio_participante,n_registros_hora_oferta,n_horas_oferta_distintas,hora_oferta_moda
20556295281,TABLEROS Y PUENTES S.A. SUCURSAL DEL PERU(*),20101029442,CONSORCIO PUENTES CARRETEROS,ganador,1.0,1.0,1.0,597629186.9,597629186.9,ACTIVO,HABIDO,1.0,5.0,POW SANG TEJADA HUGO JOSUE,TABLEROS Y PUENTES S.A. SUCURSAL DEL PERU(*),0,25.0,20.0,16.0,9.0,0.64,0.36,1.0,1.0,10:00
20460678600,CONSORCIO PUENTE HUALLAGA I,20109565017,CONSTRUCCION Y ADMINISTRACION S.A.,ganador,1.0,1.0,1.0,4855267352.0,4855267352.0,ACTIVO,HABIDO,1.0,5.0,PASAPERA ADRIANZEN LUIS CARLOS ELIAS,CONSORCIO PUENTE HUALLAGA I,2,23.0,18.0,16.0,7.0,0.6956521739130435,0.30434782608695654,1.0,1.0,10:00
20544952693,CONSORCIO PUENTE HUALLAGA I,20109565017,CONSTRUCCION Y ADMINISTRACION S.A.,ganador,1.0,1.0,1.0,867507923.1,867507923.1,ACTIVO,HABIDO,1.0,5.0,POW SANG TEJADA HUGO JOSUE,CONSORCIO PUENTE HUALLAGA I,2,20.0,16.0,16.0,4.0,0.8,0.2,1.0,1.0,10:00
20545564891,CONSORCIO PUENTE HUALLAGA I,20109565017,CONSTRUCCION Y ADMINISTRACION S.A.,ganador,1.0,1.0,1.0,356569741.9,356569741.9,ACTIVO,HABIDO,1.0,5.0,PASAPERA ADRIANZEN LUIS CARLOS ELIAS,CONSORCIO PUENTE HUALLAGA I,2,20.0,16.0,16.0,4.0,0.8,0.2,1.0,1.0,10:00
20556295281,TABLEROS Y PUENTES S.A. SUCURSAL DEL PERU(*),20109565017,CONSTRUCCION Y ADMINISTRACION S.A.,ganador,1.0,1.0,1.0,597629186.9,597629186.9,ACTIVO,HABIDO,1.0,5.0,POW SANG TEJADA HUGO JOSUE,TABLEROS Y PUENTES S.A. SUCURSAL DEL PERU(*),0,25.0,20.0,16.0,9.0,0.64,0.36,1.0,1.0,10:00
20460678600,CONSORCIO PUENTE HUALLAGA I,20112182021,CONSORCIO RIO HUALLAGA,ganador,1.0,1.0,1.0,4855267352.0,4855267352.0,ACTIVO,HABIDO,1.0,5.0,PASAPERA ADRIANZEN LUIS CARLOS ELIAS,CONSORCIO PUENTE HUALLAGA I,2,23.0,18.0,16.0,7.0,0.6956521739130435,0.30434782608695654,1.0,1.0,10:00
20544952693,CONSORCIO PUENTE HUALLAGA I,20112182021,CONSORCIO RIO HUALLAGA,ganador,1.0,1.0,1.0,867507923.1,867507923.1,ACTIVO,HABIDO,1.0,5.0,POW SANG TEJADA HUGO JOSUE,CONSORCIO PUENTE HUALLAGA I,2,20.0,16.0,16.0,4.0,0.8,0.2,1.0,1.0,10:00
20545564891,CONSORCIO PUENTE HUALLAGA I,20112182021,CONSORCIO RIO HUALLAGA,ganador,1.0,1.0,1.0,356569741.9,356569741.9,ACTIVO,HABIDO,1.0,5.0,PASAPERA ADRIANZEN LUIS CARLOS ELIAS,CONSORCIO PUENTE HUALLAGA I,2,20.0,16.0,16.0,4.0,0.8,0.2,1.0,1.0,10:00
20556295281,TABLEROS Y PUENTES S.A. SUCURSAL DEL PERU(*),20112182021,CONSORCIO RIO HUALLAGA,ganador,1.0,1.0,1.0,597629186.9,597629186.9,ACTIVO,HABIDO,1.0,5.0,POW SANG TEJADA HUGO JOSUE,TABLEROS Y PUENTES S.A. SUCURSAL DEL PERU(*),0,25.0,20.0,16.0,9.0,0.64,0.36,1.0,1.0,10:00
20460678600,CONSORCIO PUENTE HUALLAGA I,20460678600,CONSORCIO PUENTE HUALLAGA I,ganador,1.0,1.0,1.0,4855267352.0,4855267352.0,ACTIVO,HABIDO,1.0,5.0,PASAPERA ADRIANZEN LUIS CARLOS ELIAS,CONSORCIO PUENTE HUALLAGA I,2,23.0,18.0,16.0,7.0,0.6956521739130435,0.30434782608695654,1.0,1.0,10:00
20544952693,CONSORCIO PUENTE HUALLAGA I,20460678600,CONSORCIO PUENTE HUALLAGA I,ganador,1.0,1.0,1.0,867507923.1,867507923.1,ACTIVO,HABIDO,1.0,5.0,POW SANG TEJADA HUGO JOSUE,CONSORCIO PUENTE HUALLAGA I,2,20.0,16.0,16.0,4.0,0.8,0.2,1.0,1.0,10:00
20545564891,CONSORCIO PUENTE HUALLAGA I,20460678600,CONSORCIO PUENTE HUALLAGA I,ganador,1.0,1.0,1.0,356569741.9,356569741.9,ACTIVO,HABIDO,1.0,5.0,PASAPERA ADRIANZEN LUIS CARLOS ELIAS,CONSORCIO PUENTE HUALLAGA I,2,20.0,16.0,16.0,4.0,0.8,0.2,1.0,1.0,10:00
20556295281,TABLEROS Y PUENTES S.A. SUCURSAL DEL PERU(*),20460678600,CONSORCIO PUENTE HUALLAGA I,ganador,1.0,1.0,1.0,597629186.9,597629186.9,ACTIVO,HABIDO,1.0,5.0,POW SANG TEJADA HUGO JOSUE,TABLEROS Y PUENTES S.A. SUCURSAL DEL PERU(*),0,25.0,20.0,16.0,9.0,0.64,0.36,1.0,1.0,10:00
20460678600,CONSORCIO PUENTE HUALLAGA I,20508349301,CONSORCIO VIAL SELVA,ganador,1.0,1.0,1.0,4855267352.0,4855267352.0,ACTIVO,HABIDO,1.0,5.0,PASAPERA ADRIANZEN LUIS CARLOS ELIAS,CONSORCIO PUENTE HUALLAGA I,2,23.0,18.0,16.0,7.0,0.6956521739130435,0.30434782608695654,1.0,1.0,10:00
20544952693,CONSORCIO PUENTE HUALLAGA I,20508349301,CONSORCIO VIAL SELVA,ganador,1.0,1.0,1.0,867507923.1,867507923.1,ACTIVO,HABIDO,1.0,5.0,POW SANG TEJADA HUGO JOSUE,CONSORCIO PUENTE HUALLAGA I,2,20.0,16.0,16.0,4.0,0.8,0.2,1.0,1.0,10:00
20545564891,CONSORCIO PUENTE HUALLAGA I,20508349301,CONSORCIO VIAL SELVA,ganador,1.0,1.0,1.0,356569741.9,356569741.9,ACTIVO,HABIDO,1.0,5.0,PASAPERA ADRIANZEN LUIS CARLOS ELIAS,CONSORCIO PUENTE HUALLAGA I,2,20.0,16.0,16.0,4.0,0.8,0.2,1.0,1.0,10:00
20556295281,TABLEROS Y PUENTES S.A. SUCURSAL DEL PERU(*),20508349301,CONSORCIO VIAL SELVA,ganador,1.0,1.0,1.0,597629186.9,597629186.9,ACTIVO,HABIDO,1.0,5.0,POW SANG TEJADA HUGO JOSUE,TABLEROS Y PUENTES S.A. SUCURSAL DEL PERU(*),0,25.0,20.0,16.0,9.0,0.64,0.36,1.0,1.0,10:00
20460678600,CONSORCIO PUENTE HUALLAGA I,20524794013,CONSTRUCTORA SANTA FE LTDA SUCURSAL DEL PERU(*),ganador,1.0,1.0,1.0,4855267352.0,4855267352.0,ACTIVO,HABIDO,1.0,5.0,PASAPERA ADRIANZEN LUIS CARLOS ELIAS,CONSORCIO PUENTE HUALLAGA I,2,23.0,18.0,16.0,7.0,0.6956521739130435,0.30434782608695654,1.0,1.0,10:00
20544952693,CONSORCIO PUENTE HUALLAGA I,20524794013,CONSTRUCTORA SANTA FE LTDA SUCURSAL DEL PERU(*),ganador,1.0,1.0,1.0,867507923.1,867507923.1,ACTIVO,HABIDO,1.0,5.0,POW SANG TEJADA HUGO JOSUE,CONSORCIO PUENTE HUALLAGA I,2,20.0,16.0,16.0,4.0,0.8,0.2,1.0,1.0,10:00
20545564891,CONSORCIO PUENTE HUALLAGA I,20524794013,CONSTRUCTORA SANTA FE LTDA SUCURSAL DEL PERU(*),ganador,1.0,1.0,1.0,356569741.9,356569741.9,ACTIVO,HABIDO,1.0,5.0,PASAPERA ADRIANZEN LUIS CARLOS ELIAS,CONSORCIO PUENTE HUALLAGA I,2,20.0,16.0,16.0,4.0,0.8,0.2,1.0,1.0,10:00
20556295281,TABLEROS Y PUENTES S.A. SUCURSAL DEL PERU(*),20524794013,CONSTRUCTORA SANTA FE LTDA SUCURSAL DEL PERU(*),ganador,1.0,1.0,1.0,597629186.9,597629186.9,ACTIVO,HABIDO,1.0,5.0,POW SANG TEJADA HUGO JOSUE,TABLEROS Y PUENTES S.A. SUCURSAL DEL PERU(*),0,25.0,20.0,16.0,9.0,0.64,0.36,1.0,1.0,10:00
20460678600,CONSORCIO PUENTE HUALLAGA I,20538421198,AZVI SA SUCURSAL PERU(*),ganador,1.0,1.0,1.0,4855267352.0,4855267352.0,ACTIVO,HABIDO,1.0,5.0,PASAPERA ADRIANZEN LUIS CARLOS ELIAS,CONSORCIO PUENTE HUALLAGA I,2,23.0,18.0,16.0,7.0,0.6956521739130435,0.30434782608695654,1.0,1.0,10:00
